name;nationality;position;overall;age;real_team;device
Luis Gutiérrez;Bolivia;LB|CB;66;35;Club Bolívar;2
Suk Hyun Jun;Korea Republic;ST;72;29;ESTAC Troyes;2
José Pedro Fuenzalida;Chile;RB|RM|RW;75;35;Universidad Católica;2
Rodrigo Millar;Chile;CM;72;38;Monarcas Morelia;2
Esteban Paredes;Chile;ST;74;39;Colo-Colo;2
Macnelly Torres;Colombia;CM|CAM;67;35;Alianza Petrolera;2
Dorlan Pabón;Colombia;RM|RW;76;32;Monterrey;2
Jackson Martínez;Colombia;ST;73;33;Portimonense SC;2
Yulián Anchico;Colombia;CDM;66;36;Jaguares Fútbol Club;2
Giovanni Moreno;Colombia;ST|CAM;76;34;Shanghai Greenland Shenhua FC;2
Teófilo Gutiérrez;Colombia;ST;76;35;Junior FC;2
Stalin Motta;Colombia;CDM|CM|CAM;71;36;La Equidad;2
Brice Maubleu;France;GK;67;30;Grenoble Foot 38;2
Serdar Gürler;Turkey;RM|LM|LW;74;28;Göztepe SK;2
Marcel Titsch Rivero;Germany;CDM|CM;67;30;SV Wehen Wiesbaden;2
Chris Hussey;England;LWB|LW;65;31;Cheltenham Town;2
Federico Rodríguez;Uruguay;ST;65;29;Club Alianza Lima;2
Enzo Pérez;Argentina;CDM|CM;80;34;River Plate;2
Josepmir Ballón;Peru;CDM|CM;66;32;Club Alianza Lima;2
Marcio Valverde;Peru;CM|CAM|RW;65;32;Sport Huancayo;2
Umaru Bangura;Sierra Leone;CB|CDM;64;32;FC Zürich;2
Aldo Corzo;Peru;RWB|RB|RW;67;31;Free Agents;2
Mexer;Mozambique;CB;76;31;FC Girondins de Bordeaux;2
Írven Ávila;Peru;ST;66;30;FBC Melgar;2
Joel Sánchez;Peru;CM|CAM;65;31;FBC Melgar;2
Francisco Flores;Venezuela;CB|CDM;66;30;Independiente Medellín;2
José Luis Granados;Venezuela;LB|CB;66;33;Mineros de Guayana;2
Carlos Lampe;Bolivia;GK;69;33;Club Always Ready;2
Edemir Rodríguez;Bolivia;RB|CB;63;35;Club Always Ready;2
Simone Verdi;Italy;LM|CF|LW;78;28;Torino;2
Héldon;Cape Verde;RM|LM;76;31;Al Taawoun;2
Danilo Russo;Italy;GK;64;33;Castellammare di Stabia;2
Gilbert Álvarez;Bolivia;ST;66;28;Club Deportivo Jorge Wilstermann;2
Marlon Pack;England;CDM|CM;73;29;Cardiff City;2
Helmut Gutiérrez;Bolivia;CM;63;36;Club Social Cultural y Deportivo Blooming;2
Marvin Bejarano;Bolivia;LB|LWB|LM|LW;68;32;Free Agents;2
Yaya Sanogo;France;ST;72;27;Toulouse Football Club;2
Oguzhan Özyakup;Turkey;CDM|CM|CAM;76;27;Feyenoord;2
Ignasi Miquel;Spain;CB;71;27;Girona FC;2
Iñigo Pérez;Spain;LB|CDM|CM;75;32;CA Osasuna;2
Boniek García;Honduras;CDM|CM;67;35;Houston Dynamo;2
Jake Bidwell;England;LB;69;27;Swansea City;2
Aristote Nsiala;DR Congo;CB;66;28;Bolton Wanderers;2
Nathan Cameron;England;CB;62;28;Macclesfield Town;2
Callum Wilson;England;ST;79;28;AFC Bournemouth;2
Alessandro Bassoli;Italy;LB|CB;65;30;Pordenone;2
Aslak Falch;Norway;GK;63;28;Sarpsborg 08 FF;2
Christophe Diandy;Senegal;CDM|CM;70;29;Sporting Charleroi;2
Mohammed Fayez;United Arab Emirates;LB|CB;65;30;Al Ain FC;2
Marvin Ducksch;Germany;ST;72;26;Hannover 96;2
Joel Matip;Cameroon;CB;83;28;Liverpool;2
Adrien Regattin;Morocco;CAM|RW|LW;72;28;FC Cincinnati;2
Daniel Caligiuri;Italy;RWB|RB|RM|RW;78;32;FC Schalke 04;2
Ioannis Fetfatzidis;Greece;RM|CAM|RW;74;29;Free Agents;2
Marcus Piossek;Poland;CAM;66;31;SV Meppen;2
Kadeem Harris;England;LM|RW|LW;71;27;Sheffield Wednesday;2
Roger Rojas;Honduras;ST;67;30;Deportes Tolima;2
Nicolás Lodeiro;Uruguay;RM|CAM|CF;79;31;Seattle Sounders FC;2
Sören Bertram;Germany;ST|RM|LM;67;29;1. FC Magdeburg;2
Khouma Babacar;Senegal;ST;73;27;Lecce;2
Abdoulaye Diallo;Senegal;GK;67;28;Gençlerbirligi SK;2
Ibrahima Baldé;Senegal;ST;69;31;R. Oviedo;2
Grzegorz Krychowiak;Poland;CDM|CM;79;30;Lokomotiv Moscow;2
Abdallah Said;Egypt;RM|CM|CAM;72;35;Free Agents;2
Clemens Fandrich;Germany;CM;70;29;FC Erzgebirge Aue;2
Lars Vilsvik;Norway;RB;68;31;Strømsgodset IF;2
Anselmo;Brazil;CDM|CM;74;31;Al Wehda;2
Felix Wiedwald;Germany;GK;71;30;Eintracht Frankfurt;2
David Alaba;Austria;LB|CB;83;28;FC Bayern München;2
Yasser Al Mosailem;Saudi Arabia;GK;67;36;Al Ahli;2
Hassan Ali Al Raheb;Saudi Arabia;ST;61;36;Al Shabab;2
Panajotis Dimitriadis;Sweden;CB|CM;67;34;AIK;2
Mohanad Salem;United Arab Emirates;CB;66;35;Al Ain FC;2
Fozil Musaev;Uzbekistan;CB|CDM|CM;60;31;Júbilo Iwata;2
Paolo Jiménez;Costa Rica;ST|RM|LM;61;36;Club Atlético Nacional Potosí;2
Benjamin Leroy;France;GK;71;31;Athlétic Club Ajaccio;2
Sebastián Coates;Uruguay;CB;81;29;Sporting CP;2
Gabriel Silva;Brazil;LB|LWB|LW;73;29;AS Saint-Étienne;2
Andrea Seculin;Italy;GK;70;30;Sampdoria;2
Teal Bunbury;United States;ST|RM;68;30;New England Revolution;2
Jordan Ayew;Ghana;ST|RM;77;28;Crystal Palace;2
Gerardo Bruna;Argentina;LM|CM|CAM;58;29;Derry City;2
Conor McAleny;England;ST;64;27;Shrewsbury;2
Jacopo Sala;Italy;RB|RM;71;28;SPAL;2
Isco;Spain;CM|CAM|LW;85;28;Real Madrid;2
Diego Fabbrini;Italy;RM|CAM;69;29;Fotbal Club Dinamo Bucure?ti;2
Giulio Donati;Italy;RWB|RB|RW;73;30;Lecce;2
Jonas Martin;France;CM;74;30;Stade Rennais FC;2
Hanyer Mosquera;Colombia;CB;68;33;Cúcuta Deportivo;2
Jason Davidson;Australia;LB|LM;65;29;Ulsan Hyundai Horang-i;2
Dedryck Boyata;Belgium;CB;77;29;Hertha BSC;2
Akihiro Hayashi;Japan;GK;71;33;F.C. Tokyo;2
Serge Aurier;Ivory Coast;RWB|RB|RW;79;27;Tottenham Hotspur;2
Ivo Pinto;Portugal;RB;70;30;Futebol Clube de Famalicão;2
Paris Cowan-Hall;England;RM|LM;64;29;Colchester United;2
Arribas;Spain;CB;70;31;R. Oviedo;2
Juanmi;Spain;ST|LM|LW;76;27;Real Betis;2
Ivan Paurevic;Croatia;CB|CDM|CM;70;29;SV Sandhausen;2
Adam Straith;Canada;CB;64;29;FC Hansa Rostock;2
Pajtim Kasami;Switzerland;ST|RM|CAM;73;28;FC Sion;2
Mike Cestor;DR Congo;CB;68;28;CFR Cluj;2
Miguel Angel Sansores;Mexico;ST;66;29;Monarcas Morelia;2
Lorenzo Crisetig;Italy;CDM|CM;73;27;CD Mirandés;2
Jonathan Bond;England;GK;64;27;West Bromwich Albion;2
Josh Parker;Antigua & Barbuda;ST;62;29;Wycombe Wanderers;2
Kwesi Appiah;Ghana;ST;62;29;AFC Wimbledon;2
Papy Djilobodji;Senegal;CB;73;31;Gazisehir Gaziantep Futbol Kulübü;2
Kennedy Igboananike;Nigeria;ST;66;31;IK Sirius;2
Ryan Bowman;England;ST;64;28;Exeter City;2
Florian Lejeune;France;CB;78;29;Newcastle United;2
Eunan O'Kane;Republic of Ireland;CDM|CM;65;30;Luton Town;2
Gjermund Åsen;Norway;CM;67;29;Rosenborg BK;2
Pizzi;Portugal;RM|CM;85;30;SL Benfica;2
Jonathan Lacerda;Uruguay;CB;68;33;Fútbol Club Juárez;2
Denis Alibec;Romania;ST;72;29;Asocia?ia Fotbal Club Astra Giurgiu;2
Osvaldo González;Chile;CB;69;35;Universidad de Chile;2
Adam Dawson;England;RM;58;27;Macclesfield Town;2
Sam Morsy;Egypt;CDM|CM;70;28;Wigan Athletic;2
Simon Makienok;Denmark;ST;66;29;SG Dynamo Dresden;2
George Francomb;England;RB|CB;63;28;Crawley Town;2
Eric Larsson;Sweden;RB;69;29;Malmö FF;2
Justin Morrow;United States;LB|LWB|LM|LW;69;32;Toronto FC;2
Jens Toornstra;Netherlands;CM|CAM;75;31;Feyenoord;2
Mattia Perin;Italy;GK;82;27;Genoa;2
Tom Eaves;England;ST;68;28;Hull City;2
Michael Pereira;France;RW|LW;68;32;CFR Cluj;2
Pascal Testroet;Germany;ST;69;29;FC Erzgebirge Aue;2
Ximo Navarro;Spain;RB|CB;75;30;D. Alavés;2
Yann-Erik de Lanlay;Norway;RW|LW;67;28;Viking FK;2
Sérgio Oliveira;Portugal;CM;79;28;FC Porto;2
Dan Burn;England;LB|CB;74;28;Brighton & Hove Albion;2
Mark Gillespie;England;GK;70;28;Motherwell;2
Damian Dabrowski;Poland;CDM|CM;68;27;Pogon Szczecin;2
Elliott Frear;England;LM;64;29;Forest Green Rovers;2
Pichu Atienza;Spain;CB;69;30;R. Zaragoza;2
François Moubandje;Switzerland;LB|CB|LWB|LW;70;30;Dinamo Zagreb;2
George Williams;England;RWB|CB|RW;63;27;Milton Keynes Dons;2
Aaron Martin;England;CB;64;30;Exeter City;2
Aymen Abdennour;Tunisia;CB;70;30;Kayserispor;2
Patrick Herrmann;Germany;RM|CF|RW;79;29;Borussia Mönchengladbach;2
Marcel Büchel;Liechtenstein;CDM|CM;69;29;Castellammare di Stabia;2
Julian Leist;Germany;CB;67;32;SG Sonnenhof Großaspach;2
Dominik Stahl;Germany;CDM|CM;68;31;SpVgg Unterhaching;2
Chuma Anene;Norway;ST;63;27;Crewe Alexandra;2
Marco Höger;Germany;CDM|CM;73;30;1. FC Köln;2
Josuha Guilavogui;France;CB|CDM|CM;80;29;VfL Wolfsburg;2
Caio;United Arab Emirates;ST|LM;74;29;Al Ain FC;2
Celso Ortíz;Paraguay;CDM|CM;76;31;Monterrey;2
Leandro Bacuna;Curacao;RB|CDM|CM;68;28;Cardiff City;2
Antonino Ragusa;Italy;RW|LW;72;30;La Spezia;2
Rodrigo Rojas;Paraguay;RM|CM;72;32;Club Olimpia;2
Rogelio Funes Mori;Argentina;ST;77;29;Monterrey;2
Bartra;Spain;CB|CDM;83;29;Real Betis;2
Samu Sáiz;Spain;LM|CM|CAM;72;29;Girona FC;2
Sergio Araujo;Argentina;ST|LM|CAM;70;28;AEK Athens;2
Mark van der Maarel;Netherlands;RB|LB|CB;67;30;FC Utrecht;2
Guerrero;Spain;ST;73;30;CD Leganés;2
Jake Taylor;Wales;CDM|CM;63;28;Exeter City;2
Leandro Marín;Argentina;RB|CB|RM;67;28;Patronato;2
Freddy Mveng;Switzerland;CDM|CM;60;28;Neuchâtel Xamax FCS;2
Serginho;Brazil;ST|CF|LW;67;29;Matsumoto Yamaga F.C.;2
Luc Castaignos;Netherlands;ST;67;27;Gyeongnam FC;2
Stefan de Vrij;Netherlands;CB;85;28;Inter;2
Bart Schenkeveld;Netherlands;CB;72;28;Panathinaikos FC;2
André Calisir;Ermenia;CB;67;30;IFK Göteborg;2
Greg Cunningham;Republic of Ireland;LB;72;29;Cardiff City;2
Petar Sliškovic;Croatia;ST;61;29;MSV Duisburg;2
Jordi Amat;Spain;CB|CDM;71;28;KAS Eupen;2
Benjamin Stambouli;France;CB|CDM;78;29;FC Schalke 04;2
Leandro Damião;Brazil;ST;72;31;Kawasaki Frontale;2
Lorenzo Insigne;Italy;LM|CF|LW;86;29;Napoli;2
Mehdi Bourabia;Morocco;CDM|CM|CAM;71;28;Sassuolo;2
Raffaele Maiello;Italy;CDM|CM;69;29;Frosinone;2
Germán;Spain;CB;77;33;Granada CF;2
Jon Taylor;England;RM|LM;68;28;Doncaster Rovers;2
Raúl Carnero;Spain;LB|CB|LM;72;31;R. Valladolid CF;2
Craig Clay;England;CM;62;28;Leyton Orient;2
Steve Arnold;England;GK;62;30;Northampton Town;2
Seth Sinovic;United States;LB;64;33;New England Revolution;2
Tim Ream;United States;CB;71;32;Fulham;2
Jake Jervis;England;ST|RM|LM;64;28;Salford City;2
Lee Nicholls;England;GK;65;27;Milton Keynes Dons;2
Aguilera;Spain;CDM;68;34;AD Alcorcón;2
Rodrigo;Spain;ST;83;29;Valencia CF;2
Ivan Franjic;Australia;RWB|RW;67;32;Perth Glory;2
Matej Vydra;Czech Republic;CAM;73;28;Burnley;2
Bryan Oviedo;Costa Rica;LB;69;30;FC København;2
Franco Jara;Argentina;ST;75;32;Pachuca;2
Mathias Autret;France;LM|CAM;73;29;Stade Brestois 29;2
Daniel Bentley;England;GK;70;27;Bristol City;2
Stefan Bell;Germany;CB;74;28;1. FSV Mainz 05;2
Jhonathan Ramis;Uruguay;ST|LM;58;30;Club Atlético Tigre;2
Steve Clark;United States;GK;72;34;Portland Timbers;2
Tomás Pina;Spain;CDM|CM;77;32;D. Alavés;2
Scott Robinson;Scotland;ST|CM;63;28;Livingston FC;2
Liam Palmer;Scotland;RB|LB;67;28;Sheffield Wednesday;2
George Thorne;England;CDM;67;27;Oxford United;2
Sebastián Dubarbier;Argentina;LB|LM;70;34;Club Atlético Banfield;2
Alexander Kacaniklic;Sweden;RM|LM|RW;70;28;Hammarby IF;2
Majeed Waris;Ghana;ST|RM;73;28;RC Strasbourg Alsace;2
Gonzalo Castellani;Argentina;CDM|CM|CAM;71;32;Unión La Calera;2
Stanislav Tecl;Czech Republic;ST;71;29;SK Slavia Praha;2
Mads Hvilsom;Denmark;ST;63;27;Hobro IK;2
Tom Bradshaw;Wales;ST;70;28;Millwall;2
Dani Rodríguez;Spain;RM|LM|CM;73;32;RCD Mallorca;2
Johan Larsson;Sweden;RB;69;30;IF Elfsborg;2
Guitián;Spain;CB;73;30;R. Zaragoza;2
Paulus Arajuuri;Finland;CB;69;32;Free Agents;2
Shane McEleney;Republic of Ireland;CB;57;29;Finn Harps;2
Luka Mijaljevic;Sweden;ST;57;29;AFC Eskilstuna;2
James McClean;Republic of Ireland;LB|LM|LW;71;31;Stoke City;2
Alexander Faltsetas;Sweden;CDM|CM;66;33;BK Häcken;2
Josip Drmic;Switzerland;ST|RM;73;27;Norwich City;2
Cláudio Ramos;Portugal;GK;77;28;CD Tondela;2
Christoffer Aasbak;Norway;LB;64;27;Kristiansund BK;2
Marcel Rømer;Denmark;CM|CAM;66;28;Lyngby BK;2
Bjørn Paulsen;Denmark;RB|CB;68;29;FC Ingolstadt 04;2
Aaron Greene;Republic of Ireland;ST|LM;63;30;Shamrock Rovers;2
Cristian Gamboa;Costa Rica;RB;70;30;VfL Bochum 1848;2
Anthony Ujah;Nigeria;ST;72;29;1. FC Union Berlin;2
Carlos Ruiz;Spain;CB;68;37;CD Tenerife;2
Óscar Murillo;Colombia;CB;75;32;Pachuca;2
Greg Garza;United States;LB|LM;68;28;FC Cincinnati;2
Gerard Bi Goua Gohou;Ivory Coast;ST;63;31;Kasimpasa SK;2
Martin Linnes;Norway;RB|LB;74;28;Galatasaray SK;2
Luis Mendoza;Mexico;ST|RM;71;30;Monarcas Morelia;2
Joakim Våge Nilsen;Norway;LB|CM;64;29;FK Haugesund;2
Raúl Navas;Spain;CB;75;32;CA Osasuna;2
Dominick Drexler;Germany;LM|CM|CAM;74;30;1. FC Köln;2
Hallur Hansson;Faroe Islands;ST|CM;66;28;AC Horsens;2
Joe Shaughnessy;Republic of Ireland;CB;64;28;Southend United;2
Scott Bain;Scotland;GK;72;28;Celtic;2
Álvaro Arroyo;Spain;CB;71;32;Albacete BP;2
Rodri;Spain;ST;69;30;R. Oviedo;2
Jorge Zárate;Mexico;LB|LM;69;28;Puebla;2
Zakaria Labyad;Morocco;CAM|RW;75;27;Ajax;2
Kenneth Zohore;Denmark;ST;71;26;West Bromwich Albion;2
Dan Peter Ulvestad;Norway;CB;68;31;Kristiansund BK;2
Vamouti Diomande;Ivory Coast;LW;62;29;Mjøndalen IF;2
Martín Silva;Uruguay;GK;73;37;Club Libertad;2
Alexandr Kolomeytsev;Russia;CDM|CAM;69;31;Lokomotiv Moscow;2
Christopher Missilou;Congo;CDM|CM;64;28;Oldham Athletic;2
Jonas Svensson;Norway;RB;77;27;AZ;2
Fredrik Midtsjø;Norway;CDM|CM;77;26;AZ;2
Manolo Gabbiadini;Italy;ST;76;28;Sampdoria;2
Saliou Ciss;Senegal;LB|LM;67;31;AS Nancy Lorraine;2
Roger Torres;Colombia;CAM;65;29;Atlético Bucaramanga;2
Dean Parrett;England;CDM|RM|CM;62;28;Stevenage;2
Stefano Pettinari;Italy;ST;68;28;Trapani;2
Kristoffer Barmen;Norway;CM;67;26;SK Brann;2
Josh McEachran;England;CDM|CM;68;27;Birmingham City;2
Luis Alberto;Spain;CM|CAM|CF;85;27;Lazio;2
James Rodríguez;Colombia;RM|CM|CAM;84;29;Real Madrid;2
Sergio León;Spain;ST;75;31;Levante UD;2
Wilfried Zaha;Ivory Coast;LM|CF;83;27;Crystal Palace;2
Nathan Redmond;England;LM|CF;77;26;Southampton;2
Elbasan Rashani;Kosovo;RW|LW;68;27;Odds BK;2
Alberto Acosta;Mexico;RB|LB|CM;66;32;Fútbol Club Juárez;2
Joe Corona;United States;CDM|CM;70;30;LA Galaxy;2
José Antonio Madueña;Mexico;RB;70;30;Guadalajara;2
Saphir Taïder;Algeria;CDM|CM|LW;75;28;Impact Montréal;2
Jonathan Williams;Wales;LM|CAM;70;26;Charlton Athletic;2
Javier Toledo;Argentina;ST;73;34;Atlético Tucumán;2
Alex Oxlade-Chamberlain;England;RM|CM;80;26;Liverpool;2
Nadir Çiftçi;Turkey;ST|RW;65;28;Gençlerbirligi SK;2
Bailey Wright;Australia;RB|CB;70;28;Sunderland;2
Fredrik Oldrup Jensen;Norway;CDM|CM;65;27;Vålerenga Fotball;2
Romain Amalfitano;France;CDM|CM;74;30;Dijon FCO;2
Mark Cullen;England;ST;62;28;Port Vale;2
Vincent Pajot;France;CDM|CM;73;29;Football Club de Metz;2
Abraham;Spain;LB|LM;66;34;Real Racing Club;2
Aday Benítez;Spain;LB|RM|LM;72;32;Girona FC;2
Thanos Petsos;Greece;CDM;65;29;WSG Swarovski Tirol;2
Christopher Avevor;Germany;CB;70;28;FC St. Pauli;2
Simone Romagnoli;Italy;CB;72;30;Empoli;2
Nampalys Mendy;France;CDM|CM;75;28;Leicester City;2
Nicolas Isimat-Mirin;France;CB;72;28;Toulouse Football Club;2
Adriano;Brazil;ST;69;32;FC Seoul;2
Conor Clifford;Republic of Ireland;CDM|CM;60;28;Derry City;2
João Pereira;Portugal;LB|CB;60;30;SønderjyskE;2
Uroš Cosic;Serbia;CB;69;27;U Craiova 1948 Club Sportiv;2
Ramzi Aya;Italy;CB;68;29;Salerno;2
Grant Hanley;Scotland;CB;71;28;Norwich City;2
Isaac Cofie;Ghana;CDM|CM;69;28;Sivasspor;2
Jan Hochscheidt;Germany;LM|CM|CAM;72;32;FC Erzgebirge Aue;2
Rodolfo Gamarra;Paraguay;CF;70;31;CD Cobresal;2
Danilo D'Ambrosio;Italy;RB|LB|CB;77;31;Inter;2
Kévin Malcuit;France;RB|RM;77;28;Napoli;2
Pablo Sarabia;Spain;CAM|RW;83;28;Paris Saint-Germain;2
Cédric Bakambu;DR Congo;ST;82;29;Beijing Sinobo Guoan FC;2
Sergiu Suciu;Romania;CDM|CM;66;30;Venezia;2
Simone Benedetti;Italy;RB|CB;68;28;Pisa;2
Raïs M'Bolhi;Algeria;GK;71;34;Ettifaq FC;2
Jonathan Mensah;Ghana;CB;72;30;Columbus Crew SC;2
Trent Sainsbury;Australia;CB;74;28;Free Agents;2
Mustafa Amini;Australia;CM;67;27;Aarhus AGF;2
Mathew Ryan;Australia;GK;80;28;Brighton & Hove Albion;2
Mark McGinley;Republic of Ireland;GK;57;30;Finn Harps;2
Andy Boyle;Republic of Ireland;CB;66;29;Dundalk;2
Keith Ward;Republic of Ireland;RM|LM|CAM;62;29;Bohemian FC;2
Jack Robinson;England;CB|LWB|LW;70;26;Sheffield United;2
Charles Aránguiz;Chile;CDM|CM;83;31;Bayer 04 Leverkusen;2
Kevin Dawson;Republic of Ireland;RM|CM;63;30;Forest Green Rovers;2
Dinny Corcoran;Republic of Ireland;ST;62;31;Bohemian FC;2
Richárd Magyar;Sweden;CB;69;29;Hammarby IF;2
Yohan Tavares;Portugal;CB;70;32;CD Tondela;2
Riccardo Bocalon;Italy;ST;68;31;Pordenone;2
Georgios Tzavellas;Greece;LB|CB;74;32;Alanyaspor;2
Vincent Aboubakar;Cameroon;ST;75;28;FC Porto;2
Lacina Traoré;Ivory Coast;ST;69;29;CFR Cluj;2
Wang Gang;China PR;RB|RM;66;31;Beijing Sinobo Guoan FC;2
Raúl Lizoain;Spain;GK;68;29;CD Mirandés;2
Alexander Domínguez;Ecuador;GK;72;33;Vélez Sarsfield;2
Geovanny Nazareno;Ecuador;LB|LWB|LM|LW;65;32;Delfín Sporting Club;2
Luis Muriel;Colombia;ST;80;29;Atalanta;2
Haris Radetinac;Serbia;RW|LW;63;34;Djurgårdens IF;2
Anton Tinnerholm;Sweden;RWB|RB|RW;71;29;New York City FC;2
Kamer Qaka;lbania;CDM|CM;67;25;U Craiova 1948 Club Sportiv;2
Andy Halliday;Scotland;LB|CDM;67;28;Rangers FC;2
Juan Iturbe;Paraguay;RM|RW;72;27;Pachuca;2
Luna;Spain;LB|LM;72;29;Rayo Vallecano;2
Sergio Álvarez;Spain;CB|CDM|CM;75;28;SD Eibar;2
Luke Brattan;Australia;CDM|CM;68;30;Sydney FC;2
Yang Jun A;Korea Republic;CB;65;31;Incheon United FC;2
Kamohelo Mokotjo;South Africa;CDM|CM;70;29;Brentford;2
Bryan Dabo;Burkina Faso;CDM|CM;74;28;SPAL;2
Marco Crimi;Italy;CDM|CM;65;30;Chiavari;2
Antonio Caracciolo;Italy;CB;69;30;Pisa;2
Kim Bo Kyung;Korea Republic;CM|CAM;74;30;Jeonbuk Hyundai Motors;2
Facundo Bertoglio;Argentina;LM|CM|CAM;68;30;Club Atlético Aldosivi;2
Ross Barkley;England;CM|CAM;79;26;Chelsea;2
Dennis Appiah;France;RB;71;28;FC Nantes;2
Jonathan Delaplace;France;RB|CM;68;34;FC Lorient;2
Patrick Salomon;Austria;RWB|CDM|CM|RW;66;32;SV Mattersburg;2
Domagoj Vida;Croatia;RB|CB;79;31;Besiktas JK;2
Brendan Hamill;Australia;CB;62;27;Western United FC;2
Kim Tae Hwan;Korea Republic;RB|RW;69;31;Ulsan Hyundai Horang-i;2
Stefan Stangl;Austria;LB;65;28;spusu SKN St. Pölten;2
Hong Chul;Korea Republic;LB|LM;72;29;Suwon Samsung Bluewings;2
Yun Young Sun;Korea Republic;CB;71;31;Ulsan Hyundai Horang-i;2
Lukáš Hejda;Czech Republic;CB;72;30;Viktoria Plzen;2
Guillermo Allison;Mexico;GK;65;29;Cruz Azul;2
Álex Fernández;Spain;CDM|CAM;73;27;Cádiz CF;2
João Pedro;Brazil;CAM|CF;78;28;Cagliari;2
Kim Da Sol;Korea Republic;GK;62;31;Suwon Samsung Bluewings;2
Kim Young Uk;Korea Republic;CM|RW;68;29;Jeju United FC;2
Ji Dong Won;Korea Republic;LM|CAM|CF;72;29;1. FSV Mainz 05;2
Ilja Nestorovski;North Macedonia;ST;74;30;Udinese;2
Michiel Jonckheere;Belgium;LM|CM|CAM;68;30;KV Oostende;2
Amir Abrashi;lbania;CDM|CM;71;30;Sport-Club Freiburg;2
Ermir Lenjani;lbania;LB|LM;71;30;FC Sion;2
Brice Dja Djédjé;Ivory Coast;RB|CDM;68;29;Kayserispor;2
Anthony Losilla;France;CB|CDM|CM;71;34;VfL Bochum 1848;2
Vincent Créhin;France;ST;67;31;Le Mans FC;2
Hwang Il Soo;Korea Republic;RW|LW;71;32;Gyeongnam FC;2
Danilo;Brazil;RB|LB;79;29;Juventus;2
Mathias Wittek;Germany;CB|CDM;68;31;SV Darmstadt 98;2
Alois Höller;Austria;RB|RM;65;31;SV Mattersburg;2
Abdoulaye Bamba;Ivory Coast;RWB|RB|LB|RW;73;30;Angers SCO;2
Tomáš Holy;Czech Republic;GK;66;28;Ipswich Town;2
Manuel Riemann;Germany;GK;71;31;VfL Bochum 1848;2
Timo Beermann;Germany;CB;70;29;1. FC Heidenheim 1846;2
Mike Wunderlich;Germany;LM|CM|CAM;67;34;Fußballclub Viktoria Köln 1904 e.V.;2
Marc Rzatkowski;Germany;CDM|CM;73;30;New York Red Bulls;2
Lucas Pérez;Spain;ST;78;31;D. Alavés;2
Dionicio Escalante;Mexico;LB|CB;65;30;Club Atlético de San Luis;2
Timm Klose;Switzerland;CB;73;32;Norwich City;2
Fabian Koch;Austria;RB|CB|RM;67;31;WSG Swarovski Tirol;2
Bryan Linssen;Netherlands;ST|LM;75;29;Vitesse;2
Pablo Chavarría;Argentina;ST|RM;72;32;RCD Mallorca;2
James Musa;New Zealand;CDM|CM;64;28;Minnesota United FC;2
Matías Aguirregaray;Uruguay;RB|LB;71;31;Al Fateh;2
Nicolas Pallois;France;CB;79;32;FC Nantes;2
Danny Post;Netherlands;CDM|CM;67;31;VVV-Venlo;2
Sebá;Brazil;ST|LM;72;28;Al Shabab;2
Tobias Kempe;Germany;CM|CAM;71;31;SV Darmstadt 98;2
Ibai Gómez;Spain;RW|LW;79;30;Athletic Club;2
Harun Tekin;Turkey;GK;74;31;Fenerbahçe SK;2
Yoann Court;France;RM|LM;75;30;Stade Brestois 29;2
Jordy Clasie;Netherlands;CDM|CM;75;29;AZ;2
Dušan Tadic;Serbia;CAM|CF|LW;83;31;Ajax;2
Michael Gregoritsch;Austria;ST|CAM;76;26;FC Schalke 04;2
Manfred Gollner;Austria;CB;65;29;Wolfsberger AC;2
Wissam Ben Yedder;France;ST;84;29;AS Monaco Football Club SA;2
Eder Borelli;Mexico;LB;65;29;Fútbol Club Juárez;2
Enes Saglik;Belgium;CDM|CM|CAM;64;29;Royal Excel Mouscron;2
Marco Meilinger;Austria;RM|LM;66;28;SCR Altach;2
Willi Evseev;Germany;CDM|CAM;64;28;SV Meppen;2
Romain Padovani;France;RB|CB|CM;63;30;FC Chambly Oise;2
Anthony Lopes;Portugal;GK;84;29;Olympique Lyonnais;2
Akeem Latifu;Nigeria;RB;65;30;Mjøndalen IF;2
Joselu;Spain;ST|CAM;70;29;CD Tenerife;2
Fran García;Spain;LB;68;27;Albacete BP;2
Diego Mariño;Spain;GK;74;30;R. Sporting;2
Gavin Massey;England;RM|LM;67;27;Wigan Athletic;2
Granit Xhaka;Switzerland;CDM|CM;80;27;Arsenal;2
Taulant Xhaka;lbania;CB|CDM|CM;73;29;FC Basel 1893;2
Nick Proschwitz;Germany;ST;66;33;Eintracht Braunschweig;2
Ricky Holmes;England;RM|LM|CAM;64;33;Sheffield United;2
Claiton;Brazil;CB;68;35;Cremona;2
Michael Novak;Austria;RB;67;29;Wolfsberger AC;2
Joffrey Cuffaut;France;RWB|RB|CB|RW;68;32;Valenciennes FC;2
Bruno Martins Indi;Netherlands;LB|CB;70;28;Stoke City;2
Marco Verratti;Italy;CDM|CM;87;27;Paris Saint-Germain;2
Roberto Inglese;Italy;ST;75;28;Parma;2
Nolito;Spain;LM|LW;78;33;Sevilla FC;2
Ilie Sánchez;Spain;CDM|CM;74;29;Sporting Kansas City;2
Bekim Balaj;lbania;ST;71;29;SK Sturm Graz;2
Sergi Roberto;Spain;RB|CM;82;28;FC Barcelona;2
Miquel Nelom;Netherlands;LB;65;29;Willem II;2
