name;nationality;position;overall;age;real_team;device
Gjermund Åsen;Norway;CM;67;29;Rosenborg BK;Playstation
Pizzi;Portugal;RM|CM;85;30;SL Benfica;Playstation
Jonathan Lacerda;Uruguay;CB;68;33;Fútbol Club Juárez;Playstation
Denis Alibec;Romania;ST;72;29;Asocia?ia Fotbal Club Astra Giurgiu;Playstation
Osvaldo González;Chile;CB;69;35;Universidad de Chile;Playstation
Adam Dawson;England;RM;58;27;Macclesfield Town;Playstation
Sam Morsy;Egypt;CDM|CM;70;28;Wigan Athletic;Playstation
Simon Makienok;Denmark;ST;66;29;SG Dynamo Dresden;Playstation
George Francomb;England;RB|CB;63;28;Crawley Town;Playstation
Eric Larsson;Sweden;RB;69;29;Malmö FF;Playstation
Justin Morrow;United States;LB|LWB|LM|LW;69;32;Toronto FC;Playstation
Jens Toornstra;Netherlands;CM|CAM;75;31;Feyenoord;Playstation
Mattia Perin;Italy;GK;82;27;Genoa;Playstation
Tom Eaves;England;ST;68;28;Hull City;Playstation
Michael Pereira;France;RW|LW;68;32;CFR Cluj;Playstation
Pascal Testroet;Germany;ST;69;29;FC Erzgebirge Aue;Playstation
Ximo Navarro;Spain;RB|CB;75;30;D. Alavés;Playstation
Yann-Erik de Lanlay;Norway;RW|LW;67;28;Viking FK;Playstation
Sérgio Oliveira;Portugal;CM;79;28;FC Porto;Playstation
Dan Burn;England;LB|CB;74;28;Brighton & Hove Albion;Playstation
Mark Gillespie;England;GK;70;28;Motherwell;Playstation
Damian Dabrowski;Poland;CDM|CM;68;27;Pogon Szczecin;Playstation
Elliott Frear;England;LM;64;29;Forest Green Rovers;Playstation
Pichu Atienza;Spain;CB;69;30;R. Zaragoza;Playstation
François Moubandje;Switzerland;LB|CB|LWB|LW;70;30;Dinamo Zagreb;Playstation
George Williams;England;RWB|CB|RW;63;27;Milton Keynes Dons;Playstation
Aaron Martin;England;CB;64;30;Exeter City;Playstation
Aymen Abdennour;Tunisia;CB;70;30;Kayserispor;Playstation
Patrick Herrmann;Germany;RM|CF|RW;79;29;Borussia Mönchengladbach;Playstation
Marcel Büchel;Liechtenstein;CDM|CM;69;29;Castellammare di Stabia;Playstation
Julian Leist;Germany;CB;67;32;SG Sonnenhof Großaspach;Playstation
Dominik Stahl;Germany;CDM|CM;68;31;SpVgg Unterhaching;Playstation
Chuma Anene;Norway;ST;63;27;Crewe Alexandra;Playstation
Marco Höger;Germany;CDM|CM;73;30;1. FC Köln;Playstation
Josuha Guilavogui;France;CB|CDM|CM;80;29;VfL Wolfsburg;Playstation
Caio;United Arab Emirates;ST|LM;74;29;Al Ain FC;Playstation
Celso Ortíz;Paraguay;CDM|CM;76;31;Monterrey;Playstation
Leandro Bacuna;Curacao;RB|CDM|CM;68;28;Cardiff City;Playstation
Antonino Ragusa;Italy;RW|LW;72;30;La Spezia;Playstation
Rodrigo Rojas;Paraguay;RM|CM;72;32;Club Olimpia;Playstation
Rogelio Funes Mori;Argentina;ST;77;29;Monterrey;Playstation
Bartra;Spain;CB|CDM;83;29;Real Betis;Playstation
Samu Sáiz;Spain;LM|CM|CAM;72;29;Girona FC;Playstation
Sergio Araujo;Argentina;ST|LM|CAM;70;28;AEK Athens;Playstation
Mark van der Maarel;Netherlands;RB|LB|CB;67;30;FC Utrecht;Playstation
Guerrero;Spain;ST;73;30;CD Leganés;Playstation
Jake Taylor;Wales;CDM|CM;63;28;Exeter City;Playstation
Leandro Marín;Argentina;RB|CB|RM;67;28;Patronato;Playstation
Freddy Mveng;Switzerland;CDM|CM;60;28;Neuchâtel Xamax FCS;Playstation
Serginho;Brazil;ST|CF|LW;67;29;Matsumoto Yamaga F.C.;Playstation
Luc Castaignos;Netherlands;ST;67;27;Gyeongnam FC;Playstation
Stefan de Vrij;Netherlands;CB;85;28;Inter;Playstation
Bart Schenkeveld;Netherlands;CB;72;28;Panathinaikos FC;Playstation
André Calisir;Ermenia;CB;67;30;IFK Göteborg;Playstation
Greg Cunningham;Republic of Ireland;LB;72;29;Cardiff City;Playstation
Petar Sliškovic;Croatia;ST;61;29;MSV Duisburg;Playstation
Jordi Amat;Spain;CB|CDM;71;28;KAS Eupen;Playstation
Benjamin Stambouli;France;CB|CDM;78;29;FC Schalke 04;Playstation
Leandro Damião;Brazil;ST;72;31;Kawasaki Frontale;Playstation
Lorenzo Insigne;Italy;LM|CF|LW;86;29;Napoli;Playstation
Mehdi Bourabia;Morocco;CDM|CM|CAM;71;28;Sassuolo;Playstation
Raffaele Maiello;Italy;CDM|CM;69;29;Frosinone;Playstation
Germán;Spain;CB;77;33;Granada CF;Playstation
Jon Taylor;England;RM|LM;68;28;Doncaster Rovers;Playstation
Raúl Carnero;Spain;LB|CB|LM;72;31;R. Valladolid CF;Playstation
Craig Clay;England;CM;62;28;Leyton Orient;Playstation
Steve Arnold;England;GK;62;30;Northampton Town;Playstation
Seth Sinovic;United States;LB;64;33;New England Revolution;Playstation
Tim Ream;United States;CB;71;32;Fulham;Playstation
Jake Jervis;England;ST|RM|LM;64;28;Salford City;Playstation
Lee Nicholls;England;GK;65;27;Milton Keynes Dons;Playstation
Aguilera;Spain;CDM;68;34;AD Alcorcón;Playstation
Rodrigo;Spain;ST;83;29;Valencia CF;Playstation
Ivan Franjic;Australia;RWB|RW;67;32;Perth Glory;Playstation
Matej Vydra;Czech Republic;CAM;73;28;Burnley;Playstation
Bryan Oviedo;Costa Rica;LB;69;30;FC København;Playstation
Franco Jara;Argentina;ST;75;32;Pachuca;Playstation
Mathias Autret;France;LM|CAM;73;29;Stade Brestois 29;Playstation
Daniel Bentley;England;GK;70;27;Bristol City;Playstation
Stefan Bell;Germany;CB;74;28;1. FSV Mainz 05;Playstation
Jhonathan Ramis;Uruguay;ST|LM;58;30;Club Atlético Tigre;Playstation
Steve Clark;United States;GK;72;34;Portland Timbers;Playstation
Tomás Pina;Spain;CDM|CM;77;32;D. Alavés;Playstation
Scott Robinson;Scotland;ST|CM;63;28;Livingston FC;Playstation
Liam Palmer;Scotland;RB|LB;67;28;Sheffield Wednesday;Playstation
George Thorne;England;CDM;67;27;Oxford United;Playstation
Sebastián Dubarbier;Argentina;LB|LM;70;34;Club Atlético Banfield;Playstation
Alexander Kacaniklic;Sweden;RM|LM|RW;70;28;Hammarby IF;Playstation
Majeed Waris;Ghana;ST|RM;73;28;RC Strasbourg Alsace;Playstation
Gonzalo Castellani;Argentina;CDM|CM|CAM;71;32;Unión La Calera;Playstation
Stanislav Tecl;Czech Republic;ST;71;29;SK Slavia Praha;Playstation
Mads Hvilsom;Denmark;ST;63;27;Hobro IK;Playstation
Tom Bradshaw;Wales;ST;70;28;Millwall;Playstation
Dani Rodríguez;Spain;RM|LM|CM;73;32;RCD Mallorca;Playstation
Johan Larsson;Sweden;RB;69;30;IF Elfsborg;Playstation
Guitián;Spain;CB;73;30;R. Zaragoza;Playstation
Paulus Arajuuri;Finland;CB;69;32;Free Agents;Playstation
Shane McEleney;Republic of Ireland;CB;57;29;Finn Harps;Playstation
Luka Mijaljevic;Sweden;ST;57;29;AFC Eskilstuna;Playstation
James McClean;Republic of Ireland;LB|LM|LW;71;31;Stoke City;Playstation
Alexander Faltsetas;Sweden;CDM|CM;66;33;BK Häcken;Playstation
Josip Drmic;Switzerland;ST|RM;73;27;Norwich City;Playstation
Cláudio Ramos;Portugal;GK;77;28;CD Tondela;Playstation
Christoffer Aasbak;Norway;LB;64;27;Kristiansund BK;Playstation
Marcel Rømer;Denmark;CM|CAM;66;28;Lyngby BK;Playstation
Bjørn Paulsen;Denmark;RB|CB;68;29;FC Ingolstadt 04;Playstation
Aaron Greene;Republic of Ireland;ST|LM;63;30;Shamrock Rovers;Playstation
Cristian Gamboa;Costa Rica;RB;70;30;VfL Bochum 1848;Playstation
Anthony Ujah;Nigeria;ST;72;29;1. FC Union Berlin;Playstation
Carlos Ruiz;Spain;CB;68;37;CD Tenerife;Playstation
Óscar Murillo;Colombia;CB;75;32;Pachuca;Playstation
Greg Garza;United States;LB|LM;68;28;FC Cincinnati;Playstation
Gerard Bi Goua Gohou;Ivory Coast;ST;63;31;Kasimpasa SK;Playstation
Martin Linnes;Norway;RB|LB;74;28;Galatasaray SK;Playstation
Luis Mendoza;Mexico;ST|RM;71;30;Monarcas Morelia;Playstation
Joakim Våge Nilsen;Norway;LB|CM;64;29;FK Haugesund;Playstation
Raúl Navas;Spain;CB;75;32;CA Osasuna;Playstation
Dominick Drexler;Germany;LM|CM|CAM;74;30;1. FC Köln;Playstation
Hallur Hansson;Faroe Islands;ST|CM;66;28;AC Horsens;Playstation
Joe Shaughnessy;Republic of Ireland;CB;64;28;Southend United;Playstation
Scott Bain;Scotland;GK;72;28;Celtic;Playstation
Álvaro Arroyo;Spain;CB;71;32;Albacete BP;Playstation
Rodri;Spain;ST;69;30;R. Oviedo;Playstation
Jorge Zárate;Mexico;LB|LM;69;28;Puebla;Playstation
Zakaria Labyad;Morocco;CAM|RW;75;27;Ajax;Playstation
Kenneth Zohore;Denmark;ST;71;26;West Bromwich Albion;Playstation
Dan Peter Ulvestad;Norway;CB;68;31;Kristiansund BK;Playstation
Vamouti Diomande;Ivory Coast;LW;62;29;Mjøndalen IF;Playstation
Martín Silva;Uruguay;GK;73;37;Club Libertad;Playstation
Alexandr Kolomeytsev;Russia;CDM|CAM;69;31;Lokomotiv Moscow;Playstation
Christopher Missilou;Congo;CDM|CM;64;28;Oldham Athletic;Playstation
Jonas Svensson;Norway;RB;77;27;AZ;Playstation
Fredrik Midtsjø;Norway;CDM|CM;77;26;AZ;Playstation
Manolo Gabbiadini;Italy;ST;76;28;Sampdoria;Playstation
Saliou Ciss;Senegal;LB|LM;67;31;AS Nancy Lorraine;Playstation
Roger Torres;Colombia;CAM;65;29;Atlético Bucaramanga;Playstation
Dean Parrett;England;CDM|RM|CM;62;28;Stevenage;Playstation
Stefano Pettinari;Italy;ST;68;28;Trapani;Playstation
Kristoffer Barmen;Norway;CM;67;26;SK Brann;Playstation
Josh McEachran;England;CDM|CM;68;27;Birmingham City;Playstation
Luis Alberto;Spain;CM|CAM|CF;85;27;Lazio;Playstation
James Rodríguez;Colombia;RM|CM|CAM;84;29;Real Madrid;Playstation
Sergio León;Spain;ST;75;31;Levante UD;Playstation
Wilfried Zaha;Ivory Coast;LM|CF;83;27;Crystal Palace;Playstation
Nathan Redmond;England;LM|CF;77;26;Southampton;Playstation
Elbasan Rashani;Kosovo;RW|LW;68;27;Odds BK;Playstation
Alberto Acosta;Mexico;RB|LB|CM;66;32;Fútbol Club Juárez;Playstation
Joe Corona;United States;CDM|CM;70;30;LA Galaxy;Playstation
José Antonio Madueña;Mexico;RB;70;30;Guadalajara;Playstation
Saphir Taïder;Algeria;CDM|CM|LW;75;28;Impact Montréal;Playstation
Jonathan Williams;Wales;LM|CAM;70;26;Charlton Athletic;Playstation
Javier Toledo;Argentina;ST;73;34;Atlético Tucumán;Playstation
Alex Oxlade-Chamberlain;England;RM|CM;80;26;Liverpool;Playstation
Nadir Çiftçi;Turkey;ST|RW;65;28;Gençlerbirligi SK;Playstation
Bailey Wright;Australia;RB|CB;70;28;Sunderland;Playstation
Fredrik Oldrup Jensen;Norway;CDM|CM;65;27;Vålerenga Fotball;Playstation
Romain Amalfitano;France;CDM|CM;74;30;Dijon FCO;Playstation
Mark Cullen;England;ST;62;28;Port Vale;Playstation
Vincent Pajot;France;CDM|CM;73;29;Football Club de Metz;Playstation
Abraham;Spain;LB|LM;66;34;Real Racing Club;Playstation
Aday Benítez;Spain;LB|RM|LM;72;32;Girona FC;Playstation
Thanos Petsos;Greece;CDM;65;29;WSG Swarovski Tirol;Playstation
Christopher Avevor;Germany;CB;70;28;FC St. Pauli;Playstation
Simone Romagnoli;Italy;CB;72;30;Empoli;Playstation
Nampalys Mendy;France;CDM|CM;75;28;Leicester City;Playstation
Nicolas Isimat-Mirin;France;CB;72;28;Toulouse Football Club;Playstation
Adriano;Brazil;ST;69;32;FC Seoul;Playstation
Conor Clifford;Republic of Ireland;CDM|CM;60;28;Derry City;Playstation
João Pereira;Portugal;LB|CB;60;30;SønderjyskE;Playstation
Uroš Cosic;Serbia;CB;69;27;U Craiova 1948 Club Sportiv;Playstation
Ramzi Aya;Italy;CB;68;29;Salerno;Playstation
Grant Hanley;Scotland;CB;71;28;Norwich City;Playstation
Isaac Cofie;Ghana;CDM|CM;69;28;Sivasspor;Playstation
Jan Hochscheidt;Germany;LM|CM|CAM;72;32;FC Erzgebirge Aue;Playstation
Rodolfo Gamarra;Paraguay;CF;70;31;CD Cobresal;Playstation
Danilo D'Ambrosio;Italy;RB|LB|CB;77;31;Inter;Playstation
Kévin Malcuit;France;RB|RM;77;28;Napoli;Playstation
Pablo Sarabia;Spain;CAM|RW;83;28;Paris Saint-Germain;Playstation
Cédric Bakambu;DR Congo;ST;82;29;Beijing Sinobo Guoan FC;Playstation
Sergiu Suciu;Romania;CDM|CM;66;30;Venezia;Playstation
Simone Benedetti;Italy;RB|CB;68;28;Pisa;Playstation
Raïs M'Bolhi;Algeria;GK;71;34;Ettifaq FC;Playstation
Jonathan Mensah;Ghana;CB;72;30;Columbus Crew SC;Playstation
Trent Sainsbury;Australia;CB;74;28;Free Agents;Playstation
Mustafa Amini;Australia;CM;67;27;Aarhus AGF;Playstation
Mathew Ryan;Australia;GK;80;28;Brighton & Hove Albion;Playstation
Mark McGinley;Republic of Ireland;GK;57;30;Finn Harps;Playstation
Andy Boyle;Republic of Ireland;CB;66;29;Dundalk;Playstation
Keith Ward;Republic of Ireland;RM|LM|CAM;62;29;Bohemian FC;Playstation
Jack Robinson;England;CB|LWB|LW;70;26;Sheffield United;Playstation
Charles Aránguiz;Chile;CDM|CM;83;31;Bayer 04 Leverkusen;Playstation
Kevin Dawson;Republic of Ireland;RM|CM;63;30;Forest Green Rovers;Playstation
Dinny Corcoran;Republic of Ireland;ST;62;31;Bohemian FC;Playstation
Richárd Magyar;Sweden;CB;69;29;Hammarby IF;Playstation
Yohan Tavares;Portugal;CB;70;32;CD Tondela;Playstation
Riccardo Bocalon;Italy;ST;68;31;Pordenone;Playstation
Georgios Tzavellas;Greece;LB|CB;74;32;Alanyaspor;Playstation
Vincent Aboubakar;Cameroon;ST;75;28;FC Porto;Playstation
Lacina Traoré;Ivory Coast;ST;69;29;CFR Cluj;Playstation
Wang Gang;China PR;RB|RM;66;31;Beijing Sinobo Guoan FC;Playstation
Raúl Lizoain;Spain;GK;68;29;CD Mirandés;Playstation
Alexander Domínguez;Ecuador;GK;72;33;Vélez Sarsfield;Playstation
Geovanny Nazareno;Ecuador;LB|LWB|LM|LW;65;32;Delfín Sporting Club;Playstation
Luis Muriel;Colombia;ST;80;29;Atalanta;Playstation
Haris Radetinac;Serbia;RW|LW;63;34;Djurgårdens IF;Playstation
Anton Tinnerholm;Sweden;RWB|RB|RW;71;29;New York City FC;Playstation
Kamer Qaka;lbania;CDM|CM;67;25;U Craiova 1948 Club Sportiv;Playstation
Andy Halliday;Scotland;LB|CDM;67;28;Rangers FC;Playstation
Juan Iturbe;Paraguay;RM|RW;72;27;Pachuca;Playstation
Luna;Spain;LB|LM;72;29;Rayo Vallecano;Playstation
Sergio Álvarez;Spain;CB|CDM|CM;75;28;SD Eibar;Playstation
Luke Brattan;Australia;CDM|CM;68;30;Sydney FC;Playstation
Yang Jun A;Korea Republic;CB;65;31;Incheon United FC;Playstation
Kamohelo Mokotjo;South Africa;CDM|CM;70;29;Brentford;Playstation
Bryan Dabo;Burkina Faso;CDM|CM;74;28;SPAL;Playstation
Marco Crimi;Italy;CDM|CM;65;30;Chiavari;Playstation
Antonio Caracciolo;Italy;CB;69;30;Pisa;Playstation
Kim Bo Kyung;Korea Republic;CM|CAM;74;30;Jeonbuk Hyundai Motors;Playstation
Facundo Bertoglio;Argentina;LM|CM|CAM;68;30;Club Atlético Aldosivi;Playstation
Ross Barkley;England;CM|CAM;79;26;Chelsea;Playstation
Dennis Appiah;France;RB;71;28;FC Nantes;Playstation
Jonathan Delaplace;France;RB|CM;68;34;FC Lorient;Playstation
Patrick Salomon;Austria;RWB|CDM|CM|RW;66;32;SV Mattersburg;Playstation
Domagoj Vida;Croatia;RB|CB;79;31;Besiktas JK;Playstation
Brendan Hamill;Australia;CB;62;27;Western United FC;Playstation
Kim Tae Hwan;Korea Republic;RB|RW;69;31;Ulsan Hyundai Horang-i;Playstation
Stefan Stangl;Austria;LB;65;28;spusu SKN St. Pölten;Playstation
Hong Chul;Korea Republic;LB|LM;72;29;Suwon Samsung Bluewings;Playstation
Yun Young Sun;Korea Republic;CB;71;31;Ulsan Hyundai Horang-i;Playstation
Lukáš Hejda;Czech Republic;CB;72;30;Viktoria Plzen;Playstation
Guillermo Allison;Mexico;GK;65;29;Cruz Azul;Playstation
Álex Fernández;Spain;CDM|CAM;73;27;Cádiz CF;Playstation
João Pedro;Brazil;CAM|CF;78;28;Cagliari;Playstation
Kim Da Sol;Korea Republic;GK;62;31;Suwon Samsung Bluewings;Playstation
Kim Young Uk;Korea Republic;CM|RW;68;29;Jeju United FC;Playstation
Ji Dong Won;Korea Republic;LM|CAM|CF;72;29;1. FSV Mainz 05;Playstation
Ilja Nestorovski;North Macedonia;ST;74;30;Udinese;Playstation
Michiel Jonckheere;Belgium;LM|CM|CAM;68;30;KV Oostende;Playstation
Amir Abrashi;lbania;CDM|CM;71;30;Sport-Club Freiburg;Playstation
Ermir Lenjani;lbania;LB|LM;71;30;FC Sion;Playstation
Brice Dja Djédjé;Ivory Coast;RB|CDM;68;29;Kayserispor;Playstation
Anthony Losilla;France;CB|CDM|CM;71;34;VfL Bochum 1848;Playstation
Vincent Créhin;France;ST;67;31;Le Mans FC;Playstation
Hwang Il Soo;Korea Republic;RW|LW;71;32;Gyeongnam FC;Playstation
Danilo;Brazil;RB|LB;79;29;Juventus;Playstation
Mathias Wittek;Germany;CB|CDM;68;31;SV Darmstadt 98;Playstation
Alois Höller;Austria;RB|RM;65;31;SV Mattersburg;Playstation
Abdoulaye Bamba;Ivory Coast;RWB|RB|LB|RW;73;30;Angers SCO;Playstation
Tomáš Holy;Czech Republic;GK;66;28;Ipswich Town;Playstation
Manuel Riemann;Germany;GK;71;31;VfL Bochum 1848;Playstation
Timo Beermann;Germany;CB;70;29;1. FC Heidenheim 1846;Playstation
Mike Wunderlich;Germany;LM|CM|CAM;67;34;Fußballclub Viktoria Köln 1904 e.V.;Playstation
Marc Rzatkowski;Germany;CDM|CM;73;30;New York Red Bulls;Playstation
Lucas Pérez;Spain;ST;78;31;D. Alavés;Playstation
Dionicio Escalante;Mexico;LB|CB;65;30;Club Atlético de San Luis;Playstation
Timm Klose;Switzerland;CB;73;32;Norwich City;Playstation
Fabian Koch;Austria;RB|CB|RM;67;31;WSG Swarovski Tirol;Playstation
Bryan Linssen;Netherlands;ST|LM;75;29;Vitesse;Playstation
Pablo Chavarría;Argentina;ST|RM;72;32;RCD Mallorca;Playstation
James Musa;New Zealand;CDM|CM;64;28;Minnesota United FC;Playstation
Matías Aguirregaray;Uruguay;RB|LB;71;31;Al Fateh;Playstation
Nicolas Pallois;France;CB;79;32;FC Nantes;Playstation
Danny Post;Netherlands;CDM|CM;67;31;VVV-Venlo;Playstation
Sebá;Brazil;ST|LM;72;28;Al Shabab;Playstation
Tobias Kempe;Germany;CM|CAM;71;31;SV Darmstadt 98;Playstation
Ibai Gómez;Spain;RW|LW;79;30;Athletic Club;Playstation
Harun Tekin;Turkey;GK;74;31;Fenerbahçe SK;Playstation
Yoann Court;France;RM|LM;75;30;Stade Brestois 29;Playstation
Jordy Clasie;Netherlands;CDM|CM;75;29;AZ;Playstation
Dušan Tadic;Serbia;CAM|CF|LW;83;31;Ajax;Playstation
Michael Gregoritsch;Austria;ST|CAM;76;26;FC Schalke 04;Playstation
Manfred Gollner;Austria;CB;65;29;Wolfsberger AC;Playstation
Wissam Ben Yedder;France;ST;84;29;AS Monaco Football Club SA;Playstation
Eder Borelli;Mexico;LB;65;29;Fútbol Club Juárez;Playstation
Enes Saglik;Belgium;CDM|CM|CAM;64;29;Royal Excel Mouscron;Playstation
Marco Meilinger;Austria;RM|LM;66;28;SCR Altach;Playstation
Willi Evseev;Germany;CDM|CAM;64;28;SV Meppen;Playstation
Romain Padovani;France;RB|CB|CM;63;30;FC Chambly Oise;Playstation
Anthony Lopes;Portugal;GK;84;29;Olympique Lyonnais;Playstation
Akeem Latifu;Nigeria;RB;65;30;Mjøndalen IF;Playstation
Joselu;Spain;ST|CAM;70;29;CD Tenerife;Playstation
Fran García;Spain;LB;68;27;Albacete BP;Playstation
Diego Mariño;Spain;GK;74;30;R. Sporting;Playstation
Gavin Massey;England;RM|LM;67;27;Wigan Athletic;Playstation
Granit Xhaka;Switzerland;CDM|CM;80;27;Arsenal;Playstation
Taulant Xhaka;lbania;CB|CDM|CM;73;29;FC Basel 1893;Playstation
Nick Proschwitz;Germany;ST;66;33;Eintracht Braunschweig;Playstation
Ricky Holmes;England;RM|LM|CAM;64;33;Sheffield United;Playstation
Claiton;Brazil;CB;68;35;Cremona;Playstation
Michael Novak;Austria;RB;67;29;Wolfsberger AC;Playstation
Joffrey Cuffaut;France;RWB|RB|CB|RW;68;32;Valenciennes FC;Playstation
Bruno Martins Indi;Netherlands;LB|CB;70;28;Stoke City;Playstation
Marco Verratti;Italy;CDM|CM;87;27;Paris Saint-Germain;Playstation
Roberto Inglese;Italy;ST;75;28;Parma;Playstation
Nolito;Spain;LM|LW;78;33;Sevilla FC;Playstation
Ilie Sánchez;Spain;CDM|CM;74;29;Sporting Kansas City;Playstation
Bekim Balaj;lbania;ST;71;29;SK Sturm Graz;Playstation
Sergi Roberto;Spain;RB|CM;82;28;FC Barcelona;Playstation
Miquel Nelom;Netherlands;LB;65;29;Willem II;Playstation
Konstantinos Lamprou;Greece;GK;70;28;Vitesse;Playstation
Erick Torres;Mexico;ST;69;27;Club Tijuana;Playstation
Jesús Sánchez;Mexico;RB;71;30;Guadalajara;Playstation
Ciprian Deac;Romania;CM|CAM|RW;71;34;CFR Cluj;Playstation
Alexandre Letellier;France;GK;68;29;US Orléans Loiret Football;Playstation
Jordi Masip;Spain;GK;81;31;R. Valladolid CF;Playstation
Oriol Romeu;Spain;CDM|CM;75;28;Southampton;Playstation
Sergi Gómez;Spain;CB;79;28;Sevilla FC;Playstation
Connor Goldson;England;CB;73;27;Rangers FC;Playstation
Maikel Kieftenbeld;Netherlands;CDM|CM;69;30;Birmingham City;Playstation
Musa Çagiran;Turkey;CDM|CM;70;27;Alanyaspor;Playstation
John Guidetti;Sweden;ST;75;28;Hannover 96;Playstation
Stefan Payne;England;ST;63;28;Tranmere Rovers;Playstation
André André;Portugal;CDM|CM;76;30;Vitória Guimarães;Playstation
Harry Pell;England;CDM|CM;65;28;Colchester United;Playstation
Matthew Lowton;England;RB;75;31;Burnley;Playstation
Medhy Guezoui;France;ST;64;31;FC Chambly Oise;Playstation
Matz Sels;Belgium;GK;79;28;RC Strasbourg Alsace;Playstation
Dennis Praet;Belgium;CM|CAM;77;26;Leicester City;Playstation
Renato Neto;Brazil;CM;67;28;KV Oostende;Playstation
Jens Cools;Belgium;CDM|CM;68;29;KAS Eupen;Playstation
Ramiro Funes Mori;Argentina;CB;76;29;Villarreal CF;Playstation
Santiago Gallucci;Argentina;CDM|CM;67;29;Club Atlético Central Córdoba;Playstation
Leandro González Pirez;Argentina;CB;75;28;Club Tijuana;Playstation
Jorge Teixeira;Portugal;CB;71;33;Sint-Truidense VV;Playstation
Kamil Çörekçi;Turkey;RB|LB|RM;68;28;Trabzonspor;Playstation
Piotr Malarczyk;Poland;CB;64;28;Piast Gliwice;Playstation
Ricardo Pedriel;Bolivia;ST|RW;65;33;Club Deportivo Jorge Wilstermann;Playstation
George Saunders;England;CDM;66;31;Envigado FC;Playstation
Ángel Sepúlveda;Mexico;ST|RM|LM;70;29;Club Tijuana;Playstation
Hiram Mier;Mexico;RB|CB;70;30;Guadalajara;Playstation
Aridai;Spain;RM|LM;70;31;UD Las Palmas;Playstation
Vitolo;Spain;ST|RM|LM;80;30;Atlético Madrid;Playstation
Mathieu Gorgelin;France;GK;70;29;Havre Athletic Club;Playstation
Marco Torsiglieri;Argentina;CB;71;32;Club Deportivo Jorge Wilstermann;Playstation
Daniel Royer;Austria;RM|LM|LW;75;30;New York Red Bulls;Playstation
Dinu Moldovan;Romania;GK;63;30;AFC Chindia Târgovi?te;Playstation
Wilson Eduardo;Angola;ST|RW|LW;76;30;SC Braga;Playstation
Collin Quaner;Germany;ST|RM;67;29;Huddersfield Town;Playstation
Erik Sviatchenko;Denmark;CB;75;28;FC Midtjylland;Playstation
Jesper Bøge;Denmark;RB|CB;66;30;Hobro IK;Playstation
Jesper Lauridsen;Denmark;LB;66;29;Randers FC;Playstation
Jonas Knudsen;Denmark;LB;67;27;Malmö FF;Playstation
Rilwan Hassan;Nigeria;RM|RW;69;29;SønderjyskE;Playstation
Clévid Dikamona;Congo;RB|CB;65;30;Heart of Midlothian;Playstation
Marcin Kaminski;Poland;CB;72;28;VfB Stuttgart;Playstation
Kamil Drygas;Poland;CDM|CM;70;28;Pogon Szczecin;Playstation
Bartosz Bereszynski;Poland;RB;71;28;Sampdoria;Playstation
Marco van Ginkel;Netherlands;CM;76;27;Chelsea;Playstation
Marvin Potzmann;Austria;RB|LB|LM;69;26;LASK Linz;Playstation
Matthias Maak;Austria;CB;63;28;SCR Altach;Playstation
Sefa Yilmaz;Turkey;RM;66;30;Gençlerbirligi SK;Playstation
Luca Caldirola;Italy;CB;72;29;Benevento;Playstation
André Hoffmann;Germany;CB|CDM;72;27;Fortuna Düsseldorf;Playstation
Romain Métanire;Madagascar;RB;72;30;Minnesota United FC;Playstation
Tanju Öztürk;Germany;CDM;63;31;FC Hansa Rostock;Playstation
Mustafa Yumlu;Turkey;CB;69;32;Denizlispor;Playstation
Anders Christiansen;Denmark;CDM|CM;75;30;Malmö FF;Playstation
Zakarya Bergdich;Morocco;LB;72;31;Denizlispor;Playstation
Felix Burmeister;Germany;CB|CDM;63;30;Eintracht Braunschweig;Playstation
Ryan Allsop;England;GK;65;28;Wycombe Wanderers;Playstation
Gernot Trauner;Austria;CB;74;28;LASK Linz;Playstation
Sam Mantom;England;CDM|CM;64;28;Southend United;Playstation
Campaña;Spain;CDM|CM;80;27;Levante UD;Playstation
Pablo Hernández;Chile;CDM|CM|CAM;76;33;Independiente;Playstation
Timor;Spain;CDM|CM;72;30;Getafe CF;Playstation
Samuel Galindo;Bolivia;CM|CAM;66;28;Club Always Ready;Playstation
Lars Unnerstall;Germany;GK;77;30;PSV;Playstation
Marco Matias;Portugal;RW|LW;68;31;Belenenses;Playstation
Francesco Acerbi;Italy;CB;84;32;Lazio;Playstation
Nicolai Jørgensen;Denmark;ST;75;29;Feyenoord;Playstation
Waldemar Sobota;Poland;RM|LM;70;33;FC St. Pauli;Playstation
John Ogu;Nigeria;CB|CDM;68;32;Al Adalah Club;Playstation
Marco Königs;Germany;ST;62;30;SC Preußen Münster;Playstation
Numa Lavanchy;Switzerland;RWB|LWB|RM|RW|LW;67;26;FC Lugano;Playstation
Christopher Routis;France;CB|CM;63;30;Servette FC;Playstation
Joaquim Adão;Angola;CDM|CM;62;28;FC Sion;Playstation
Magnus Stamnestrø;Norway;CM|CAM;61;28;Ranheim Fotball;Playstation
Léo Lacroix;Switzerland;CB;70;28;AS Saint-Étienne;Playstation
Nicolas Höfler;Germany;CDM|CM;72;30;Sport-Club Freiburg;Playstation
Jesse Joronen;Finland;GK;75;27;Brescia;Playstation
Felicio Brown Forbes;Costa Rica;ST;66;28;RKS Raków Czestochowa SA;Playstation
Pavao Pervan;Austria;GK;73;32;VfL Wolfsburg;Playstation
