name;nationality;position;overall;age;real_team;device
David Djigla;Benin;RM|LM;63;24;Chamois Niortais Football Club;Playstation
Saturnin Allagbé;Benin;GK;71;26;Chamois Niortais Football Club;Playstation
Jodel Dossou;Benin;RM|LM;66;28;TSV Hartberg;Playstation
Mahmoud Dahoud;Germany;CDM|CM;77;24;Borussia Dortmund;Playstation
Josip Elez;Croatia;CB;72;26;Hannover 96;Playstation
Ryan Hedges;Wales;RM|LM;67;25;Aberdeen;Playstation
Jonathan Zacaría;Argentina;LB|LM|LW;67;30;Universidad de Chile;Playstation
Aaron Appindangoye;Gabon;CB;69;28;Sivasspor;Playstation
Didier Ndong;Gabon;CDM|CM;72;26;Dijon FCO;Playstation
Sam Matthews;England;RM;60;23;Bristol Rovers;Playstation
Nelson Espinoza;Chile;GK;62;24;Universidad de Chile;Playstation
Aleksandar Bjelica;Serbia;LB;66;26;ADO Den Haag;Playstation
Amr El Solia;Egypt;CDM|CM;69;31;Free Agents;Playstation
Eliser Quiñones;Colombia;RM|LM;67;31;Millonarios FC;Playstation
Kim Min Woo;Korea Republic;LB|LM|CAM;71;30;Suwon Samsung Bluewings;Playstation
Sargis Adamyan;Ermenia;ST|LM|CAM;75;27;TSG 1899 Hoffenheim;Playstation
Ambroise Oyongo;Cameroon;LB|LWB|LW;73;29;Montpellier Hérault SC;Playstation
Will Aimson;Wales;CB;61;26;Plymouth Argyle;Playstation
Shane Griffin;Republic of Ireland;LB;61;25;St. Patrick's Athletic;Playstation
Sean Long;Republic of Ireland;RWB|RB|RW;62;25;Cheltenham Town;Playstation
Stuart Moore;England;GK;58;25;Milton Keynes Dons;Playstation
Facundo Sánchez;Argentina;RWB|RB|RM|RW;74;30;Estudiantes de La Plata;Playstation
Cafú;Portugal;CDM|CM;70;27;Olympiacos CFP;Playstation
Sascha Mockenhaupt;Germany;CB;69;28;SV Wehen Wiesbaden;Playstation
Dominic Iorfa;England;RB|CB;71;25;Sheffield Wednesday;Playstation
Matt Targett;England;LB|LWB|LW;75;24;Aston Villa;Playstation
Josh Sims;England;RM|RW;70;23;New York Red Bulls;Playstation
Bernardo Silva;Portugal;CM|CAM|RW;87;25;Manchester City;Playstation
Gabadhino Mhango;Malawi;ST;67;27;Orlando Pirates;Playstation
Alex Rambal;Colombia;CB|CM;64;27;La Equidad;Playstation
Gabriel;Brazil;RB;65;32;Clubul Sportiv Gaz Metan Media?;Playstation
Ely;Cape Verde;LM|RW;65;29;Clubul Sportiv Gaz Metan Media?;Playstation
Alexis Zapata;Colombia;RM|LM;71;25;CS Emelec;Playstation
Jack Byrne;Republic of Ireland;RM|CM;70;24;Shamrock Rovers;Playstation
Olivier Ntcham;France;CDM|CM|CAM;74;24;Celtic;Playstation
Pozo;Spain;CM|CAM;73;24;Rayo Vallecano;Playstation
César Pinares;Chile;LM|CM|CAM;71;29;Universidad Católica;Playstation
Javier Sanguinetti;Argentina;RM|LM|CAM;64;29;Club Always Ready;Playstation
Maurice Deville;Luxembourg;ST|RM;66;27;Sportverein Waldhof Mannheim 07 e.V.;Playstation
Alejandro Silva;Uruguay;RM|RW;75;30;Club Olimpia;Playstation
Sulayman Marreh;Gambia;CDM|CM;67;24;KAA Gent;Playstation
Olivier Custodio;Switzerland;CDM|CM;66;25;FC Lugano;Playstation
George Davies;Sierra Leone;RWB|LB|LWB|RW|LW;62;23;spusu SKN St. Pölten;Playstation
Rafa Soares;Portugal;LB;73;25;SD Eibar;Playstation
Sebastián Silva;Chile;CB;71;29;CD Cobresal;Playstation
Sylvain Gbohouo;Ivory Coast;GK;69;31;Free Agents;Playstation
Darwin Cuero;Ecuador;GK;66;25;C.D. Universidad Católica del Ecuador;Playstation
Marcos Caicedo;Ecuador;LM;65;28;LDU Quito;Playstation
Helibelton Palacios;Colombia;RB|CB;71;27;Atlético Nacional;Playstation
Mauricio Gómez;Colombia;LM;69;26;Independiente Santa Fe;Playstation
Sebastián Vegas;Chile;LB|CB;74;23;Monarcas Morelia;Playstation
Raúl Osorio;Chile;LB|CB;68;25;Coquimbo Unido;Playstation
Juan Fuentes;Chile;CB|CDM|CM;70;25;Estudiantes de La Plata;Playstation
Christian Bravo;Chile;RM|RW|LW;67;26;Club Atlético Peñarol;Playstation
Pablo Galdames;Chile;CDM|RM|CM;71;23;Vélez Sarsfield;Playstation
Alexi Gómez;Peru;LWB|LM|LW;64;27;Club Alianza Lima;Playstation
Guillermo Maripán;Chile;CB;77;26;AS Monaco Football Club SA;Playstation
Sergio Vittor;Argentina;CB|CDM;73;31;Damac FC;Playstation
Ramiro Carrera;Argentina;RM|LM;69;26;Atlético Tucumán;Playstation
Jorge Grant;England;LM|CAM;66;25;Lincoln City;Playstation
Dani Calvo;Spain;CB;72;26;Elche CF;Playstation
Pedro Tiba;Portugal;CDM|CM;72;31;Lech Poznan;Playstation
Josh Windass;England;ST|CAM|LW;69;26;Sheffield Wednesday;Playstation
David von Ballmoos;Switzerland;GK;75;25;BSC Young Boys;Playstation
Pedro Henrique;Brazil;CB;78;27;Vitória Guimarães;Playstation
Reece Brown;England;CM|CAM;68;24;Peterborough United;Playstation
Felix Dornebusch;Germany;GK;65;26;1. FC Nürnberg;Playstation
Luis Pavez Contreras;Chile;CDM|CM;65;32;Unión Española;Playstation
Michal Helik;Poland;CB;70;24;Cracovia;Playstation
Gonzalo Escalante;Argentina;CDM|CM;77;27;SD Eibar;Playstation
Alex Rufer;New Zealand;CDM|CM;62;24;Wellington Phoenix;Playstation
Vyacheslav Karavaev;Russia;RB;73;25;Free Agents;Playstation
José Izquierdo;Colombia;LM|LW;74;28;Brighton & Hove Albion;Playstation
Edwin Velasco;Colombia;LB;69;28;América de Cali;Playstation
Israel Alba;Colombia;RB;66;25;Jaguares Fútbol Club;Playstation
Jhoaho Hinestroza;Colombia;ST|RM;65;24;Envigado FC;Playstation
Michael Heinloth;Germany;RB;64;28;FC Ingolstadt 04;Playstation
Mirnes Pepic;Montenegro;CDM|CM;66;24;FC Hansa Rostock;Playstation
Nehuén Paz;Argentina;LB|CB;69;28;Lecce;Playstation
Julián Fernández;Argentina;CDM|CM;70;25;Newell's Old Boys;Playstation
Jonathan Calleri;Argentina;ST;77;26;RCD Espanyol;Playstation
David Wheeler;England;ST|RW;65;29;Wycombe Wanderers;Playstation
Erik Palmer-Brown;United States;CB;68;23;FK Austria Wien;Playstation
Birger Meling;Norway;LB;71;25;Rosenborg BK;Playstation
Bradley Halliday;England;RB;63;25;Doncaster Rovers;Playstation
Stipe Perica;Croatia;ST;72;25;Royal Excel Mouscron;Playstation
Christophe Diedhiou;Senegal;CB;66;32;FC Sochaux-Montbéliard;Playstation
Ryan Fulton;Scotland;GK;61;24;Hamilton Academical FC;Playstation
Filippo De Col;Italy;RB;66;26;Chiavari;Playstation
Manuel De Iriondo;Argentina;CDM|CM;68;27;Fotbal Club Politehnica Ia?i;Playstation
Simy;Nigeria;ST;72;28;Crotone;Playstation
Ingo van Weert;Netherlands;CB;63;26;RKC Waalwijk;Playstation
Ebenezer Ofori;Ghana;CDM|CM;72;25;AIK;Playstation
Pablo Becker;Argentina;RM|CM|CAM;65;27;Club Atlético Aldosivi;Playstation
Jeremías Ledesma;Argentina;GK;73;27;Rosario Central;Playstation
Ezequiel Cerutti;Argentina;ST|RM|LM;72;28;San Lorenzo de Almagro;Playstation
Christian Mafla;Colombia;LB|CB;67;27;Atlético Nacional;Playstation
Ignacio Pussetto;Argentina;ST|RM;75;24;Watford;Playstation
Jesús Murillo;Colombia;RB|CB;70;26;Independiente Medellín;Playstation
Ollie Palmer;England;ST;64;28;Crawley Town;Playstation
Conor Shaughnessy;Republic of Ireland;CB|CM;63;24;Burton Albion;Playstation
Gilbert Koomson;Ghana;RW;68;25;SK Brann;Playstation
Jaílson;Brazil;RB;68;29;Desportivo das Aves;Playstation
Cedric Omoigui;Nigeria;ST|RW;65;25;Royal Excel Mouscron;Playstation
Camarasa;Spain;RM|CM|CAM;76;26;D. Alavés;Playstation
Rodrigo Battaglia;Argentina;CDM|CM;77;29;Sporting CP;Playstation
Samuel Gigot;France;CB;78;26;Spartak Moscow;Playstation
Steven Fortes;Cape Verde;CB;69;28;Racing Club de Lens;Playstation
Luca Lezzerini;Italy;GK;67;25;Venezia;Playstation
Martin Valjent;Slovakia;CB;74;24;RCD Mallorca;Playstation
Stefan Simic;Czech Republic;CB;71;25;Free Agents;Playstation
Andrea Barberis;Italy;CDM|CM;69;26;Crotone;Playstation
Déinner Quiñónes;Colombia;LM;68;24;Atlético Nacional;Playstation
Cristián Cuevas;Chile;LB|LWB|LW;67;25;Huachipato FC;Playstation
Joaquín Arzura;Argentina;CDM|CM;71;27;Club Atlético Huracán;Playstation
José Luis Gómez;Argentina;RWB|RB|RW;70;26;Club Atlético Lanús;Playstation
Joaquin Verdugo;Chile;CM;64;23;Huachipato FC;Playstation
Diego Oyarzún;Chile;LB|CB;68;27;Huachipato FC;Playstation
Ander Cantero;Spain;GK;68;25;CD Lugo;Playstation
Mario Pavelic;Austria;RB|RM;66;26;FC Admira Wacker Mödling;Playstation
Cristian López;Spain;ST;70;31;UD Las Palmas;Playstation
Agustín Vuletich;Argentina;ST;67;28;Cúcuta Deportivo;Playstation
Rober Ibáñez;Spain;RM|LM;72;27;CA Osasuna;Playstation
Hicham Khaloua;Morocco;ST|RM|CAM;64;25;Cádiz CF;Playstation
Francesco Zampano;Italy;RB|RM;69;26;Frosinone;Playstation
Pawel Jaroszynski;Poland;CB|LM;66;25;Salerno;Playstation
Sven Kreyer;Germany;ST;63;29;Fußballclub Viktoria Köln 1904 e.V.;Playstation
Gonzalo Piovi;Argentina;LB|CB;68;25;Defensa y Justicia;Playstation
Alhaji Gero;Nigeria;ST;64;26;Helsingborgs IF;Playstation
Cédric Hountondji;Benin;CB;68;26;Clermont Foot 63;Playstation
Jordan Amavi;France;LB;76;26;Olympique de Marseille;Playstation
Corentin Tolisso;France;CDM|CM;82;25;FC Bayern München;Playstation
Sam Nicholson;Scotland;RM;67;25;Colorado Rapids;Playstation
Carlos Júnior;Brazil;ST|LW;71;24;Santa Clara;Playstation
Marcos Mauro;Argentina;CB;70;29;Cádiz CF;Playstation
Diego Carlos;Brazil;CB;80;27;Sevilla FC;Playstation
Carl Johansson;Sweden;CB;63;26;Falkenbergs FF;Playstation
Patryk Lipski;Poland;CM|CAM;65;26;Lechia Gdansk;Playstation
Kamil Dankowski;Poland;RB;62;24;Slask Wroclaw;Playstation
Damian Weglarz;Poland;GK;63;24;Jagiellonia Bialystok;Playstation
Saúl;Spain;LB;70;25;Rayo Vallecano;Playstation
Sebastián Cristóforo;Uruguay;CDM|LM|CM;74;26;SD Eibar;Playstation
Agostino Camigliano;Italy;CB;64;26;Cittadella;Playstation
Edgar Méndez;Spain;RM|LM|LW;74;30;D. Alavés;Playstation
Mattia Montini;Italy;ST;67;28;Fotbal Club Dinamo Bucure?ti;Playstation
Georges-Kévin Nkoudou;France;LM;75;25;Besiktas JK;Playstation
Ludovic Ajorque;France;ST;77;26;RC Strasbourg Alsace;Playstation
Ethan Horvath;United States;GK;71;25;Club Brugge KV;Playstation
Kahraba;Egypt;ST|RM|LM;73;26;Free Agents;Playstation
Diego Torres;Chile;LB|LWB|LW;68;27;Audax Italiano;Playstation
Alex Soares;Portugal;CM;70;29;Moreirense FC;Playstation
Bruno Varela;Portugal;GK;74;25;Ajax;Playstation
Filip Markovic;Serbia;RM|RW;63;28;Slask Wroclaw;Playstation
Luca Rizzo;Italy;RM|CM;70;28;Livorno;Playstation
Salvatore Molina;Italy;RM|LM|CM;65;28;Crotone;Playstation
Oumar Diakhité;Senegal;CB;66;26;Desportivo das Aves;Playstation
Jakub Vojtuš;Slovakia;ST|CF;65;26;Fotbal Club Academica Clinceni;Playstation
Gabriel Xavier;Brazil;ST|RM|CF;71;27;Nagoya Grampus;Playstation
Chema Rodríguez;Spain;LB|CB;73;28;Getafe CF;Playstation
Ebenezer Assifuah;Ghana;ST|RM|LM;66;27;Havre Athletic Club;Playstation
Claude Gonçalves;Portugal;RB|CDM|CM;69;26;Gil Vicente FC;Playstation
Damien Dussaut;France;RB;65;25;Fotbal Club Viitorul Constan?a;Playstation
Lei Tenglong;China PR;CB;63;29;Tianjin TEDA FC;Playstation
Tareiq Holmes-Dennis;England;LB|LWB|LM|LW;64;24;Bristol Rovers;Playstation
Andrés Mosquera;Colombia;RB|CB;73;30;Club León;Playstation
Carlos Rivas;Colombia;ST|RM;68;28;Patriotas Boyacá FC;Playstation
Hamari Traoré;Mali;RWB|RB|RW;77;28;Stade Rennais FC;Playstation
Baptiste Santamaria;France;CDM|CM;79;25;Angers SCO;Playstation
Thomas Didillon;France;GK;75;24;KRC Genk;Playstation
Joel Coleman;England;GK;63;24;Huddersfield Town;Playstation
Roger Martínez;Colombia;ST;74;26;Club América;Playstation
Dimitri Cavaré;France;RB;69;25;FC Sion;Playstation
Fanendo Adi;Nigeria;ST;67;29;Columbus Crew SC;Playstation
Tana;Spain;RM|CM|CAM;71;29;UD Las Palmas;Playstation
Tiemoué Bakayoko;France;CDM|CM;80;25;AS Monaco Football Club SA;Playstation
Patrick Ciurria;Italy;CAM|CF;68;25;Pordenone;Playstation
Sean Klaiber;Netherlands;RB;74;25;FC Utrecht;Playstation
Flavio Rojas;Chile;CB;60;26;Coquimbo Unido;Playstation
Néstor Camacho;Paraguay;RM|LM|CAM;73;32;Club Olimpia;Playstation
Rubén Yáñez;Spain;GK;67;26;SD Huesca;Playstation
Aguza;Spain;CDM|CM;69;27;UD Almería;Playstation
David Costas;Spain;RB|CB;72;25;UD Almería;Playstation
Alex Ferrari;Italy;RB|CB;71;26;Sampdoria;Playstation
Geisson Perea;Colombia;CB;71;28;Atlético Nacional;Playstation
Cristian Flórez;Colombia;LB;65;25;Alianza Petrolera;Playstation
Miguel Borja;Colombia;ST;77;27;Junior FC;Playstation
Andy Dales;England;RM|LM;59;25;Hamilton Academical FC;Playstation
Matías Pisano;Argentina;RM|CAM|RW;75;28;América de Cali;Playstation
Dávid Holman;Hungary;CAM;70;27;Free Agents;Playstation
Jonathan Agudelo;Colombia;ST;72;27;Gimnasia y Esgrima La Plata;Playstation
Joseph Molangoane;South Africa;RM|CAM|RW;68;32;Kaizer Chiefs;Playstation
Thulani Hlatshwayo;South Africa;RB|CB;74;30;Free Agents;Playstation
Lebogang Manyama;South Africa;RM|LM|CAM;69;29;Kaizer Chiefs;Playstation
Guillermo Varela;Uruguay;RB;70;27;FC København;Playstation
Osvaldo Cabral;Argentina;GK;68;35;Club River Plate Asunción;Playstation
Antonio Sanabria;Paraguay;ST;75;24;Genoa;Playstation
Mohammed Al Wakid;Saudi Arabia;GK;57;28;Al Hilal;Playstation
Nils Körber;Germany;GK;69;23;VfL Osnabrück;Playstation
Lorenzo Valerio Rosseti;Italy;ST;65;25;Ascoli;Playstation
Gabriel Castellón;Chile;GK;68;26;Huachipato FC;Playstation
Didier Delgado;Colombia;RB|RM;73;28;Independiente Medellín;Playstation
Jason Cummings;Scotland;ST;66;24;Shrewsbury;Playstation
Noah Sonko Sundberg;Sweden;RB|CB;66;24;Östersunds FK;Playstation
Anton Salétros;Sweden;LWB|CM|LW;67;24;Sarpsborg 08 FF;Playstation
Liam Henderson;Scotland;CM;69;24;Empoli;Playstation
Embarba;Spain;ST|RM|LM;76;28;RCD Espanyol;Playstation
Pietro Ceccaroni;Italy;LB|CB;64;24;Venezia;Playstation
Jacob Barrett Laursen;Denmark;LWB|LW;68;25;Odense Boldklub;Playstation
Dominik Hladun;Poland;GK;65;24;Zaglebie Lubin;Playstation
Hebert;Brazil;CB;66;29;Wisla Kraków;Playstation
Janio Bikel;Portugal;CDM|CM;66;25;Vancouver Whitecaps FC;Playstation
Umberto Saracco;Italy;GK;64;26;Cosenza;Playstation
Mattia Aramu;Italy;ST|CAM|RW;68;25;Venezia;Playstation
Matias Vecino;Uruguay;CDM;80;28;Inter;Playstation
Felipe Avenatti;Uruguay;ST|CAM|CF;72;27;Standard de Liège;Playstation
Vebjørn Hoff;Norway;CM;68;24;Odds BK;Playstation
Vittorio Parigini;Italy;CF|LW;68;24;Cremona;Playstation
José Mauri;Italy;CDM|CM;71;24;Club Atlético Talleres;Playstation
Ante Rebic;Croatia;ST|CAM|LW;79;26;Milan;Playstation
Marcus Harness;England;RM|LM;66;24;Portsmouth;Playstation
Abdullah Haif Al Shammari;Saudi Arabia;LB|CB;63;26;Al Hazem;Playstation
Sam Adekugbe;Canada;LB;66;25;Vålerenga Fotball;Playstation
Saîf-Eddine Khaoui;Tunisia;RM|CAM;72;25;Olympique de Marseille;Playstation
Gaëtan Paquiez;France;RB|LB;67;26;Nîmes Olympique;Playstation
Oliver McBurnie;Scotland;ST;74;24;Sheffield United;Playstation
Ahmed Al Sultan;Saudi Arabia;CDM|CM;58;27;Al Adalah Club;Playstation
Abdul Ajagun;Nigeria;RM|CAM;68;27;KV Kortrijk;Playstation
Harrison McGahey;England;CB;65;24;Scunthorpe United;Playstation
Dion Charles;Northern Ireland;ST;64;24;Accrington Stanley;Playstation
Nicolas Lüchinger;Switzerland;RB|LB;60;25;FC St. Gallen 1879;Playstation
Connor Mahoney;England;RM|LM;68;23;Millwall;Playstation
Simone Scuffet;Italy;GK;72;24;La Spezia;Playstation
Mato Miloš;Croatia;RB;67;27;Desportivo das Aves;Playstation
Luca Nizzetto;Italy;CM|CAM;64;34;Chiavari;Playstation
Harry Lennon;England;CB;63;25;Southend United;Playstation
Dillon Phillips;England;GK;71;25;Charlton Athletic;Playstation
Norbert Gyömbér;Slovakia;CB;72;28;Perugia;Playstation
Clifford Aboagye;Ghana;CM;72;25;Gallos Blancos de Querétaro;Playstation
Antonio Domínguez;Spain;LM|RW;64;27;LKS Lódz;Playstation
Georgi Kitanov;Bulgaria;GK;66;25;Asocia?ia Fotbal Club Astra Giurgiu;Playstation
Runar Espejord;Norway;ST;64;24;SC Heerenveen;Playstation
Mohamed Kanno;Saudi Arabia;CDM|CM;72;25;Al Hilal;Playstation
César Falletti;Uruguay;CAM|CF|RW;72;27;Club Tijuana;Playstation
Luca Waldschmidt;Germany;ST|CF;76;24;Sport-Club Freiburg;Playstation
Fabrício Baiano;Brazil;CDM|CM;71;28;Gençlerbirligi SK;Playstation
Salih Dursun;Turkey;RB|CB;67;29;Antalyaspor;Playstation
Raphael Rossi;Brazil;CB;67;30;FC Sion;Playstation
Hans Hateboer;Netherlands;RM;78;26;Atalanta;Playstation
Marko Šcepovic;Serbia;ST;69;29;Çaykur Rizespor;Playstation
Joan Campins;Spain;RB|LB|RM;65;25;Royal Excel Mouscron;Playstation
Modou Diagne;Senegal;CB;69;26;Sporting Charleroi;Playstation
Jonatan Cristaldo;Argentina;ST;73;31;Racing Club;Playstation
Mbaye Diagne;Senegal;ST;75;28;Club Brugge KV;Playstation
Zaldúa;Spain;RB;77;28;Real Sociedad;Playstation
Sammie Szmodics;England;CAM;67;24;Peterborough United;Playstation
Frankie Kent;England;CB;66;24;Peterborough United;Playstation
Nicolás Orsini;Argentina;ST|RW|LW;72;25;Club Atlético Lanús;Playstation
Yves Baraye;Senegal;RW|LW;72;28;Gil Vicente FC;Playstation
Adrián Balboa;Uruguay;ST;70;26;Club Alianza Lima;Playstation
Joel Pohjanpalo;Finland;ST;72;25;Hamburger SV;Playstation
Saidy Janko;Switzerland;RB;70;24;BSC Young Boys;Playstation
Olivier Kemen;France;CDM|CM;69;24;Chamois Niortais Football Club;Playstation
Ismaïl Aissati;Morocco;RM|LM|CAM;71;31;Denizlispor;Playstation
Jason Denayer;Belgium;CB;80;25;Olympique Lyonnais;Playstation
Brandon Barker;England;LM;67;23;Rangers FC;Playstation
Denzeil Boadu;England;CAM|CF;59;23;Crawley Town;Playstation
Matt Jay;England;ST|CM|CAM;59;24;Exeter City;Playstation
Sacha Bastien;France;GK;60;25;Stevenage;Playstation
Marcelo Djaló;Guinea Bissau;CB;66;26;CD Lugo;Playstation
David Brooks;Wales;RM;76;23;AFC Bournemouth;Playstation
Kean Bryan;England;CB;64;23;Bolton Wanderers;Playstation
Bersant Celina;Kosovo;LM|CAM;73;23;Swansea City;Playstation
Iván Ledezma;Chile;CM|CAM;69;25;Audax Italiano;Playstation
Roman Bezjak;Slovenia;ST|RM|LM;69;31;Free Agents;Playstation
Kemar Lawrence;Jamaica;LB|LWB|LW;74;27;RSC Anderlecht;Playstation
Pawel Bochniewicz;Poland;CB;67;24;Górnik Zabrze;Playstation
Bongani Zungu;South Africa;CDM|CM;73;27;Amiens SC;Playstation
Buhle Mkhwanazi;South Africa;CB;70;30;Free Agents;Playstation
Munir;Spain;ST|RW|LW;79;24;Sevilla FC;Playstation
Juan Ignacio Dinenno;Argentina;ST;75;25;U.N.A.M.;Playstation
Enner Valencia;Ecuador;ST|CAM;74;30;Tigres U.A.N.L.;Playstation
Bubacarr Sanneh;Gambia;CB;69;25;KV Oostende;Playstation
Assan Ceesay;Gambia;ST|LW;59;26;VfL Osnabrück;Playstation
Ofir Marciano;Israel;GK;69;30;Hibernian;Playstation
Sylvanus Nimely;Liberia;ST;61;21;Spartak Moscow;Playstation
Ángel Romero;Paraguay;ST|LM|RW;75;28;San Lorenzo de Almagro;Playstation
Óscar Romero;Paraguay;ST|RM|CAM;76;28;San Lorenzo de Almagro;Playstation
Junior Alonso;Paraguay;LB|CB|LWB|LW;75;27;Boca Juniors;Playstation
Iza Carcelén;Spain;RB|RM;70;27;Cádiz CF;Playstation
Marc Mas;Spain;ST;57;30;GIF Sundsvall;Playstation
Alex Alegría;Spain;ST;71;27;Extremadura UD;Playstation
Amaar Ali Al Dohaim;Saudi Arabia;RB|CB;62;26;Al Ittihad;Playstation
Aarón;Spain;GK;67;24;Granada CF;Playstation
Iván Rodríguez;Spain;RB;69;24;SD Ponferradina;Playstation
Sofian Chakla;Morocco;CB;64;26;Villarreal CF;Playstation
Mula;Spain;RM|LM;69;24;AD Alcorcón;Playstation
Martin Dúbravka;Slovakia;GK;82;31;Newcastle United;Playstation
Cecilio Waterman;Panama;ST|LM;64;29;CD Universidad de Concepción;Playstation
Diego Rico;Spain;LB;77;27;AFC Bournemouth;Playstation
Hassane Kamara;France;LB|LM;72;26;Stade de Reims;Playstation
Mansour Ibrahim Hamzi;Saudi Arabia;RM|LM;63;28;Al Hazem;Playstation
Gastón Campi;Argentina;LB|CB;68;29;Trabzonspor;Playstation
Clément Lenglet;France;CB;86;25;FC Barcelona;Playstation
Jonas Gemmer;Denmark;CDM|CM;57;24;AC Horsens;Playstation
Federico Mattiello;Italy;RB|RM|LM;71;25;Cagliari;Playstation
Alberto Grassi;Italy;CM;74;25;Parma;Playstation
Mattia Caldara;Italy;CB;79;26;Atalanta;Playstation
Patrick Olsen;Denmark;CDM|CM;67;26;Aalborg BK;Playstation
Emmanuel Gyasi;Ghana;ST|RW;66;26;La Spezia;Playstation
Antonio Barreca;Italy;LB|LM;73;25;Genoa;Playstation
Davide Mazzocco;Italy;CDM|CM;64;24;Pordenone;Playstation
Mattia Zaccagni;Italy;CM|CAM|CF;74;25;Hellas Verona;Playstation
Daniele Borra;Italy;GK;58;25;Chiavari;Playstation
Lorenzo Venuti;Italy;RB|LB;69;25;Fiorentina;Playstation
Federico Ricci;Italy;RW|LW;72;26;La Spezia;Playstation
Francesco Di Mariano;Italy;CAM|RW|LW;65;24;Castellammare di Stabia;Playstation
Mihai Bala?a;Romania;RB|CB;70;25;U Craiova 1948 Club Sportiv;Playstation
Daniel Hernández;Colombia;RM|CAM;67;29;Deportivo Pasto;Playstation
Yerry Mina;Colombia;CB;79;25;Everton;Playstation
Gennaro Tutino;Italy;ST|LW;73;23;Empoli;Playstation
Luca Palmiero;Italy;CDM|CM;69;24;Pescara;Playstation
Igor Lasicki;Poland;CB;63;25;Pogon Szczecin;Playstation
Nikita Contini;Ukraine;GK;64;24;Chiavari;Playstation
Sebastiano Luperto;Italy;CB;72;23;Napoli;Playstation
Abraham Cabrera;Bolivia;LB|CB;60;29;Club Atlético Nacional Potosí;Playstation
Romel Quiñonez;Bolivia;GK;64;28;Club Deportivo Oriente Petrolero;Playstation
Jaime Arrascaita;Bolivia;LM;65;26;Club Deportivo Jorge Wilstermann;Playstation
Rodrigo Ramallo;Bolivia;ST;65;29;Club Always Ready;Playstation
Edgar Babayan;Ermenia;ST|LM;69;24;Hobro IK;Playstation
Jan Bednarek;Poland;CB;78;24;Southampton;Playstation
Tomasz Dejewski;Poland;CB;60;25;Lech Poznan;Playstation
Emanuele Rovini;Italy;CAM|CF;60;25;Udinese;Playstation
Younès Kaabouni;France;CDM|CM;64;25;FC Sochaux-Montbéliard;Playstation
Viljar Myhra;Norway;GK;62;24;Strømsgodset IF;Playstation
Jorn Brondeel;Belgium;GK;66;27;FC Twente;Playstation
Fabián González;Colombia;ST;62;27;Atlético Nacional;Playstation
Adam Lundqvist;Sweden;RB|LB;65;26;Houston Dynamo;Playstation
Jaume;Spain;GK;77;29;Valencia CF;Playstation
Joao Rodríguez;Colombia;ST|LM|CAM;66;24;Club Atlético Central Córdoba;Playstation
Valentín Vada;Argentina;CDM|CM|CAM;74;24;UD Almería;Playstation
Florent Hadergjonaj;Kosovo;RWB|RB|LB|RW;70;25;Kasimpasa SK;Playstation
Saïd Benrahma;Algeria;RM|RW|LW;76;24;Brentford;Playstation
Demarai Gray;England;CF|RW|LW;74;24;Leicester City;Playstation
Tom Conlon;England;CM;63;24;Port Vale;Playstation
Moi Delgado;Spain;LB;67;26;Real Racing Club;Playstation
Luismi;Spain;CDM|CM;67;28;R. Oviedo;Playstation
Darwin Carrero;Colombia;CB|CDM;63;26;Patriotas Boyacá FC;Playstation
Stefano Vecchia;Sweden;RM|RW;64;25;IK Sirius;Playstation
Angeliño;Spain;LB;78;23;RB Leipzig;Playstation
James Hardy;England;CAM;60;24;Walsall;Playstation
James Horsfield;England;RB;61;24;Scunthorpe United;Playstation
Josh Brownhill;England;CDM|CM;73;24;Burnley;Playstation
Mikkel Kallesøe;Denmark;RM|LM;65;23;Randers FC;Playstation
Gregory Wüthrich;Switzerland;CB;68;25;Perth Glory;Playstation
Fejiri Okenabirhie;England;ST;66;24;Doncaster Rovers;Playstation
Alessandro Mastalli;Italy;CM;65;24;Castellammare di Stabia;Playstation
Federico Melchiorri;Italy;ST;71;33;Perugia;Playstation
Renato Tapia;Peru;CDM|CM;74;25;Feyenoord;Playstation
Vegard Bergan;Norway;CB;64;25;FK Bodø/Glimt;Playstation
Joe Morrell;Wales;CM;68;23;Lincoln City;Playstation
Murilo Mendes;Brazil;ST;63;25;Livorno;Playstation
Léo Bonatini;Brazil;ST;72;26;Vitória Guimarães;Playstation
João Afonso;Brazil;CDM|CM;68;25;Gil Vicente FC;Playstation
Rodin Quiñones;Colombia;RB|RW;63;25;Patriotas Boyacá FC;Playstation
James Maddison;England;CM|CAM|LW;82;23;Leicester City;Playstation
Micheal Azira;Uganda;CDM|CM;66;32;Chicago Fire Soccer Club;Playstation
Gastón Silva;Uruguay;LB|CB;74;26;Independiente;Playstation
Brandon Borrello;Australia;RM|LM;68;25;Sport-Club Freiburg;Playstation
Harry Wilson;Wales;RM|CM;77;23;AFC Bournemouth;Playstation
Rashid Mahazi;Australia;CDM|CM;62;28;Incheon United FC;Playstation
Philip Billing;Denmark;CM;76;24;AFC Bournemouth;Playstation
Ezequiel Ponce;Argentina;ST;75;23;Spartak Moscow;Playstation
Andrea Fulignati;Italy;GK;66;25;Perugia;Playstation
Douglas Tanque;Brazil;ST;71;26;FC Paços de Ferreira;Playstation
Junior Sornoza;Ecuador;CAM;71;26;LDU Quito;Playstation
Zoran Kvrzic;Bosnia & Herzegovina;RM|CAM;61;31;Kayserispor;Playstation
