name;nationality;position;overall;age;real_team;device
Gearóid Morrissey;Republic of Ireland;CDM|CM;63;28;Cork City;PC
Ariel Harush;Israel;GK;68;32;Sparta Rotterdam;PC
Hannes ?ór Halldórsson;Iceland;GK;66;36;Free Agents;PC
Daniel Georgievski;North Macedonia;RB|LB;65;32;Western Sydney Wanderers;PC
Matúš Putnocky;Slovakia;GK;68;35;Slask Wroclaw;PC
João Pereira;Portugal;RB;73;36;Trabzonspor;PC
Terrence Boyd;United States;ST;66;29;Hallescher FC;PC
Denys Garmash;Ukraine;CM|CAM;75;30;Çaykur Rizespor;PC
Maksym Koval;Ukraine;GK;68;27;Al Fateh;PC
Taras Stepanenko;Ukraine;CDM;80;30;Shakhtar Donetsk;PC
Sergiy Kryvtsov;Ukraine;CB;75;29;Shakhtar Donetsk;PC
Mykola Morozyuk;Ukraine;RB|RM;73;32;Çaykur Rizespor;PC
Felix Adjei;Ghana;LB|LWB|LW;63;29;WSG Swarovski Tirol;PC
Bogdan Butko;Ukraine;RB;72;29;Lech Poznan;PC
Joe Pigott;England;ST;66;26;AFC Wimbledon;PC
Apostolos Giannou;Australia;ST;71;30;Free Agents;PC
Yassine Benzia;Algeria;LM|CM|CAM;72;25;Dijon FCO;PC
Marvin Baudry;Congo;CB;69;30;SV Zulte Waregem;PC
Jeremy Dudziak;Germany;RB|CDM|CM;70;24;Hamburger SV;PC
Alassane Plea;France;ST|LW;80;27;Borussia Mönchengladbach;PC
Taxiarchis Fountas;Greece;ST|LM|CAM;70;24;SK Rapid Wien;PC
Jean Deretti;Brazil;CM|CAM;64;27;Fotbal Club Academica Clinceni;PC
Ko Kwang Min;Korea Republic;RM|LM;69;31;FC Seoul;PC
Rudy Camacho;France;CB;67;29;Impact Montréal;PC
Ezekiel Fryers;England;LB|CB;65;27;Swindon Town;PC
Abdoulaye Sané;Senegal;ST|RM;70;27;FC Sochaux-Montbéliard;PC
Yunis Abdelhamid;Morocco;CB;77;32;Stade de Reims;PC
Jonny Maxted;England;GK;61;26;Exeter City;PC
Tristan Dingomé;France;CAM;73;29;Stade de Reims;PC
Maximilian Arnold;Germany;CDM|CM|CAM;79;26;VfL Wolfsburg;PC
Will Hughes;England;CDM|RM|CM;78;25;Watford;PC
Jack Grealish;England;CM|CAM|LW;80;24;Aston Villa;PC
Callum Robinson;Republic of Ireland;ST|LM|LW;73;25;West Bromwich Albion;PC
Kim Won Sik;Korea Republic;CB|CDM|CM;64;28;FC Seoul;PC
Shay McCartan;Northern Ireland;CAM;64;26;Bradford City;PC
Jordan Willis;England;CB;67;25;Sunderland;PC
Patrick Bamford;England;ST;72;26;Leeds United;PC
Paul Digby;England;CB|CDM|CM;63;25;Stevenage;PC
Tom Naylor;England;CDM;67;29;Portsmouth;PC
Kevin Stewart;England;CDM|CM;71;26;Hull City;PC
Roman Bezus;Ukraine;CM|CAM;74;29;KAA Gent;PC
Manu Trigueros;Spain;CDM|CM;79;28;Villarreal CF;PC
Evan Bush;United States;GK;66;34;Impact Montréal;PC
Bradley Grobler;South Africa;ST;70;32;Free Agents;PC
Simon Falette;Guinea;CB;74;28;Fenerbahçe SK;PC
James Bolton;England;RWB|RB|RW;64;25;Portsmouth;PC
Christy Pym;England;GK;65;25;Peterborough United;PC
Jordan Roberts;England;ST|LM;64;26;Gillingham;PC
Christian Walton;England;GK;72;24;Blackburn Rovers;PC
Louis Thompson;Wales;CM;65;25;Milton Keynes Dons;PC
Jason Holt;Scotland;CM;66;27;St. Johnstone FC;PC
Jamie Walker;Scotland;RM|LM|CAM;68;27;Heart of Midlothian;PC
Max Crocombe;New Zealand;GK;59;26;Brisbane Roar;PC
Marcus Maddison;England;RM|LM|CAM;71;26;Hull City;PC
Stef Peeters;Belgium;CDM|CM|CAM;72;28;KSV Cercle Brugge;PC
Jon-Helge Tveita;Norway;RB;64;28;SK Brann;PC
Kepa;Spain;GK;83;25;Chelsea;PC
Moi Gómez;Spain;LM|CM;75;26;Villarreal CF;PC
Mitchell Weiser;Germany;RB|RM;76;26;Bayer 04 Leverkusen;PC
Solly March;England;RM|LM;75;26;Brighton & Hove Albion;PC
Florian Pinteaux;France;LB;61;28;FC Chambly Oise;PC
Daniel Berntsen;Norway;LM|CAM|CF;64;27;Tromsø IL;PC
Carlos Labrín;Chile;CB;70;29;Audax Italiano;PC
Philipp Hofmann;Germany;ST;70;27;Karlsruher SC;PC
Mikael Ishak;Sweden;ST;70;27;1. FC Nürnberg;PC
Adrián Calello;Argentina;CDM|CM;68;33;Club Atlético Huracán;PC
Kelyn Rowe;United States;LB|CM|CAM;66;28;New England Revolution;PC
Nick DeLeon;United States;RB|RM|RW;67;30;Toronto FC;PC
Roberto Torres;Spain;RM|CM;74;31;CA Osasuna;PC
Sergio Rico;Spain;GK;77;26;Paris Saint-Germain;PC
Brad Potts;England;RM|CM|CAM;68;26;Preston North End;PC
Pablo Marí;Spain;CB;76;26;Arsenal;PC
Eduardo Vargas;Chile;ST|CAM|CF;76;30;Tigres U.A.N.L.;PC
Jimmy McLaughlin;United States;CM|RW;63;27;FC Cincinnati;PC
Matt Hedges;United States;CB;73;30;FC Dallas;PC
Mateo Kovacic;Croatia;CM;84;26;Chelsea;PC
Leandro Trossard;Belgium;LM|LW;78;25;Brighton & Hove Albion;PC
Matt Lampson;United States;GK;64;30;Columbus Crew SC;PC
José Valencia;Colombia;ST;67;28;Delfín Sporting Club;PC
Dominic Samuel;England;ST|RM;65;26;Blackburn Rovers;PC
Ryan Edwards;Australia;RM|CM|CAM;64;26;Burton Albion;PC
Insua;Spain;CB;72;26;SD Huesca;PC
Leandro Paredes;Argentina;CDM|CM;79;26;Paris Saint-Germain;PC
Franco Fragapane;Argentina;RM|LM|CAM;73;27;Club Atlético Talleres;PC
Luciano Vietto;Argentina;ST|LW;76;26;Sporting CP;PC
Jürgen Damm;Mexico;RM;73;27;Tigres U.A.N.L.;PC
Juan Carlos Paredes;Ecuador;RWB|RB|RW;71;33;Club Deportivo El Nacional;PC
Patricio Rodríguez;Argentina;RW|LW;68;30;Moreirense FC;PC
Hernán Hinostroza;Peru;CDM|CM;64;26;FBC Melgar;PC
Ole Amund Sveen;Norway;ST|LM|CM;63;30;FK Bodø/Glimt;PC
Felipe;Brazil;CDM|CM;70;29;D.C. United;PC
Franco Vázquez;Argentina;LM|CM|CAM;80;31;Sevilla FC;PC
Gotoku Sakai;Japan;RB|LB|LM;72;29;Vissel Kobe;PC
Cándido Ramírez;Mexico;LM;67;27;Monarcas Morelia;PC
Rory Gaffney;Republic of Ireland;ST;62;30;Shamrock Rovers;PC
Jesse Lingard;England;RM|CAM;78;27;Manchester United;PC
Juan Sánchez Sotelo;Argentina;ST;65;32;Huachipato FC;PC
Tom Boere;Netherlands;ST;67;27;KFC Uerdingen 05;PC
Ruben Kristiansen;Norway;LB;67;32;SK Brann;PC
Leke James;Nigeria;ST;72;27;Molde FK;PC
Jamie Sendles-White;Northern Ireland;CB;61;26;Crawley Town;PC
Stefan Thesker;Germany;CB;68;29;Holstein Kiel;PC
Jordan Lukaku;Belgium;LB|LM;76;26;Lazio;PC
Ahmed Issa Koro Koné;Ivory Coast;ST;65;31;Servette FC;PC
Shim Dong Woon;Korea Republic;LM|CM;70;30;Pohang Steelers;PC
Marcus Rohdén;Sweden;CDM|CM;71;29;Frosinone;PC
Filip Helander;Sweden;CB;74;27;Rangers FC;PC
Robin Olsen;Sweden;GK;78;30;Cagliari;PC
Martin Broberg;Sweden;ST|CM|RW;65;29;Örebro SK;PC
Simon Tibbling;Sweden;CM|CAM|LW;71;25;Brøndby IF;PC
Sebastian Andersson;Sweden;ST;76;29;1. FC Union Berlin;PC
William Carvalho;Portugal;CDM|CM;82;28;Real Betis;PC
Jere Uronen;Finland;LB;73;26;KRC Genk;PC
Michael Keane;England;CB;79;27;Everton;PC
Jay Lynch;England;GK;61;27;Rochdale;PC
Ryan Meara;United States;GK;68;29;New York Red Bulls;PC
Adam Webster;England;CB;75;25;Brighton & Hove Albion;PC
David Fällman;Sweden;CB;67;30;Hammarby IF;PC
Warren Creavalle;Guyana;CDM;65;29;Philadelphia Union;PC
Connor Jennings;England;ST|LM|CAM;64;29;Tranmere Rovers;PC
Martin Bjørnbak;Norway;CB;70;28;Molde FK;PC
Kenneth Omeruo;Nigeria;CB;75;26;CD Leganés;PC
Hernán Pertuz;Colombia;CB;68;31;Independiente Medellín;PC
Jakob Haugaard;Denmark;GK;65;28;AIK;PC
Callum Reilly;Republic of Ireland;CM;64;26;AFC Wimbledon;PC
Mohamed Yattara;Guinea;ST;69;27;AJ Auxerre;PC
Bryan Carrasco;Chile;RM|RW;69;29;CD Palestino;PC
Modou Barrow;Gambia;LM|LW;69;27;Denizlispor;PC
Pierce Sweeney;Republic of Ireland;RB|CB;64;25;Exeter City;PC
Emil Krafth;Sweden;RB;73;25;Newcastle United;PC
Dolly Menga;Angola;ST|RM|RW;64;27;Livingston FC;PC
Miler Bolaños;Ecuador;RM|LM|CAM;73;30;Club Tijuana;PC
Fernando Barrientos;Argentina;CM;69;28;Guaraní (Paraguay);PC
Lukas Grozurek;Austria;ST|LM;66;28;Karlsruher SC;PC
Dominik Wydra;Austria;CB|CDM;67;26;FC Erzgebirge Aue;PC
Carlos Bacca;Colombia;ST;78;33;Villarreal CF;PC
Ethan Finlay;United States;RM;69;29;Minnesota United FC;PC
Rafael Silva;Brazil;ST|RW|LW;74;28;Wuhan Zall Professional FC;PC
Emiliano Alfaro;Uruguay;ST;65;32;Liverpool Fútbol Club;PC
Sokratis Dioudis;Greece;GK;74;27;Panathinaikos FC;PC
Marçal;Brazil;LB|CB;76;31;Olympique Lyonnais;PC
Fábio;Brazil;GK;64;30;Desportivo das Aves;PC
Nicolas López;Uruguay;RM|CAM;74;26;Tigres U.A.N.L.;PC
Abdullah Al Hafith;Saudi Arabia;CB;65;27;Al Hilal;PC
Stefan van der Lei;Netherlands;GK;63;27;FC Emmen;PC
Mike van der Hoorn;Netherlands;CB;74;27;Swansea City;PC
Matías Ballini;Argentina;CDM;63;31;Independiente Santa Fe;PC
Baek Sung Dong;Korea Republic;CAM;66;28;Gyeongnam FC;PC
Roger;Spain;ST;78;29;Levante UD;PC
Filipe Augusto;Brazil;CDM|CM;76;26;Rio Ave FC;PC
Mart Lieder;Netherlands;ST;67;30;Odense Boldklub;PC
Amos Youga;Central African Rep.;CB|CDM;66;27;Havre Athletic Club;PC
Steeve Yago;Burkina Faso;RB|CB;70;27;Stade Malherbe Caen;PC
Oh Ban Suk;Korea Republic;CB;70;32;Jeonbuk Hyundai Motors;PC
Kévin Mayi;France;ST|LM|LW;66;27;Stade Brestois 29;PC
Raymon Gaddis;United States;RB|LB;66;30;Philadelphia Union;PC
Syam Ben Youssef;Tunisia;CB;71;31;Denizlispor;PC
Kaan Ayhan;Turkey;CB;76;25;Fortuna Düsseldorf;PC
Yussuf Poulsen;Denmark;ST;80;26;RB Leipzig;PC
Amari'i Bell;England;LB;68;26;Blackburn Rovers;PC
Loret Sadiku;Kosovo;CDM;69;29;Kasimpasa SK;PC
Brennan Dickenson;England;LWB|LM|LW;64;27;Exeter City;PC
Ryan Fraser;Scotland;LM;79;26;AFC Bournemouth;PC
Mahmut Özen;Sweden;RB;58;31;Falkenbergs FF;PC
Thibaut Vion;France;ST|RB|RM;65;26;Chamois Niortais Football Club;PC
Cole Stockton;England;ST;60;26;Morecambe;PC
Ademilson;Brazil;ST|LM;71;26;Gamba Osaka;PC
Hwang Soon Min;Korea Republic;LM|CM;64;29;Daegu FC;PC
Dom Dwyer;United States;ST;70;29;Orlando City Soccer Club;PC
Matthias Ginter;Germany;CB;82;26;Borussia Mönchengladbach;PC
Felipe;Brazil;CB;84;31;Atlético Madrid;PC
Marquinhos;Brazil;CB|CDM;86;26;Paris Saint-Germain;PC
John Mountney;Republic of Ireland;RM|CM;63;27;Dundalk;PC
Jordan Botaka;DR Congo;RB|RM|CAM;71;27;Sint-Truidense VV;PC
Alexander González;Venezuela;RB;71;27;CD Mirandés;PC
Josef Martínez;Venezuela;ST;82;27;Atlanta United;PC
Fabian Schnellhardt;Germany;CDM|CM;69;26;SV Darmstadt 98;PC
Joseph-Claude Gyau;United States;RW|LW;69;27;FC Cincinnati;PC
Tobias Strobl;Germany;CB|CDM;76;30;Borussia Mönchengladbach;PC
Anthony Jung;Germany;LB|CB|LWB|LW;67;28;Brøndby IF;PC
Neto Volpi;Brazil;GK;70;27;Shimizu S-Pulse;PC
Patryk Tuszynski;Poland;ST;64;30;Piast Gliwice;PC
Michal Mak;Poland;LM;66;28;Wisla Kraków;PC
Douglas Grolli;Brazil;CB;67;30;Marítimo;PC
Lasse Vigen;Denmark;CDM|CM;67;25;Brøndby IF;PC
Erik Durm;Germany;RB|LB|RM;73;28;Eintracht Frankfurt;PC
Lucas Lima;Brazil;LB|LM;74;28;Al Ahli;PC
Mario Saldívar;Paraguay;RB|CDM;67;31;Club River Plate Asunción;PC
Andreas Linde;Sweden;GK;70;27;Molde FK;PC
Tom Rogic;Australia;CAM;75;27;Celtic;PC
Pedro Henrique;Brazil;RM|LM;72;30;Kayserispor;PC
Matías Dituro;Argentina;GK;73;33;Universidad Católica;PC
Guido Pizarro;Argentina;CDM|CM;77;30;Tigres U.A.N.L.;PC
Ewerton;Brazil;CDM|CM;69;27;Urawa Red Diamonds;PC
Bertrand Traoré;Burkina Faso;RM|RW;77;24;Olympique Lyonnais;PC
Semi Ajayi;Nigeria;CB|CDM;74;26;West Bromwich Albion;PC
Brian Behrendt;Germany;CB|CDM;70;28;DSC Arminia Bielefeld;PC
Pelly-Ruddock Mpanzu;England;CDM|CM;68;26;Luton Town;PC
Aitor García;Spain;ST|LM;72;26;R. Sporting;PC
Alfonso González;Mexico;CM|CAM;71;25;Monterrey;PC
Sead Kolašinac;Bosnia & Herzegovina;LB|LWB|LW;77;27;Arsenal;PC
Danny Ward;Wales;GK;74;27;Leicester City;PC
Paulo Otávio;Brazil;LB|LM;68;25;VfL Wolfsburg;PC
Joël Veltman;Netherlands;RB|CB;79;28;Ajax;PC
Wesley Jobello;France;RM|RW;65;26;Coventry City;PC
Matty Pearson;England;CB;69;26;Luton Town;PC
Ivan Santini;Croatia;ST;72;31;Jiangsu Suning FC;PC
Thomas Lam;Finland;CB;69;26;PEC Zwolle;PC
Denys Bain;France;CB;73;27;Stade Brestois 29;PC
Imoh Ezekiel;Nigeria;ST|RM|LM;66;26;KV Kortrijk;PC
Murray Wallace;Scotland;LB|CB;69;27;Millwall;PC
Boubacar Fofana;Guinea;CDM|CM;69;30;Clubul Sportiv Gaz Metan Media?;PC
Oussama Tannane;Morocco;RM|RW;73;26;Vitesse;PC
Kim In Seong;Korea Republic;RM|RW;71;30;Ulsan Hyundai Horang-i;PC
Esteban Orfano;Argentina;RB|RM;68;28;Club Deportivo Jorge Wilstermann;PC
Andy Yiadom;Ghana;RWB|RB|RW;73;28;Reading;PC
Dimitrios Pelkas;Greece;RM|LM|CAM;74;26;PAOK;PC
Leandro Fernández;Argentina;ST|LM;74;29;Independiente;PC
Ju Se Jong;Korea Republic;CM;72;29;FC Seoul;PC
Ahn Young Kyu;Korea Republic;CB;61;30;Seongnam FC;PC
Sergi Samper;Spain;CDM|CM;69;25;Vissel Kobe;PC
Gerard Moreno;Spain;ST|RM;82;28;Villarreal CF;PC
Thomas Eisfeld;Germany;CDM|CM|CAM;66;27;VfL Bochum 1848;PC
Ivan Runje;Croatia;CB;70;29;Jagiellonia Bialystok;PC
Kasper Larsen;Denmark;CB;68;27;Odense Boldklub;PC
Matheus;Brazil;GK;78;28;SC Braga;PC
Simon Sandberg;Sweden;RB;68;26;Hammarby IF;PC
Leonard Zuta;North Macedonia;LB|CB;64;27;Konyaspor;PC
Kacper Przybylko;Poland;ST;71;27;Philadelphia Union;PC
Viktor Agardius;Sweden;CB|LWB|LM|LW;65;30;Livorno;PC
Hakan Çalhanoglu;Turkey;CM|LW;80;26;Milan;PC
Abdoulaye Doucouré;France;CDM|CM|CAM;80;27;Watford;PC
Lucas Torró;Spain;CDM|CM;73;26;Eintracht Frankfurt;PC
Gabriel;Brazil;CDM|CM;80;26;SL Benfica;PC
Davide Adorni;Italy;CB;70;27;Cittadella;PC
Lars Veldwijk;South Africa;ST;68;28;Jeonbuk Hyundai Motors;PC
Federico Andrada;Argentina;ST|RM;68;26;Club Atlético Aldosivi;PC
Michael Frey;Switzerland;ST;72;26;1. FC Nürnberg;PC
Berat Djimsiti;lbania;CB;75;27;Atalanta;PC
Levent Gülen;Switzerland;RB|LB|CB;67;26;Kayserispor;PC
Jon Guthrie;England;CB;65;28;Livingston FC;PC
Kim Kyung Jung;Korea Republic;LB|LM|LW;63;29;Gangwon FC;PC
Petros Mantalos;Greece;LM|CAM;75;28;AEK Athens;PC
Amir Kurdi;Saudi Arabia;RB;65;28;Al Hilal;PC
Andreas Samaris;Greece;CDM|CM;77;31;SL Benfica;PC
Paul Keita;Senegal;CDM|CM;63;28;Waasland-Beveren;PC
Lukas Spendlhofer;Austria;CB;70;27;SK Sturm Graz;PC
Anastasios Bakasetas;Greece;ST|RM|CAM;73;27;Alanyaspor;PC
Samuele Longo;Italy;ST;69;28;Venezia;PC
Dimitrios Kourmpelis;Greece;CB|CDM|CM;74;26;Panathinaikos FC;PC
Bryan Cristante;Italy;CDM|CM|CAM;78;25;Roma;PC
Romain Saïss;Morocco;CB|CM;78;30;Wolverhampton Wanderers;PC
Kent-Are Antonsen;Norway;CB|CM;64;25;Tromsø IL;PC
Maxim Belyaev;Russia;CB;72;28;Free Agents;PC
Alex Gilbey;England;CM|CAM;66;25;Milton Keynes Dons;PC
Moon Chang Jin;Korea Republic;RM|CM|CAM;64;27;Sangju Sangmu FC;PC
Mariusz Stepinski;Poland;ST;72;25;Hellas Verona;PC
Simone Branca;Italy;CDM|CM|CAM;68;28;Cittadella;PC
Andreas Blomqvist;Sweden;CDM|CM;64;28;IFK Norrköping;PC
Pierre-Yves Polomat;France;LB;69;26;Gençlerbirligi SK;PC
Adnan Januzaj;Belgium;RM|RW;80;25;Real Sociedad;PC
Emre Can;Germany;CDM|CM;82;26;Borussia Dortmund;PC
Jonas Hector;Germany;LB|CDM;78;30;1. FC Köln;PC
Lukas Kübler;Germany;RB;71;27;Sport-Club Freiburg;PC
Marek Koziol;Poland;GK;60;32;Korona Kielce;PC
Oumar Niasse;Senegal;ST;72;30;Everton;PC
Clinton Mata;Angola;RB|CB|RM;77;27;Club Brugge KV;PC
Erik Zenga;Germany;CDM|LM|CM;67;27;SV Sandhausen;PC
Mohammed Saeid;Eritrea;LM|CM|LW;66;29;IK Sirius;PC
Gbenga Arokoyo;Nigeria;CB;62;27;Kalmar FF;PC
Andrew Wooten;United States;ST;72;30;Philadelphia Union;PC
Marius Müller;Germany;GK;74;27;FC Luzern;PC
Giancarlo González;Costa Rica;CB;73;32;LA Galaxy;PC
Harlem Gnohéré;France;ST;72;32;Fotbal Club FCSB;PC
Yannick Carrasco;Belgium;LM;83;26;Atlético Madrid;PC
Saúl;Spain;LB|LM|CM;85;25;Atlético Madrid;PC
Matteo Ricci;Italy;CM;69;26;La Spezia;PC
Tom Pettersson;Sweden;LB|CB;67;30;FC Cincinnati;PC
Magnus Eriksson;Sweden;RM|CM|CAM;70;30;San Jose Earthquakes;PC
Emil Forsberg;Sweden;LM|CAM;81;28;RB Leipzig;PC
Christophe Hérelle;France;RB|CB;77;27;OGC Nice;PC
Andreas Pereira;Brazil;RM|CAM;76;24;Manchester United;PC
Robin Quaison;Sweden;ST|LM|CAM;76;26;1. FSV Mainz 05;PC
Choi Sung Geun;Korea Republic;CDM|CM;68;29;Suwon Samsung Bluewings;PC
Adama Sarr;Senegal;ST|RM|LM;64;29;Paris FC;PC
Mitchell Dijks;Netherlands;LB|LM;72;27;Bologna;PC
Marten de Roon;Netherlands;CM;78;29;Atalanta;PC
Robin Pröpper;Netherlands;CB;68;26;Heracles Almelo;PC
Fabian Holland;Germany;LB;70;30;SV Darmstadt 98;PC
Ioan Filip;Romania;CDM;64;31;Fotbal Club Dinamo Bucure?ti;PC
Zhou Dingyang;Chinese Taipei;CM;66;26;Henan Jianye FC;PC
Roberto Puncec;Croatia;CB;68;28;Sporting Kansas City;PC
Marlon de Jesús;Ecuador;ST|RW;64;28;Club Deportivo El Nacional;PC
Munas Dabbur;Israel;ST;80;28;TSG 1899 Hoffenheim;PC
Josecarlos Van Rankin;Mexico;RWB|RB|RW;71;27;Santos Laguna;PC
Roman Zozulya;Ukraine;ST;72;30;Albacete BP;PC
Dani Barrio;Spain;GK;70;33;CD Numancia;PC
Thomas Foket;Belgium;RB;75;25;Stade de Reims;PC
Alejandro Guido;United States;CM;65;26;LAFC;PC
Hiroki Sakai;Japan;RB|LB;77;30;Olympique de Marseille;PC
Frédéric Brillant;France;CB;68;35;D.C. United;PC
Hör?ur Magnússon;Iceland;LB|CB;74;27;PFC CSKA Moscow;PC
Gustavo Campanharo;Brazil;CDM|CM;73;28;Kayserispor;PC
Alfie Mawson;England;CB;71;26;Fulham;PC
Alfred Duncan;Ghana;CM;75;27;Fiorentina;PC
Aaron Schoenfeld;United States;ST;64;30;Minnesota United FC;PC
Luke Conlan;Northern Ireland;LB|LWB|LW;58;25;Morecambe;PC
Andy Rose;Australia;CB|CDM|CM;66;30;Vancouver Whitecaps FC;PC
Peter Ankersen;Denmark;RB|RM;72;29;Genoa;PC
Mathias Dyngeland;Norway;GK;64;24;IF Elfsborg;PC
Filip Kostic;Serbia;LWB|LM|LW;83;27;Eintracht Frankfurt;PC
Fredrik Torsteinbø;Norway;RB|CM;64;29;Viking FK;PC
Zymer Bytyqi;Kosovo;RW;65;23;Viking FK;PC
Axel Ngando;France;CM|CAM;68;27;AJ Auxerre;PC
Kolja Pusch;Germany;LM|CM|CAM;66;27;FC Admira Wacker Mödling;PC
Marky Delgado;United States;CDM|CM;69;25;Toronto FC;PC
Andrea Belotti;Italy;ST;82;26;Torino;PC
Hjörtur Hermannsson;Iceland;CB;67;25;Brøndby IF;PC
Martín Mantovani;Argentina;CB;69;36;UD Las Palmas;PC
Fullana;Spain;CDM|CM;65;30;SD Ponferradina;PC
Alan Uryga;Poland;CB;66;26;Wisla Plock;PC
Christopher Jullien;France;CB;76;27;Celtic;PC
Lucas Vázquez;Spain;RM|RW;80;29;Real Madrid;PC
Omar Mascarell;Spain;CDM|CM;79;27;FC Schalke 04;PC
Óscar Plano;Spain;RM|LM|CAM;75;29;R. Valladolid CF;PC
Rubén Sobrino;Spain;ST|RM;77;28;Valencia CF;PC
Dominik Furman;Poland;CDM|CM;70;28;Wisla Plock;PC
Filip Starzynski;Poland;CM|CAM;70;29;Zaglebie Lubin;PC
Marc Lais;Germany;CDM|CM;65;29;SSV Jahn Regensburg;PC
Rober Correa;Spain;RB;69;27;SD Eibar;PC
Jordan Moore-Taylor;England;CB;67;26;Milton Keynes Dons;PC
Bruninho;Brazil;LB;65;26;Desportivo das Aves;PC
David Henen;Togo;LM|LW;67;24;Sporting Charleroi;PC
Hakim Ziyech;Morocco;CAM|RW;86;27;Ajax;PC
Tony Watt;Scotland;ST;67;26;Motherwell;PC
Nick Fitzgerald;Australia;RM|LM;60;28;Newcastle Jets;PC
Robin Himmelmann;Germany;GK;69;31;FC St. Pauli;PC
Christian Dobnik;Austria;GK;63;34;Wolfsberger AC;PC
Cammy Smith;Scotland;CM|CAM;64;24;Dundalk;PC
Danny Blum;Germany;LM|LW;73;29;VfL Bochum 1848;PC
Philipp Kühn;Germany;GK;70;27;VfL Osnabrück;PC
Sadio Mané;Senegal;LW;90;28;Liverpool;PC
Julian Schauerte;Germany;RWB|RB|RW;65;32;SC Preußen Münster;PC
Enrico Valentini;Germany;RWB|RB|LB|RW;70;31;1. FC Nürnberg;PC
Cosmin Matei;Romania;CAM|RW;66;28;Fotbal Club Viitorul Constan?a;PC
Ryan Edwards;England;CB;65;26;Blackpool;PC
Zlatan Alomerovic;Serbia;GK;65;29;Lechia Gdansk;PC
Will Vaulks;Wales;CDM|CM;71;26;Cardiff City;PC
Garry Buckley;Republic of Ireland;CM|CAM;62;26;Sligo Rovers;PC
Florian Stritzel;Germany;GK;63;26;SV Darmstadt 98;PC
Óliver Torres;Spain;CM|LW;78;25;Sevilla FC;PC
Nicolò Manfredini;Italy;GK;66;32;Benevento;PC
Wouter Marinus;Netherlands;LM|CAM;63;25;FC Emmen;PC
Mickey van der Hart;Netherlands;GK;67;26;Lech Poznan;PC
Adrien Thomasson;France;CM|CAM;78;26;RC Strasbourg Alsace;PC
Zakaria Bakkali;Belgium;CF|RW|LW;69;24;RSC Anderlecht;PC
Luke Gambin;Malta;LM|CAM;63;27;Colchester United;PC
Morgan Fox;Wales;LB|LWB|LW;68;26;Sheffield Wednesday;PC
Quincy Promes;Netherlands;CAM|LW;83;28;Ajax;PC
Malvind Benning;England;LB|LWB|LW;64;26;Mansfield Town;PC
George Williams;Wales;ST|LM;63;24;Forest Green Rovers;PC
Jonte Smith;Bermuda;ST;57;26;Cheltenham Town;PC
Marcos Júnior;Brazil;CAM;74;27;Yokohama F·Marinos;PC
Jamie Vardy;England;ST;86;33;Leicester City;PC
Youssouf M'Changama;Comoros;CM|CAM;71;29;En Avant Guingamp;PC
Kieron Morris;England;RM;64;26;Tranmere Rovers;PC
Quentin Bernard;France;LB;70;31;AJ Auxerre;PC
Frédéric Bong;Cameroon;CB;66;33;Valenciennes FC;PC
Johan Gastien;France;CDM;70;32;Clermont Foot 63;PC
Jimmy Giraudon;France;CB;71;28;ESTAC Troyes;PC
Alassane Ndiaye;France;RM|LM|CAM;65;29;Clermont Foot 63;PC
Sam Byram;England;RB|LB;72;26;Norwich City;PC
Filip Bednarek;Poland;GK;68;27;SC Heerenveen;PC
Daniel Lukasik;Poland;CDM;68;29;MKE Ankaragücü;PC
Omar Hawsawi;Saudi Arabia;CB;68;34;Al Nassr;PC
Mohammed Al Sahlawi;Saudi Arabia;ST;65;33;Al Taawoun;PC
Khalid Ahmed Al Ghamdi;Saudi Arabia;RB;65;32;Al Faisaly;PC
Nathan Aké;Netherlands;CB;80;25;AFC Bournemouth;PC
Hussain Omar Sulaimani;Saudi Arabia;LB;63;43;Al Ahli;PC
Nathaniel Knight-Percival;England;CB;64;33;Carlisle United;PC
Nawaf Al Abed;Saudi Arabia;RM|LM|CAM;71;30;Al Hilal;PC
Mohammed Al Qarni;Saudi Arabia;CDM;61;30;Al Wehda;PC
Khaled Sharahili;Saudi Arabia;GK;64;33;Damac FC;PC
Harrison Henao;Colombia;CDM;66;33;Atlético Huila;PC
Ahmed Hassan Asiri;Saudi Arabia;CB;66;28;Al Taawoun;PC
Fawaz Al Qarni;Saudi Arabia;GK;66;28;Al Ittihad;PC
Hattan Bahebri;Saudi Arabia;RM|LM;68;28;Al Hilal;PC
Oliver Hein;Germany;RB|CDM;64;30;SSV Jahn Regensburg;PC
Jim-Patrick Müller;Germany;RM|LM;65;30;SpVgg Unterhaching;PC
Hussain Abdoh Shaian;Saudi Arabia;GK;61;31;Al Taawoun;PC
Freddie Ladapo;England;ST|RW;67;27;Rotherham United;PC
Saleh Saad Al Qumayzi;Saudi Arabia;RB;63;28;Ettifaq FC;PC
Saeed Al Dosari;Saudi Arabia;RM;59;29;Al Fateh;PC
Drey Wright;England;RM;66;25;St. Johnstone FC;PC
Sayouba Mandé;Ivory Coast;GK;63;27;Odense Boldklub;PC
Luis Cardozo;Paraguay;RB|CB;71;31;Club Libertad;PC
Ahmed Ali Al Kassar;Saudi Arabia;GK;62;29;Al Faisaly;PC
David Moberg Karlsson;Sweden;RM|LM;73;26;Sparta Praha;PC
Majed Hazazi;Saudi Arabia;RB|LB;60;32;Damac FC;PC
