name;nationality;position;overall;age;real_team;device
Nicolas Wähling;Germany;RB|RM;59;22;SSV Jahn Regensburg;PC
Ahmed Barman;United Arab Emirates;CDM;68;26;Al Ain FC;PC
Jeon Jong Hyeok;Korea Republic;GK;57;24;Seongnam FC;PC
Chen Kerui;China PR;ST|CM|CAM;57;24;Shandong Luneng TaiShan FC;PC
Tobias Raschl;Germany;CDM;62;20;Borussia Dortmund;PC
Dmitriy Rybchinskiy;Russia;RM|CM;59;21;Lokomotiv Moscow;PC
Diedie Traore;France;LB;58;21;LA Galaxy;PC
André Almeida;Portugal;CM;64;20;Vitória Guimarães;PC
Daiki Matsuoka;Japan;RM|CM;61;19;Sagan Tosu;PC
Njabulo Blom;South Africa;CB|CDM;61;20;Kaizer Chiefs;PC
Andrés Arroyo;Colombia;RM;59;18;Deportivo Cali;PC
Anthony Glennon;England;LB|CB;60;20;Grimsby Town;PC
Ethan Zubak;United States;ST;59;22;LA Galaxy;PC
Vincent Gembalies;Germany;CB;61;20;MSV Duisburg;PC
Yohan Baret;France;CB;59;19;En Avant Guingamp;PC
Louis Carnot;France;CM|CAM;62;19;En Avant Guingamp;PC
Kyle John;England;RB|RM;62;19;Everton;PC
Izaack Powell;Australia;LB;58;18;Brisbane Roar;PC
Olivier Deman;Belgium;CAM|CF|LW;60;20;KSV Cercle Brugge;PC
Rodrigo González;Argentina;RB;60;20;Rosario Central;PC
Jhon Córdoba;Colombia;RM;59;20;Atlético Huila;PC
Juan Manuel Cuesta;Colombia;LM;60;18;Independiente Medellín;PC
Jaime Seoane;Spain;CM;66;23;CD Lugo;PC
Giovanni González;Uruguay;RB|LB|RM;72;25;Club Atlético Peñarol;PC
Morgan Williams;England;CB;58;20;Coventry City;PC
Nico Schlotterbeck;Germany;CB;66;20;Sport-Club Freiburg;PC
Josh Nisbet;Australia;CDM;57;21;Central Coast Mariners;PC
Michael Olise;France;CM|CAM;65;18;Reading;PC
Thierry Correia;Portugal;RB|LB;71;21;Valencia CF;PC
Aaron Rowe;England;RM|RW;58;19;Huddersfield Town;PC
Christoph Halper;Austria;LM|CM|CAM;63;22;SV Mattersburg;PC
Robinho;Portugal;CF|RW;65;22;Belenenses;PC
Bruno Guimarães;Brazil;CDM|CM;77;22;Olympique Lyonnais;PC
Moctar El Hacen;Mauritania;CDM|CM;67;22;CD Lugo;PC
Byron Nieto;Chile;RB;62;22;CD Antofagasta;PC
Adam Gnezda Cerin;Slovenia;CM;62;21;1. FC Nürnberg;PC
Keita Takahata;Japan;CB|LWB|LM|LW;59;19;Oita Trinita;PC
Jørgen Olsen Øveraas;Norway;RB|CB;58;30;Ranheim Fotball;PC
Nail Umyarov;Russia;CDM|CM;68;20;Spartak Moscow;PC
Rasmus Karjalainen;Finland;ST|RM;63;24;Fortuna Sittard;PC
Robbe Quirynen;Belgium;RB|LB;63;18;Royal Antwerp FC;PC
Nando Nöstlinger;Belgium;CM|CAM;61;22;RKC Waalwijk;PC
Cristóbal Marín;Chile;CM;58;26;Audax Italiano;PC
Diego Valdez;Paraguay;CDM|LM|CM;69;26;Club Sol de América;PC
Juan Escobar;Paraguay;RB|CB;70;25;Cruz Azul;PC
Rubén Cordano;Bolivia;GK;68;21;Club Social Cultural y Deportivo Blooming;PC
Saúl Torres;Bolivia;RB;64;30;Free Agents;PC
Adrián Jusino;Bolivia;CB|CDM;65;28;Club Bolívar;PC
Ramiro Vaca;Bolivia;RM|LM|CAM;67;21;Free Agents;PC
Davide Merola;Italy;ST|CF|LW;59;20;Empoli;PC
Sebastiano Esposito;Italy;ST;67;18;Inter;PC
Linas Klimavicius;Lithuania;CB;66;31;Fotbal Club Politehnica Ia?i;PC
Ionu? Balaur;Romania;CB;64;31;Fotbal Club Voluntari;PC
Cosmin Achim;Romania;CB;58;24;Fotbal Club Voluntari;PC
Alexandru Rau?a;Romania;CDM;64;28;Fotbal Club Dinamo Bucure?ti;PC
Mihai Capa?îna;Romania;CM|CAM|RW;65;24;Fotbal Club Voluntari;PC
Ion Gheorghe;Romania;RM|LM|CAM;67;20;Fotbal Club Voluntari;PC
Lewis Miller;Australia;RB|CB;57;19;Central Coast Mariners;PC
Andrew Russell;Hong Kong;CB;67;32;Hebei China Fortune FC;PC
Sofiane Bouzian;Belgium;GK;59;20;KV Mechelen;PC
Gaétan Bosiers;Belgium;CM|CAM;58;21;KV Mechelen;PC
Santiago Moreno;Colombia;RM|LM|LW;60;20;América de Cali;PC
William Togui;Ivory Coast;ST;68;23;KV Mechelen;PC
Doru Popadiuc;Romania;LM;63;25;Fotbal Club Politehnica Ia?i;PC
Alexandru Tudorie;Romania;ST;65;24;Fotbal Club Voluntari;PC
Adrian Balan;Romania;ST;62;30;Asocia?ia Fotbal Club Hermannstadt;PC
Catalin Straton;Romania;GK;62;30;Fotbal Club Dinamo Bucure?ti;PC
Alin Dobrosavlevici;Romania;CB;61;25;Asocia?ia Fotbal Club Hermannstadt;PC
?tefan Vladoiu;Romania;RB;64;21;U Craiova 1948 Club Sportiv;PC
Gabriel Simion;Romania;CDM|CM;65;22;Asocia?ia Fotbal Club Astra Giurgiu;PC
Aymen Souda;France;LM|CAM;60;27;Livingston FC;PC
Daniel Benzar;Romania;RW;61;22;Fotbal Club Voluntari;PC
Andrei Cristea;Romania;GK;57;20;Clubul Sportiv Gaz Metan Media?;PC
Ionu? Larie;Romania;CB;67;33;Clubul Sportiv Gaz Metan Media?;PC
Razvan Trif;Romania;LB;59;22;Clubul Sportiv Gaz Metan Media?;PC
Sorin Bu?u;Romania;LB;64;31;Asocia?ia Fotbal Club Hermannstadt;PC
Valentin Cre?u;Romania;RB|RM;69;31;Fotbal Club FCSB;PC
Marian Plea?ca;Romania;RB;64;30;Clubul Sportiv Gaz Metan Media?;PC
Roberto Romeo;Italy;RB|RM;63;30;Clubul Sportiv Gaz Metan Media?;PC
Paul Costea;Romania;LM|CM;57;21;Clubul Sportiv Gaz Metan Media?;PC
Darius Olaru;Romania;CM|RW;68;22;Fotbal Club FCSB;PC
Antoni Ivanov;Bulgaria;CM|CAM;66;24;U Craiova 1948 Club Sportiv;PC
Catalin Cabuz;Romania;GK;68;24;Fotbal Club Viitorul Constan?a;PC
Toma Niga;Romania;GK;57;22;Fotbal Club FCSB;PC
Ionu? Stoica;Romania;CB;61;32;Asocia?ia Fotbal Club Hermannstadt;PC
Daniel Tatar;Romania;RB|LB;62;32;Asocia?ia Fotbal Club Hermannstadt;PC
Lucian Dumitriu;Romania;CM|CAM;63;27;Asocia?ia Fotbal Club Hermannstadt;PC
Razvan Dâlbea;Romania;CDM;64;38;Asocia?ia Fotbal Club Hermannstadt;PC
Petri?or Petrescu;Romania;RM;66;27;Asocia?ia Fotbal Club Hermannstadt;PC
Eduard Pap;Romania;GK;65;26;Fotbal Club Boto?ani;PC
Andrei Miron;Romania;CB;69;26;Fotbal Club FCSB;PC
Andrei Burca;Romania;CB;72;27;CFR Cluj;PC
Andrei Chindri?;Romania;CB;69;21;Fotbal Club Boto?ani;PC
Andrei Pi?ian;Romania;CB;62;24;AFC Chindia Târgovi?te;PC
Andrei Patache;Romania;RB;63;32;Fotbal Club Boto?ani;PC
Jonathan Rodríguez;Argentina;CDM|CM;71;30;Fotbal Club Boto?ani;PC
Enriko Papa;lbania;CDM|CM;65;27;Fotbal Club Boto?ani;PC
Loránd Fülöp;Romania;CM|CAM;65;23;Sepsi OSK Sfântu Gheorghe;PC
Marian Târ?a;Romania;CDM|CM;57;22;Fotbal Club Boto?ani;PC
Razvan Andronic;Romania;ST|RM;59;20;CFR Cluj;PC
Catalin Golofca;Romania;RW|LW;70;30;CFR Cluj;PC
Andrei Vlad;Romania;GK;67;21;Fotbal Club FCSB;PC
Bogdan Planic;Serbia;CB;72;28;Fotbal Club FCSB;PC
Iulian Cristea;Romania;CB|CDM;69;26;Fotbal Club FCSB;PC
Marko Momcilovic;Serbia;LB|CB|LM;66;33;Fotbal Club FCSB;PC
Lucian Filip;Romania;LB|CB|CDM;68;29;Fotbal Club FCSB;PC
Victor Rîmniceanu;Romania;GK;63;30;Fotbal Club Voluntari;PC
Razvan Gradinaru;Romania;RB|RM|CAM;64;24;Fotbal Club Politehnica Ia?i;PC
Adrian Rus;Romania;CB|CDM;66;24;Free Agents;PC
Florin ?tefan;Romania;LB|LM;68;24;Sepsi OSK Sfântu Gheorghe;PC
Calin Popescu;Romania;RM|CM;57;18;Sepsi OSK Sfântu Gheorghe;PC
Gabriel Va?vari;Romania;CDM|CM;68;33;Sepsi OSK Sfântu Gheorghe;PC
Andrei Sîntean;Romania;ST|RM;58;21;Asocia?ia Fotbal Club Hermannstadt;PC
Claudiu Petrila;Romania;RW|LW;61;19;CFR Cluj;PC
Roberto Carlos Fernández;Bolivia;LB;61;21;Club Bolívar;PC
Santiago Arzamendia;Paraguay;LB;68;22;Free Agents;PC
Lauren?iu Popescu;Romania;GK;62;23;U Craiova 1948 Club Sportiv;PC
Ovidiu Bic;Romania;CDM|CM;65;26;AFC Chindia Târgovi?te;PC
Stephan Draghici;Romania;RM|LM;65;22;Clubul Sportiv Gaz Metan Media?;PC
Valentin Mihaila;Romania;LW;69;20;U Craiova 1948 Club Sportiv;PC
Cristi Barbu?;Romania;RW;68;25;U Craiova 1948 Club Sportiv;PC
Raoul Baicu;Romania;ST|RM|LW;57;20;Asocia?ia Fotbal Club Astra Giurgiu;PC
Moha;Morocco;RM|LM;68;21;CD Numancia;PC
Javi Navarro;Spain;LM|LW;64;23;SD Ponferradina;PC
Denis Rusu;Moldova;GK;66;29;Fotbal Club Politehnica Ia?i;PC
?tefan Târnovanu;Romania;GK;60;20;Fotbal Club Politehnica Ia?i;PC
Marius Mihalache;Romania;CB|CDM;63;35;Fotbal Club Politehnica Ia?i;PC
Ionu? Pan?îru;Romania;LB|LM;69;24;Fotbal Club FCSB;PC
Andrei Sin;Romania;LB;67;28;Fotbal Club Dinamo Bucure?ti;PC
David Lazar;Romania;GK;68;28;Asocia?ia Fotbal Club Astra Giurgiu;PC
Constantin Dima;Romania;LB|CB;65;21;Asocia?ia Fotbal Club Astra Giurgiu;PC
Risto Radunovic;Montenegro;LB|LM;70;28;Asocia?ia Fotbal Club Astra Giurgiu;PC
Andrei Tru?escu;Romania;LB;60;21;Asocia?ia Fotbal Club Astra Giurgiu;PC
Claudiu Belu-Iordache;Romania;RB|RM;65;26;Fotbal Club Voluntari;PC
Filip Mrzljak;Croatia;CDM;68;27;Fotbal Club Dinamo Bucure?ti;PC
Nelu? Ro?u;Romania;CDM|CM;67;27;Clubul Sportiv Gaz Metan Media?;PC
Romário Pires;Brazil;CDM|CM;66;31;Asocia?ia Fotbal Club Hermannstadt;PC
Ionu? Biceanu;Romania;CDM|CM;64;26;Asocia?ia Fotbal Club Astra Giurgiu;PC
Árpád Tordai;Romania;GK;61;23;Fotbal Club Viitorul Constan?a;PC
Virgil Ghi?a;Romania;CB;68;22;Fotbal Club Viitorul Constan?a;PC
Bradley de Nooijer;Netherlands;LB;68;22;Fotbal Club Viitorul Constan?a;PC
Radu Boboc;Romania;RB|LB;67;21;Fotbal Club Viitorul Constan?a;PC
Paul Iacob;Romania;CB|CDM;67;24;Fotbal Club Viitorul Constan?a;PC
Andrei Artean;Romania;CB|CDM|CM;67;26;Fotbal Club Viitorul Constan?a;PC
Ionut Vîna;Romania;CM|CAM|RW;67;25;Fotbal Club FCSB;PC
Alexandru Ma?an;Romania;LM|CAM|LW;67;20;Fotbal Club Voluntari;PC
Carlo Casap;Romania;CM;62;21;Fotbal Club Viitorul Constan?a;PC
Andrei Ciobanu;Romania;CM;66;22;Fotbal Club Viitorul Constan?a;PC
Alexi Pitu;Romania;LW;60;18;Fotbal Club Viitorul Constan?a;PC
George Ganea;Romania;ST|LW;64;21;Fotbal Club Viitorul Constan?a;PC
Félix Tomi;France;ST|CAM;58;19;Athlétic Club Ajaccio;PC
Stelios Kokovas;Greece;LB;57;19;VfL Bochum 1848;PC
Andrés Catalán;Mexico;LB|CB;58;19;Monarcas Morelia;PC
Jesús Gómez;Mexico;LB;57;18;Club Atlas;PC
Diego González;Chile;CM;60;21;CD O'Higgins;PC
Park Jung In;Korea Republic;CAM;57;19;Ulsan Hyundai Horang-i;PC
César Haydar;Colombia;CB;61;19;Junior FC;PC
Assil Jaziri;Tunisia;LW;63;20;OGC Nice;PC
Herman Moussaki;Congo;ST|RW;62;21;Stade Malherbe Caen;PC
Yoel Juárez;Argentina;LW;59;18;Club Atlético Aldosivi;PC
Zubimendi;Spain;CM;61;21;Real Sociedad;PC
Michal Karbownik;Poland;LB|CM;64;19;Legia Warszawa;PC
Murat Cem Akpinar;Turkey;CDM|CM;65;21;Trabzonspor;PC
Andrei Ra?iu;Romania;RB;62;22;Villarreal CF;PC
Davide Bettella;Italy;CB;64;20;Pescara;PC
Nassim Boujellab;Morocco;CM|CAM;65;21;FC Schalke 04;PC
Igor Levchenko;Ukraine;GK;60;29;AFC Eskilstuna;PC
Valentino Yuel;South Sudan;ST|RW|LW;59;25;Western United FC;PC
Song Min Kyu;Korea Republic;LM|CAM;60;20;Pohang Steelers;PC
Juan Camilo Portilla;Colombia;CM;57;21;Alianza Petrolera;PC
Valentin Antov;Bulgaria;CB|CDM;62;19;Free Agents;PC
Martin Minchev;Bulgaria;ST|RM;63;19;Free Agents;PC
Elias Ramírez;Spain;GK;62;21;RCD Mallorca;PC
Marko Dira;Croatia;LB|CDM;66;21;Dinamo Zagreb;PC
Konstantin Maradishvili;Russia;CDM|CM;61;20;PFC CSKA Moscow;PC
Pavel Maslov;Russia;RB|LB|CM;61;20;Spartak Moscow;PC
Ilya Gaponov;Russia;CB;63;22;Spartak Moscow;PC
Mu Pengfei;China PR;GK;57;31;Beijing Renhe FC;PC
Jonas Carls;Germany;LB|LWB|LW;62;23;Fußballclub Viktoria Köln 1904 e.V.;PC
Hernán López;Argentina;CAM;63;19;River Plate;PC
Mazire Soula;France;RM;59;22;Angers SCO;PC
Eduardo Camavinga;France;CM;75;17;Stade Rennais FC;PC
Thore Pedersen;Norway;LB|LM;63;23;FK Haugesund;PC
Sebastian Soto;United States;ST;60;20;Hannover 96;PC
Sebastián Galani;Chile;CM;67;22;Universidad de Chile;PC
Sebastián Cabrera;Chile;LB;65;22;CD Palestino;PC
Sacha Boey;France;RB;64;19;Stade Rennais FC;PC
Taylor Allen;England;ST|RW;57;20;Forest Green Rovers;PC
Oliver Petersen;Norway;GK;57;18;Molde FK;PC
Abdulaziz Al Shahrani;Saudi Arabia;CAM|RW;60;25;Damac FC;PC
Justin Neiß;Germany;RM|LM;59;20;Hannover 96;PC
Jacob Samnik;United States;GK;59;19;Hobro IK;PC
Isaac Atanga;Ghana;ST|RW;64;20;FC Nordsjælland;PC
Eduardo Del Ángel;Mexico;CDM;60;20;Monarcas Morelia;PC
José Plascencia;Mexico;CM;59;21;Club Necaxa;PC
Jorge Rengifo;Colombia;ST;58;23;Millonarios FC;PC
Ilia Gruev;Bulgaria;CDM|LM;61;20;SV Werder Bremen;PC
Roberto Piccoli;Italy;ST;64;19;Atalanta;PC
Gustavo Assunção;Brazil;CDM;74;20;Futebol Clube de Famalicão;PC
Alexandre Ippolito;Belgium;ST;59;21;Royal Excel Mouscron;PC
Mikael Johnsen;Norway;ST|CAM;58;20;Rosenborg BK;PC
Jérémy Corinus;France;CB|CDM;60;23;Athlétic Club Ajaccio;PC
Zourdine Thior;Senegal;RW;64;23;Real Sociedad;PC
Francisc Cristea;Romania;CAM;59;19;Fotbal Club Politehnica Ia?i;PC
Daniel Hanslik;Germany;ST|RW|LW;64;23;FC Hansa Rostock;PC
Luis Ni?u;Romania;ST|RW;59;19;U Craiova 1948 Club Sportiv;PC
Miguel Marí;Spain;CDM|CM|CAM;64;23;SD Eibar;PC
Ludovic Le Pennec;France;GK;57;19;US Orléans Loiret Football;PC
Ian Maatsen;Netherlands;RB|LB|CB;58;18;Chelsea;PC
Johannes Handl;Austria;CB;63;22;FK Austria Wien;PC
Tino Anjorin;England;CM|CAM;58;18;Chelsea;PC
José García;Mexico;CDM;61;22;Tigres U.A.N.L.;PC
Samir Chergui;France;CB|CM;57;21;AJ Auxerre;PC
Diant Ramaj;Germany;GK;59;18;1. FC Heidenheim 1846;PC
Nathan Collins;Republic of Ireland;CB;63;19;Stoke City;PC
Jung Hoon Sung;Korea Republic;RM;63;26;Ulsan Hyundai Horang-i;PC
Lee Soo Bin;Korea Republic;CDM|CM;59;20;Jeonbuk Hyundai Motors;PC
Dawid Szot;Poland;CB;57;19;Wisla Kraków;PC
Daniel Quiñones;Colombia;RB;65;21;América de Cali;PC
Naoufal Bannis;Netherlands;ST;61;18;Feyenoord;PC
Mateusz Skrzypczak;Poland;CB|CDM;57;19;Lech Poznan;PC
Brahima Doukansy;France;CB|CDM;59;20;Chamois Niortais Football Club;PC
Jara;Spain;GK;61;21;CD Numancia;PC
Ariel Uribe;Chile;CAM;62;21;CD Antofagasta;PC
Daniel Aguilar;Mexico;LB;58;22;Club Atlas;PC
Dani Vivian;Spain;CB;65;21;Athletic Club;PC
Yesid Diaz;Colombia;CDM|CM;60;23;Independiente Medellín;PC
Edwin Mosquera;Colombia;LM;58;19;Independiente Medellín;PC
Bryan Mendoza;Mexico;CF|RW;64;22;U.N.A.M.;PC
Zakaria Aboukhlal;Netherlands;RW|LW;67;20;AZ;PC
Cristian Cedrés;Spain;RM|LM;67;24;UD Las Palmas;PC
Eric Junior Dina Ebimbe;France;RM|CM;66;19;Havre Athletic Club;PC
Bilal Benkhedim;France;RM|CAM;63;19;AS Saint-Étienne;PC
Jan Just;Germany;RB|CB;57;23;Sportverein Waldhof Mannheim 07 e.V.;PC
Jesse Weißenfels;Germany;ST;57;28;Sportverein Waldhof Mannheim 07 e.V.;PC
Mete Çelik;Turkey;LB|LM;60;23;Sportverein Waldhof Mannheim 07 e.V.;PC
Alexandre Phliponeau;France;CDM|CM;64;20;Olympique de Marseille;PC
Catalin Itu;Romania;CM;63;20;CFR Cluj;PC
Roberto Malaele;Romania;CAM;57;17;Fotbal Club Viitorul Constan?a;PC
Jacob Greaves;England;CB;62;19;Cheltenham Town;PC
Loïc Mbe Soh;France;CB;68;19;Paris Saint-Germain;PC
Arthur Zagré;France;LB;65;18;AS Monaco Football Club SA;PC
Cheikh Niasse;Senegal;CB|CDM;64;20;LOSC Lille;PC
Louis Munteanu;Romania;ST;59;18;Fotbal Club Viitorul Constan?a;PC
Benjamin Cabango;Wales;CB;61;20;Swansea City;PC
Ibrahim Karamoko;France;CM;57;19;Chievo Verona;PC
Wesley Fofana;France;CB|CDM;67;19;AS Saint-Étienne;PC
Valeriy Bondar;Ukraine;CB;65;21;Shakhtar Donetsk;PC
Juan Castro;Mexico;LM|CAM;64;28;Club Atlético de San Luis;PC
Sergej Grubac;Montenegro;ST;59;20;Chievo Verona;PC
Paulino;Spain;RM|CAM;64;23;D. Alavés;PC
Matthew Warburton;England;CAM;57;28;Northampton Town;PC
Jack Iredale;Australia;LB;58;24;Carlisle United;PC
Juan Pablo Patiño;Colombia;CDM;58;21;Cúcuta Deportivo;PC
Michee Ngalina;DR Congo;ST|RW;61;20;Philadelphia Union;PC
Gustav Isaksen;Denmark;LM|LW;60;19;FC Midtjylland;PC
Gassan Ahadme;Morocco;ST;59;19;Norwich City;PC
Yushi Hasegawa;Japan;CDM|CM;64;23;Oita Trinita;PC
Joachim Carcela-González;Belgium;CAM;59;20;Standard de Liège;PC
Jesús Fortes;Spain;RB;64;23;UD Las Palmas;PC
Thibault Jaques;France;CB;68;32;FC Chambly Oise;PC
Judicaël Crillon;France;LB|LWB|LW;62;31;FC Chambly Oise;PC
Anthony Soubervie;France;RWB|RM|RW;63;36;FC Chambly Oise;PC
John Popelard;France;LM|CM;59;34;FC Chambly Oise;PC
Christian Conteh;Germany;LM|RW|LW;63;20;FC St. Pauli;PC
Malcolm Barcola;Togo;GK;58;21;Olympique Lyonnais;PC
Pierre Ruffaut;France;CM|CAM;66;33;Rodez Aveyron Football;PC
Jannes Van Hecke;Belgium;CAM;58;18;SV Zulte Waregem;PC
Jon Mellish;England;CB;57;22;Carlisle United;PC
Ugo Bonnet;France;ST;68;26;Rodez Aveyron Football;PC
Matthieu Guerbert;France;LM|CM;63;28;Rodez Aveyron Football;PC
Jérémy Mellot;France;RB;68;26;En Avant Guingamp;PC
Aurélien Tertereau;France;CM;66;29;Rodez Aveyron Football;PC
Alexis Peyrelade;France;RWB|LWB|RW|LW;58;23;Rodez Aveyron Football;PC
Joris Chougrani;France;CB|LWB|LW;64;29;Rodez Aveyron Football;PC
Pierre Bardy;France;CB;66;27;Rodez Aveyron Football;PC
Hugo Garcia;France;CM|CAM;57;22;Rodez Aveyron Football;PC
Timothé Nkada;France;ST;60;21;Stade de Reims;PC
Jimmy Knowles;England;ST;58;18;Mansfield Town;PC
Sergio Camello;Spain;ST;65;19;Atlético Madrid;PC
Aaron Hickey;Scotland;RB|LB;64;18;Heart of Midlothian;PC
Ryu Takao;Japan;RB|CB;65;23;Gamba Osaka;PC
Yaw Ackah;Ghana;CDM|CM;70;21;Boavista FC;PC
Nurettin Korkmaz;Turkey;LM;58;18;Kayserispor;PC
Mateu Morey;Spain;RB;64;20;Borussia Dortmund;PC
Shaquil Delos;France;RWB|LB|RW;59;21;FC Chambly Oise;PC
Thomas Secchi;France;GK;58;23;Rodez Aveyron Football;PC
Mohamed Diaby;France;CDM;70;23;FC Paços de Ferreira;PC
Tom Clifford;England;LB;57;20;Southend United;PC
Zé Uilton;Brazil;RW|LW;65;28;FC Paços de Ferreira;PC
Oguz Yilmaz;Turkey;CB;64;27;Denizlispor;PC
Berat Ayberk Özdemir;Turkey;CDM|CM;68;22;Gençlerbirligi SK;PC
Danny Leyva;United States;CM;57;17;Seattle Sounders FC;PC
Juan José Orellana;Bolivia;LB;66;22;Club Always Ready;PC
Hernán Rodríguez;Bolivia;CDM|LM|CM;68;24;Club Bolívar;PC
Pedro González;Paraguay;GK;58;21;Club Olimpia;PC
Carlos Rolón;Paraguay;CB;68;28;Club Olimpia;PC
Hernesto Caballero;Paraguay;CDM;65;29;Club Olimpia;PC
Hugo Fernández;Paraguay;LM;58;22;Club Olimpia;PC
Braian Ojeda;Paraguay;CDM|CM;68;20;Defensa y Justicia;PC
Richard Sánchez;Paraguay;CM;69;24;Club América;PC
Fernando Cardozo;Paraguay;RW;63;19;Boavista FC;PC
Nicolò Armini;Italy;CB;66;19;Lazio;PC
Luca Kilian;Germany;CB;69;20;SC Paderborn 07;PC
Kevin Holzweiler;Germany;RM;65;25;Fußballclub Viktoria Köln 1904 e.V.;PC
Nesta Guinness-Walker;England;LB|LWB|LW;62;20;AFC Wimbledon;PC
Kouadio Manu Koné;France;CM;67;19;Toulouse Football Club;PC
Nathan Ngoumou;France;RW|LW;61;20;Toulouse Football Club;PC
Moussa Diarra;France;LB|CB;62;19;Toulouse Football Club;PC
Edwin Banguera;Colombia;LB;67;23;Gil Vicente FC;PC
Ahmed Isaiah;Nigeria;CM;63;24;Gil Vicente FC;PC
Nicholas Wunsch;Austria;CM|CAM;61;19;SK Rapid Wien;PC
Bruno Morais;Portugal;CB;63;22;Desportivo das Aves;PC
Anatoliy Trubin;Ukraine;GK;59;18;Shakhtar Donetsk;PC
Nick Shinton;Belgium;GK;62;19;Club Brugge KV;PC
Frazer Blake-Tracy;England;LB;60;24;Peterborough United;PC
Erik Engelhardt;Germany;ST|LW;60;22;FC Hansa Rostock;PC
Boris Cespedes;Switzerland;CDM|CM;59;25;Servette FC;PC
Kastriot Imeri;Switzerland;CDM|CM;58;20;Servette FC;PC
Mathieu Troonbeeckx;Belgium;RM;58;22;Sint-Truidense VV;PC
Michael Svoboda;Austria;CB|CDM|CM;64;21;WSG Swarovski Tirol;PC
David Gugganig;Austria;CB;64;23;WSG Swarovski Tirol;PC
Ferdinand Oswald;Germany;GK;66;29;WSG Swarovski Tirol;PC
Sebastian Santin;Austria;RWB|RM|RW;62;26;WSG Swarovski Tirol;PC
Andrés Chicaiza;Ecuador;ST|CAM|RW;64;28;C.D. Universidad Católica del Ecuador;PC
Pedro Ortiz;Ecuador;GK;68;30;CS Emelec;PC
Dirk Abels;Netherlands;RB;64;23;Sparta Rotterdam;PC
Halil Dervisoglu;Turkey;ST|CF;69;20;Brentford;PC
Marvin Ekpiteta;England;RB|CB;57;24;Leyton Orient;PC
Leo Greiml;Austria;CB;61;19;SK Rapid Wien;PC
Gabriel Souza;Brazil;GK;66;23;Futebol Clube de Famalicão;PC
Anderson Oliveira;Brazil;ST;69;22;Futebol Clube de Famalicão;PC
Mohammed Al Moqahwi;Saudi Arabia;GK;58;24;Al Adalah Club;PC
Abdullah Al Humayan;Saudi Arabia;RM|CM;59;32;Al Adalah Club;PC
Brandon Aveiro;Portugal;CF;58;18;Crystal Palace;PC
Jesús Pretell;Peru;CDM|CM;67;21;FBC Melgar;PC
Patricio Álvarez;Peru;GK;67;26;Free Agents;PC
Joel Graterol;Venezuela;GK;65;23;América de Cali;PC
Cadete;Spain;LB|CB;65;26;Gallos Blancos de Querétaro;PC
Yousef Omar;Niger;ST;59;26;Al Hazem;PC
Sven Sonnenberg;Germany;CB;64;21;FC Hansa Rostock;PC
Jan Sobocinski;Poland;CB;62;21;LKS Lódz;PC
Anders Hagelskjær;Denmark;LB|CB;62;23;Silkeborg IF;PC
Frederik Alves;Denmark;CB;60;20;Silkeborg IF;PC
Deni Hocko;Montenegro;CDM|CM;68;26;Royal Excel Mouscron;PC
Pathé Ciss;Senegal;CDM|CM;66;26;CF Fuenlabrada;PC
Rémy Boissier;France;CDM|RM|CM;65;26;Rodez Aveyron Football;PC
Alexandre Vardin;France;RB;64;30;Le Mans FC;PC
Tom Duponchelle;France;RB|LB;61;24;Le Mans FC;PC
Ousseynou Diagne;Senegal;CDM;59;21;Kristiansund BK;PC
Yannick Osée;Germany;CB;61;23;SV Meppen;PC
Florian Egerer;Germany;CDM;64;22;SV Meppen;PC
Sergio Ruiz;Spain;CDM|CM|CAM;66;25;Real Racing Club;PC
Enzo Lombardo;France;LM;69;23;Real Racing Club;PC
Javi Siverio;Spain;ST;62;22;Real Racing Club;PC
Jon Ander;Spain;ST;65;30;Real Racing Club;PC
Rafa Tresaco;Spain;ST;61;19;Real Racing Club;PC
Laros Duarte;Netherlands;CM;64;23;Sparta Rotterdam;PC
Mehmet Erdem Ugurlu;Turkey;LB|LWB|LW;62;32;Gazisehir Gaziantep Futbol Kulübü;PC
Oguz Ceylan;Turkey;RWB|RB|RW;66;29;Gazisehir Gaziantep Futbol Kulübü;PC
Joshua Mroß;Germany;GK;57;23;Chemnitzer FC;PC
Kostadin Velkov;Bulgaria;CB;61;31;Chemnitzer FC;PC
Rafael Garcia;Germany;LM;65;26;Chemnitzer FC;PC
Benedict dos Santos;Germany;CDM;60;22;Sportverein Waldhof Mannheim 07 e.V.;PC
Jan Hendrik Marx;Germany;RB|RM;65;25;Sportverein Waldhof Mannheim 07 e.V.;PC
Benjamin Santelli;France;RM|LM;63;28;FC Chambly Oise;PC
Etienne Vaessen;Netherlands;GK;66;25;RKC Waalwijk;PC
Juriën Gaari;Curacao;RB;64;26;RKC Waalwijk;PC
Saïd Bakari;Comoros;LB|LW;64;25;RKC Waalwijk;PC
Kees Heemskerk;Netherlands;GK;59;29;RKC Waalwijk;PC
Jari Koenraat;Netherlands;RW;61;24;RKC Waalwijk;PC
Nils Blumberg;Germany;RB|RM|CF;61;23;Chemnitzer FC;PC
Marcel Hoffmeier;Germany;LM|CAM;58;21;SC Preußen Münster;PC
Okan Erdogan;Germany;CB|CDM;62;21;SC Preußen Münster;PC
Piotr Pyrdol;Poland;LM;57;21;Legia Warszawa;PC
