name;nationality;position;overall;age;real_team;device
Simone Colombi;Italy;GK;70;29;Parma;3
Rasmus Jönsson;Sweden;LM|CAM;67;30;Helsingborgs IF;3
Benjamin Hübner;Germany;CB;79;31;TSG 1899 Hoffenheim;3
Lorenzo Ariaudo;Italy;CB;72;31;Frosinone;3
Junior Stanislas;England;RM|LM|LW;73;30;AFC Bournemouth;3
Ariel Nahuelpan;Argentina;ST;72;32;Gallos Blancos de Querétaro;3
Damián Díaz;Argentina;RM|CAM;70;34;Barcelona Guayaquil;3
Liam Cooper;Scotland;CB;74;28;Leeds United;3
Jack Wilshere;England;CDM|CM|CAM;77;28;West Ham United;3
Junior Hoilett;Canada;LM;72;30;Cardiff City;3
Dennis Daube;Germany;CM;64;31;KFC Uerdingen 05;3
Daniel Candeias;Portugal;RM;71;32;Gençlerbirligi SK;3
Aridane;Spain;CB;74;31;CA Osasuna;3
Ríos Reina;Spain;LB|LM;67;30;SD Ponferradina;3
Davide Santon;Italy;RB|LB;75;29;Roma;3
Diego Farías;Brazil;ST;72;30;Lecce;3
Mirko Boland;Germany;CDM|CM;66;33;Adelaide United;3
Olcay Sahan;Turkey;RM|LM;71;33;Denizlispor;3
Stuart O'Keefe;England;CDM|CM;63;29;Gillingham;3
Pedro;Spain;RW|LW;80;33;Chelsea;3
Victor Sánchez;Spain;RB|CDM|CM;77;32;RCD Espanyol;3
Thiago;Spain;CDM|CM;86;29;FC Bayern München;3
Sergio Busquets;Spain;CDM;88;32;FC Barcelona;3
Parejo;Spain;CM;87;31;Valencia CF;3
Harrison Afful;Ghana;RWB|RB|RW;71;34;Columbus Crew SC;3
Sílvio;Portugal;RB|LB;71;32;Vitória Setúbal;3
Duje Cop;Croatia;ST;68;30;Standard de Liège;3
Chris Solly;England;RB|LB;68;29;Charlton Athletic;3
Simen Wangberg;Norway;CB;67;29;Tromsø IL;3
Dylan Gissi;Switzerland;RB|CB;67;29;Atlético Tucumán;3
Andrea Rispoli;Italy;RB|RM;72;31;Lecce;3
Bartosz Salamon;Poland;CB;70;29;SPAL;3
Iborra;Spain;CDM|CM;78;32;Villarreal CF;3
Bengali-Fodé Koita;Guinea;ST|RM;72;29;Kasimpasa SK;3
Iturraspe;Spain;CDM|CM;76;31;RCD Espanyol;3
Muniain;Spain;CAM|RW|LW;83;27;Athletic Club;3
Ramalho;Spain;RB|CB;73;27;Girona FC;3
Daniel Hernández;Venezuela;GK;69;34;CD Tenerife;3
Mehmet Ekici;Turkey;CDM|CM|CAM;72;30;Fenerbahçe SK;3
Thomas Müller;Germany;RM|CAM|RW;85;30;FC Bayern München;3
Josef Hušbauer;Czech Republic;CM|CAM;75;30;SG Dynamo Dresden;3
Matthias Morys;Germany;ST|RW|LW;66;33;SG Sonnenhof Großaspach;3
Julian Baumgartlinger;Austria;CDM;78;32;Bayer 04 Leverkusen;3
Manuel Schäffler;Germany;ST;72;31;SV Wehen Wiesbaden;3
Aaron Cresswell;England;LB|CB;76;30;West Ham United;3
Korey Smith;England;CDM|CM;69;29;Bristol City;3
Jamie Turley;England;RB|CB;61;30;Leyton Orient;3
Jan Kovarík;Czech Republic;LB|LM;73;32;Viktoria Plzen;3
Zdenek Ondrášek;Czech Republic;ST;69;31;FC Dallas;3
Álvaro Giménez;Spain;ST;71;29;Cádiz CF;3
Fábio;Brazil;RB|LB;73;30;FC Nantes;3
Rafael;Brazil;RB;77;30;Olympique Lyonnais;3
Ben Mee;England;CB;78;30;Burnley;3
Guaita;Spain;GK;80;33;Crystal Palace;3
David Ball;England;ST|RM;69;30;Wellington Phoenix;3
Jamie Devitt;Republic of Ireland;CM|CAM;66;30;Bradford City;3
Lombán;Spain;CB;68;33;Málaga CF;3
Tabaré Viúdez;Uruguay;RM;73;30;Club Olimpia;3
Da Costa;Brazil;GK;72;36;Bologna;3
Alcalá;Spain;CB;72;31;Girona FC;3
Kevin Strootman;Netherlands;CDM|CM;78;30;Olympique de Marseille;3
Erik Falkenburg;Netherlands;ST|LW;68;32;ADO Den Haag;3
Marko Vejinovic;Netherlands;CDM|CM;69;30;Arka Gdynia;3
Reza Ghoochannejhad;Iran;ST;68;32;PEC Zwolle;3
Arnór Smárason;Iceland;RM|CAM;65;31;Lillestrøm SK;3
Samuel Armenteros;Sweden;ST;72;30;Crotone;3
Tom Cleverley;England;CM|CAM;76;30;Watford;3
Francesco Di Tacchio;Italy;CDM|CM;67;30;Salerno;3
Mirko Eramo;Italy;CDM|CM|CAM;65;31;Ascoli;3
Marley Watkins;Wales;ST|RM;68;29;Bristol City;3
Migjen Basha;lbania;CDM|CM;68;33;Melbourne Victory;3
Tope Obadeyi;England;ST|LM;61;30;FC Sochaux-Montbéliard;3
Éder;Portugal;ST;75;32;Lokomotiv Moscow;3
Luuk de Jong;Netherlands;ST;81;29;Sevilla FC;3
Paddy Madden;Republic of Ireland;ST|LW;67;30;Fleetwood Town;3
Rogerinho;Brazil;LM|CAM;73;33;Ettifaq FC;3
Renato Chaves;Brazil;CB;70;30;Al Wehda;3
Mark Byrne;Republic of Ireland;CDM|CM;62;31;Gillingham;3
Richard Tait;Scotland;RB|LB;70;30;Motherwell;3
Joseph Mills;England;LB|LWB|LW;66;30;Forest Green Rovers;3
Nicolás Crovetto;Chile;LB;64;34;Audax Italiano;3
Quique;Spain;ST|RM|LM;75;30;SD Eibar;3
Kiko Femenía;Spain;RB;76;29;Watford;3
David Templeton;Scotland;LM;65;31;Hamilton Academical FC;3
Mark Marshall;Jamaica;RWB|RM|LM|RW;65;33;Northampton Town;3
Chris Smalling;England;CB;81;30;Roma;3
Craig Noone;England;RM|LM|LW;67;32;Melbourne City;3
Lorenzo Del Prete;Italy;RB|CB|RM;65;34;Trapani;3
Vito Wormgoor;Netherlands;CB;73;31;Columbus Crew SC;3
Luke O'Neill;England;RWB|RB|CB|RW;63;28;AFC Wimbledon;3
Lukasz Skorupski;Poland;GK;76;29;Bologna;3
Curtis Main;England;ST;65;28;Aberdeen;3
Ramazan Köse;Turkey;GK;67;32;Kasimpasa SK;3
Costa Nhamoinesu;Zimbabwe;LB|CB;71;34;Sparta Praha;3
Bartosz Rymaniak;Poland;RB;69;30;Piast Gliwice;3
Gennaro Scognamiglio;Italy;CB;71;33;Pescara;3
Ismail Köybasi;Turkey;LB|LM;72;31;Granada CF;3
Robbin Ruiter;Netherlands;GK;68;33;PSV;3
Maikel van der Werff;Netherlands;CB;71;31;FC Cincinnati;3
Lamine Gassama;Senegal;RB;67;30;Göztepe SK;3
Yoric Ravet;France;RM;70;30;Sport-Club Freiburg;3
Vincent Manceau;France;RB;72;31;Angers SCO;3
Korcan Çelikay;Turkey;GK;69;32;MKE Ankaragücü;3
Ole Söderberg;Sweden;GK;64;30;AFC Eskilstuna;3
Wilfred Moke;DR Congo;CB|CDM;66;32;MKE Ankaragücü;3
Wilfried Bony;Ivory Coast;ST;75;31;Al Ittihad;3
Yannis Salibur;France;ST|RM;74;29;RCD Mallorca;3
Ousmane Cissokho;Senegal;RM|LM;66;33;AS Nancy Lorraine;3
Hugo Fraile;Spain;RM|LM;72;33;CF Fuenlabrada;3
Dane Massey;Republic of Ireland;LB;64;32;Dundalk;3
David Webster;Republic of Ireland;RWB|CB|RW;59;30;Finn Harps;3
Timothée Kolodziejczak;France;LB|CB;75;28;AS Saint-Étienne;3
Lampros Kontogiannis;Mexico;CB;64;31;Tiburones Rojos de Veracruz;3
Dejan Sorgic;Serbia;ST;70;30;AJ Auxerre;3
Steven Zuber;Switzerland;LWB|LM|CM|LW;76;28;TSG 1899 Hoffenheim;3
Nzuzi Toko;DR Congo;RB|CDM;67;29;IFK Göteborg;3
Steven Deana;Switzerland;GK;60;30;MSV Duisburg;3
Robert Gucher;Austria;CDM|CM;70;29;Pisa;3
Michal Janota;Poland;LM|CAM;66;30;Al Fateh;3
Panagiotis Tachtsidis;Greece;CM;71;29;Lecce;3
Savvas Gentsoglou;Greece;CDM|CM;67;29;Al Adalah Club;3
Dani Castellano;Spain;LB;68;32;UD Las Palmas;3
Javi Castellano;Spain;CDM|CM;68;32;UD Las Palmas;3
Mert Günok;Turkey;GK;77;31;Medipol Basaksehir FK;3
Karl-Johan Johnsson;Sweden;GK;74;30;FC København;3
Paul Coutts;Scotland;CDM|CM;69;32;Fleetwood Town;3
Adaílton;Brazil;ST|LM|CF;68;29;F.C. Tokyo;3
Aidy White;Republic of Ireland;LB|LM;63;28;Heart of Midlothian;3
Cote;Spain;LB;78;30;SD Eibar;3
De Marcos;Spain;RB|RW;77;31;Athletic Club;3
Rubén Pérez;Spain;CDM|CM;75;31;CD Leganés;3
Rodolph Austin;Jamaica;CB|CDM;68;35;Esbjerg fB;3
Dennis Telgenkamp;Netherlands;GK;65;33;FC Emmen;3
Marc Pedraza;Spain;CDM|CM;70;33;RCD Mallorca;3
Niklas Gunnarsson;Norway;RB|CB;66;29;Strømsgodset IF;3
David Cornell;Wales;GK;61;29;Northampton Town;3
Ryan McGowan;Australia;CB;67;30;Sydney FC;3
Abdul-Aziz Tetteh;Ghana;CDM|CM;71;30;Gazisehir Gaziantep Futbol Kulübü;3
Mamadou Samassa;Mali;GK;74;30;Sivasspor;3
Zargo Touré;Senegal;CB;71;30;Gençlerbirligi SK;3
Óscar Sielva;Spain;CDM|CM;66;28;SD Ponferradina;3
Mattia Minesso;Italy;LM|CAM;65;30;Pisa;3
Balenziaga;Spain;LB;74;32;Athletic Club;3
Jordan Clarke;England;RB;63;28;Scunthorpe United;3
Jordan Bowery;England;ST|RW;64;29;Milton Keynes Dons;3
Scot Bennett;England;CB|CDM;62;29;Newport County;3
Marwin Hitz;Switzerland;GK;78;32;Borussia Dortmund;3
Miro Varvodic;Croatia;GK;61;31;Sportverein Waldhof Mannheim 07 e.V.;3
John Brayford;England;RB|CB;65;32;Burton Albion;3
Iago Falqué;Spain;ST|CF|RW;78;30;Genoa;3
Canales;Spain;LM|CM|CAM;84;29;Real Betis;3
Lyle Taylor;Montserrat;ST;71;30;Charlton Athletic;3
Christian Kabasele;Belgium;CB;78;29;Watford;3
Nicolás Gorobsov;Argentina;CDM|CM;65;30;Fotbal Club Voluntari;3
Guedes;Portugal;ST;71;33;Vitória Setúbal;3
Teemu Pukki;Finland;ST;77;30;Norwich City;3
Mads Reginiussen;Norway;CM;68;32;Ranheim Fotball;3
Damien Le Tallec;France;CDM|CM;76;30;Montpellier Hérault SC;3
Enock Kofi Adu;Ghana;CDM|CM;72;29;AIK;3
Mustafa Abdellaoue;Norway;ST;65;31;Sarpsborg 08 FF;3
Joe Bennett;England;LB;72;30;Cardiff City;3
Oier;Spain;CDM|CM;73;34;CA Osasuna;3
Tomeu Nadal;Spain;GK;73;31;Albacete BP;3
Fredrik Semb Berge;Norway;CB;68;30;Odds BK;3
Nathaniel Clyne;England;RB;76;29;Liverpool;3
Kristoffer Tokstad;Norway;RM|RW;65;29;Strømsgodset IF;3
André Hansen;Norway;GK;74;30;Rosenborg BK;3
Christian Eriksen;Denmark;RM|CM|CAM;87;28;Inter;3
Björn Bergmann Sigur?arson;Iceland;ST;73;29;Free Agents;3
Bernard Parker;South Africa;CAM|CF|LW;68;34;Kaizer Chiefs;3
Mats Solheim;Norway;RB|LB|CB;64;32;Stabæk Fotball;3
Douglas Costa;Brazil;LM|RW|LW;84;29;Juventus;3
Daniel Gustafsson;Sweden;ST|RM;65;29;Lillestrøm SK;3
Mathis Bolly;Ivory Coast;ST|RM|LM;67;29;Molde FK;3
Ruben Gabrielsen;Norway;CB;70;28;Toulouse Football Club;3
Joss Labadie;England;CM|CAM;62;29;Newport County;3
Daniel Opare;Ghana;RB;68;29;Royal Antwerp FC;3
Danny Hoesen;Netherlands;ST;69;29;San Jose Earthquakes;3
Nenad Krsticic;Serbia;CDM|CM|CAM;73;30;AEK Athens;3
Grégory Sertic;France;CB|CDM;68;30;Olympique de Marseille;3
Hope Akpan;Nigeria;CDM|CM;63;28;Bradford City;3
Etxeita;Spain;CB;74;32;Getafe CF;3
Dominik Hofbauer;Austria;CM|CAM;64;29;spusu SKN St. Pölten;3
Flamur Kastrati;Kosovo;ST;65;28;Kristiansund BK;3
Tony Jantschke;Germany;RB|CB;76;30;Borussia Mönchengladbach;3
Edgar Benítez;Paraguay;LM|CM;67;32;Guaraní (Paraguay);3
Janusz Gol;Poland;CDM;72;34;Cracovia;3
Thomas Fontaine;Madagascar;CB;69;29;FC Lorient;3
Eliaquim Mangala;France;CB;76;29;Valencia CF;3
Míchel;Spain;CDM|CM;74;32;R. Valladolid CF;3
Osvaldo Martínez;Paraguay;CDM|CM;74;34;Puebla;3
Pedro Sánchez;Spain;RM|CAM;73;33;Albacete BP;3
Adem Ljajic;Serbia;CAM|LW;81;28;Besiktas JK;3
Christian Dorda;Germany;LB;66;31;KFC Uerdingen 05;3
Kamil Glik;Poland;CB;78;32;AS Monaco Football Club SA;3
Markus Henriksen;Norway;CDM|CM;71;28;Bristol City;3
Mossa;Spain;LB|LWB|LM|LW;66;31;R. Oviedo;3
Daniel Powell;England;LM|RW;64;29;Crewe Alexandra;3
Graham Zusi;United States;RB;70;33;Sporting Kansas City;3
Ike Opara;United States;CB;75;31;Minnesota United FC;3
Pedro Quiñonez;Ecuador;CDM|CM;62;34;Club Deportivo El Nacional;3
Omar Gonzalez;United States;CB;72;31;Toronto FC;3
Stefan Frei;United States;GK;75;34;Seattle Sounders FC;3
Laurens De Bock;Belgium;LB;66;27;ADO Den Haag;3
Franco Zuculini;Argentina;CM;70;29;Venezia;3
Matías Caruzzo;Argentina;CB;73;35;Argentinos Juniors;3
Sebastián Blanco;Argentina;RM|LM|CAM;76;32;Portland Timbers;3
Ulises Dávila;Mexico;CAM;73;29;Wellington Phoenix;3
Michael Smith;England;ST;67;28;Rotherham United;3
Illarramendi;Spain;CDM|CM;82;30;Real Sociedad;3
Stefan Hierländer;Austria;LWB|RM|LM|LW;71;29;SK Sturm Graz;3
Michael Sollbauer;Austria;CB;69;30;Barnsley;3
Danijel Aleksic;Serbia;RM|CAM|CF;73;29;Medipol Basaksehir FK;3
Riccardo Brosco;Italy;CB;68;29;Ascoli;3
Darwin Quintero;Colombia;ST|LM|CAM;76;32;Houston Dynamo;3
Danny Andrew;England;LB;66;29;Fleetwood Town;3
Henrik Dalsgaard;Denmark;RWB|RB|CB|RW;72;31;Brentford;3
Gastón Sauro;Argentina;CB;70;30;Deportivo Toluca;3
Mamoutou N'Diaye;Mali;CDM;63;30;Fotbal Club Dinamo Bucure?ti;3
Antonio Ríos;Mexico;CDM|CM;71;31;Deportivo Toluca;3
Igor Arma?;Moldova;CB;64;33;Fotbal Club Voluntari;3
Victor Pálsson;Iceland;CB|CDM|CM;72;29;SV Darmstadt 98;3
Hiroshi Ibusuki;Japan;ST;65;29;Shonan Bellmare;3
Sandro Sirigu;Germany;RB|LB|RM;67;31;Chemnitzer FC;3
Isaac Brizuela;Mexico;RM|LW;76;29;Guadalajara;3
Hervé Bazile;Haiti;RM|LM;67;30;Havre Athletic Club;3
Julian Schieber;Germany;ST;72;31;FC Augsburg;3
Jonathan Obika;England;ST;65;29;St. Mirren;3
Manuel Gulde;Germany;CB;75;29;Sport-Club Freiburg;3
Marco Terrazzino;Germany;RM|LM;70;29;SG Dynamo Dresden;3
Oscar Jansson;Sweden;GK;68;29;Örebro SK;3
Dominic Maroh;Slovenia;CB;66;33;KFC Uerdingen 05;3
Mike Frantz;Germany;CDM|RM|CM;71;33;Sport-Club Freiburg;3
Benjamin André;France;CDM|CM;80;29;LOSC Lille;3
Milton Benítez;Paraguay;RM|CM|LW;66;34;Sport Huancayo;3
Stefan Strandberg;Norway;CB;68;30;Trapani;3
Préjuce Nakoulma;Burkina Faso;ST|RM;69;33;US Orléans Loiret Football;3
Michail Antonio;England;ST|RM|LM;78;30;West Ham United;3
Tosaint Ricketts;Canada;ST;62;32;Vancouver Whitecaps FC;3
Marvin Pourié;Germany;ST;68;29;Eintracht Braunschweig;3
Giorgi Makaridze;Georgia;GK;76;30;Vitória Setúbal;3
Håvard Nielsen;Norway;ST|CAM;71;27;SpVgg Greuther Fürth;3
Gustavo Fernández;Argentina;ST|CF;65;29;Club Social Cultural y Deportivo Blooming;3
Marco Silvestri;Italy;GK;77;29;Hellas Verona;3
Ortuño;Spain;ST;70;29;R. Oviedo;3
Yasin Öztekin;Turkey;RM|LM;73;33;Sivasspor;3
Jan Kirchhoff;Germany;CB|CDM;69;29;KFC Uerdingen 05;3
Tolgay Arslan;Germany;CDM|CM;74;29;Fenerbahçe SK;3
Pascal Groß;Germany;RM|CM|CAM;78;29;Brighton & Hove Albion;3
Matt Besler;United States;CB;71;33;Sporting Kansas City;3
Jeroen Zoet;Netherlands;GK;77;29;FC Utrecht;3
Sean Johnson;United States;GK;72;31;New York City FC;3
Elio Castro;Mexico;CB;67;32;Fútbol Club Juárez;3
Haris Vuckic;Slovenia;ST|CM|CAM;69;27;FC Twente;3
Celso Borges;Costa Rica;CB|CDM|CM;74;32;Göztepe SK;3
Yazalde;Portugal;ST|LM;64;31;Asocia?ia Fotbal Club Hermannstadt;3
Stephan El Shaarawy;Italy;LM|LW;81;27;Shanghai Greenland Shenhua FC;3
Daley Blind;Netherlands;LB|CB|CDM;83;30;Ajax;3
Eirik Holmen Johansen;Norway;GK;64;28;SK Brann;3
Omar Elabdellaoui;Norway;RB;75;28;Olympiacos CFP;3
Marc Hornschuh;Germany;RB|CB|CDM;65;29;FC St. Pauli;3
Callum McManaman;England;ST|RM;68;29;Luton Town;3
Peter Pekarík;Slovakia;RB;73;33;Hertha BSC;3
Kévin Théophile-Catherine;France;RB|CB;75;30;Dinamo Zagreb;3
John Boye;Ghana;CB;73;33;Football Club de Metz;3
Neymar Jr;Brazil;CAM|LW;92;28;Paris Saint-Germain;3
Juraj Kucka;Slovakia;CDM|CM;78;33;Parma;3
Adam Smith;England;RB|LB;75;29;AFC Bournemouth;3
Rhayner;Brazil;ST|RM|CAM;70;29;Sanfrecce Hiroshima;3
Kamil Wilczek;Poland;ST;74;32;Göztepe SK;3
Fredy Montero;Colombia;ST|CF|LW;73;33;Vancouver Whitecaps FC;3
Ervin Zukanovic;Bosnia & Herzegovina;CB;72;33;SPAL;3
Lukáš Hrádecky;Finland;GK;83;30;Bayer 04 Leverkusen;3
Kian Hansen;Denmark;CB;72;31;FC Nordsjælland;3
David Jensen;Denmark;GK;69;28;New York Red Bulls;3
Ante Kulušic;Croatia;CB;71;34;MKE Ankaragücü;3
Tom Aldred;Scotland;CB;67;29;Brisbane Roar;3
Osvaldo Alonso;Cuba;CDM|CM;75;34;Minnesota United FC;3
Eduardo Salvio;Argentina;RM|RW;81;30;Boca Juniors;3
Etzaz Hussain;Norway;CDM|CM;69;27;Molde FK;3
Mushaga Bakenga;Norway;ST|LW;64;27;Ranheim Fotball;3
Alberto Perea;Spain;LM;69;29;Cádiz CF;3
Bradden Inman;Australia;CAM|LW;65;28;Brisbane Roar;3
Ahmed Elmohamady;Egypt;RWB|RB|RM|RW;70;32;Aston Villa;3
Luigi Sepe;Italy;GK;76;29;Parma;3
Gökhan Töre;Turkey;RM|LM;74;28;Yeni Malatyaspor;3
Alex Sandro;Brazil;LB|LM;84;29;Juventus;3
Pa Modou Jagne;Gambia;LB|LM;68;30;FC Zürich;3
Tomás Rincón;Venezuela;CDM|CM;77;32;Torino;3
Dídac Vilà;Spain;LB;75;31;RCD Espanyol;3
Camora;Portugal;LB;71;33;CFR Cluj;3
Felix Kroos;Germany;CDM|CM;70;29;1. FC Union Berlin;3
Gianmarco Zigoni;Italy;ST;68;29;Venezia;3
Jóhann Berg Gu?mundsson;Iceland;RM|LM;77;29;Burnley;3
Harlee Dean;England;CB;71;29;Birmingham City;3
Patrick Mortensen;Denmark;ST;68;31;Aarhus AGF;3
Connor Wickham;England;ST;70;27;Sheffield Wednesday;3
Rémi Pillot;France;GK;66;30;La Berrichonne de Châteauroux;3
Khaleem Hyland;Trinidad & Tobago;CDM;70;31;Al Faisaly;3
Robert Lundström;Sweden;RWB|RB|RW;67;30;AIK;3
David Myrestam;Sweden;CB|LWB|LM|LW;64;33;GIF Sundsvall;3
Sean McConville;England;LM;66;31;Accrington Stanley;3
Lago Júnior;Ivory Coast;ST|LM;75;29;RCD Mallorca;3
Samba Sow;Mali;CDM|CM;74;31;Nottingham Forest;3
Marcus Sandberg;Sweden;GK;70;29;Stabæk Fotball;3
Tobias Sana;Sweden;ST|CAM;67;31;IFK Göteborg;3
Fidel Martínez;Ecuador;ST|RM|LM;75;30;Barcelona Guayaquil;3
Alejandro Bedoya;United States;CDM|CM;74;33;Philadelphia Union;3
Javier Pastore;Argentina;CM|CAM;78;31;Roma;3
Davide Petrucci;Italy;CDM|CM;68;28;Ascoli;3
Nemanja Matic;Serbia;CDM|CM;80;31;Manchester United;3
Jesús Isijara;Mexico;RM;70;30;Club Atlas;3
Sébastien Corchia;France;RB;74;29;RCD Espanyol;3
Dejan Jakovic;Canada;CB;65;35;LAFC;3
Unai Medina;Spain;RB;69;30;R. Sporting;3
Juanjo;Spain;CDM|CM;69;32;GIF Sundsvall;3
Marcel Gaus;Germany;LB|CDM|LM;67;30;FC Ingolstadt 04;3
Abdullah Al Zori;Saudi Arabia;LB|CB|LWB|LW;64;32;Al Shabab;3
Abdulaziz Al Dawsari;Saudi Arabia;RM|LM;60;31;Al Nassr;3
Salman Al Faraj;Saudi Arabia;CDM|CM|CAM;73;30;Al Hilal;3
Kyohei Noborizato;Japan;RB|LB;69;29;Kawasaki Frontale;3
Shunsuke Ando;Japan;GK;60;29;Kawasaki Frontale;3
Shu Kurata;Japan;LM|CM;69;31;Gamba Osaka;3
Takashi Usami;Japan;ST|RM|LM;72;28;Gamba Osaka;3
Fabrice N'Sakala;DR Congo;LB|LM;71;30;Alanyaspor;3
Naif Ahmed Hazazi;Saudi Arabia;ST;63;32;Al Adalah Club;3
Bruno Teles;Brazil;LB;68;34;FC Paços de Ferreira;3
Ali Al Mazaidi;Saudi Arabia;GK;62;34;Al Adalah Club;3
Federico Mancinelli;Argentina;CB;69;38;Patronato;3
Lucas Orbán;Argentina;LB|CB;73;31;Racing Club;3
Hou Sen;China PR;GK;60;31;Beijing Sinobo Guoan FC;3
Yu Yang;China PR;CB;65;30;Beijing Sinobo Guoan FC;3
Atsuto Uchida;Japan;RWB|RB|RW;68;32;Kashima Antlers;3
Shinzo Koroki;Japan;ST|CF;72;33;Urawa Red Diamonds;3
Yasushi Endo;Japan;RM;67;32;Kashima Antlers;3
Tomohiko Miyazaki;Japan;LB|CDM|LM;60;33;Júbilo Iwata;3
Yuya Osako;Japan;ST|CAM|CF;75;30;SV Werder Bremen;3
Park Joo Ho;Korea Republic;LB|CDM;72;33;Ulsan Hyundai Horang-i;3
Gao Di;China PR;ST;60;30;Shanghai Greenland Shenhua FC;3
Zheng Zheng;China PR;LB;69;31;Shandong Luneng TaiShan FC;3
Mats Rits;Belgium;CDM|CM;76;27;Club Brugge KV;3
Leandro Chichizola;Argentina;GK;76;30;Getafe CF;3
Maya Yoshida;Japan;CB;74;31;Sampdoria;3
Lim Sang Hyub;Korea Republic;RM|LM;63;32;Suwon Samsung Bluewings;3
Jeong Hyuk;Korea Republic;CDM|CM;65;34;Jeonbuk Hyundai Motors;3
Kwon Soon Hyung;Korea Republic;LM|CM;69;34;Seongnam FC;3
Ahn Seong Nam;Korea Republic;RB|CDM|CAM;59;36;Gyeongnam FC;3
Jung San;Korea Republic;GK;64;31;Incheon United FC;3
Kim Keun Bae;Korea Republic;GK;61;33;Seongnam FC;3
Maicon;Brazil;CB;79;31;Al Nassr;3
Botía;Spain;CB;71;31;Al Wehda;3
Simen Rafn;Norway;RB|LB;64;28;Lillestrøm SK;3
Ander Herrera;Spain;CDM|CM;81;30;Paris Saint-Germain;3
Valon Berisha;Kosovo;LM|CM|CAM;75;27;Fortuna Düsseldorf;3
Taishi Taguchi;Japan;CDM|CM;67;29;Júbilo Iwata;3
Hayuma Tanaka;Japan;RWB|RM|RW;64;37;Matsumoto Yamaga F.C.;3
Lee Jae Sung;Korea Republic;CB;65;32;Incheon United FC;3
Hassan Muath;Saudi Arabia;RB;67;34;Al Shabab;3
Abdulmalek Al Khaibari;Saudi Arabia;CDM;67;34;Al Shabab;3
Waleed Abdullah;Saudi Arabia;GK;63;34;Al Nassr;3
Dong Xuesheng;China PR;ST;66;31;Hebei China Fortune FC;3
Kim Hyun Sung;Korea Republic;ST;64;30;Seongnam FC;3
Kim Shin Wook;Korea Republic;ST;75;32;Shanghai Greenland Shenhua FC;3
Lee Bum Young;Korea Republic;GK;66;31;Jeonbuk Hyundai Motors;3
Kim Sung Joon;Korea Republic;CDM|CM|CAM;68;32;Ulsan Hyundai Horang-i;3
Carlos Guzmán;Mexico;RB;69;26;Club Necaxa;3
Zhang Chi;China PR;RB|RM;65;33;Shandong Luneng TaiShan FC;3
José Antonio Rodríguez;Mexico;GK;72;28;Guadalajara;3
Diego Reyes;Mexico;CB;76;27;Tigres U.A.N.L.;3
Carlos Orrantía;Mexico;RB|RM;67;29;Santos Laguna;3
Souza;Brazil;CDM|CM;72;32;Ettifaq FC;3
Néstor Araújo;Mexico;CB;76;28;RC Celta;3
Alonso Zamora;Mexico;CB;64;28;Puebla;3
Luis Rodríguez;Mexico;RB;76;29;Tigres U.A.N.L.;3
Júnior Dutra;Brazil;ST|LM|CAM;68;32;Shimizu S-Pulse;3
Marco D'Alessandro;Italy;RM|LM|RW;69;29;SPAL;3
Adrian Stoian;Romania;LM|CM;68;29;Livorno;3
Andrea Bertolacci;Italy;CDM|CM;74;29;Sampdoria;3
Cristóbal;Spain;CM;69;36;CF Fuenlabrada;3
Georgiy Schennikov;Russia;LWB|LM|LW;74;29;PFC CSKA Moscow;3
Welinton;Brazil;CB;73;31;Alanyaspor;3
Niklas Hult;Sweden;LB|LWB|LM|LW;73;30;AEK Athens;3
Carlos Fierro;Mexico;RM;67;26;San Jose Earthquakes;3
Antonio Briseño;Mexico;CB;71;26;Guadalajara;3
Thibaut Courtois;Belgium;GK;88;28;Real Madrid;3
Geng Xiaofeng;China PR;GK;58;32;Hebei China Fortune FC;3
Bóveda;Spain;RB|CB|RM;70;31;RC Deportivo;3
Chris Wood;New Zealand;ST;78;28;Burnley;3
Tim Björkström;Sweden;RB|LB|CB;64;29;IK Sirius;3
Nabil Bahoui;Sweden;ST|LM;68;29;AIK;3
Miiko Albornoz;Chile;LB|LM;71;29;Hannover 96;3
Kristoffer Nordfeldt;Sweden;GK;72;31;Gençlerbirligi SK;3
Vladislav Ignatiev;Russia;RB|RM;74;33;Lokomotiv Moscow;3
Rúben Lima;Portugal;LB;72;30;Belenenses;3
Paulinho;Brazil;ST|LW;71;34;Hammarby IF;3
Erik Friberg;Sweden;CDM|CM;67;34;BK Häcken;3
Peter Abrahamsson;Sweden;GK;69;32;BK Häcken;3
Rene Krhin;Slovenia;CB|CDM|CM;72;30;FC Nantes;3
Shkodran Mustafi;Germany;CB;79;28;Arsenal;3
Joe Edwards;England;RWB|CM|RW;65;29;Plymouth Argyle;3
Yasin Pehlivan;Austria;CDM|CM;66;31;Gençlerbirligi SK;3
Rhyan Grant;Australia;RB;70;29;Sydney FC;3
Paul Lasne;France;LWB|CM|LW;74;31;Stade Brestois 29;3
Matthew Jurman;Australia;CB;66;30;Western Sydney Wanderers;3
Anton Wede;Sweden;RM|LM|CM;63;30;Falkenbergs FF;3
Johnathan;Brazil;ST|CAM;78;30;Tianjin TEDA FC;3
Viktor Lundberg;Sweden;ST|CAM;67;29;BK Häcken;3
John Chibuike;Nigeria;ST|CAM|RW;67;31;Falkenbergs FF;3
Giedrius Arlauskis;Lithuania;GK;74;32;CFR Cluj;3
Lionn;Brazil;RB;69;31;Futebol Clube de Famalicão;3
