name;nationality;position;overall;age;real_team;device
Dominic Iorfa;England;RB|CB;71;25;Sheffield Wednesday;3
Matt Targett;England;LB|LWB|LW;75;24;Aston Villa;3
Josh Sims;England;RM|RW;70;23;New York Red Bulls;3
Bernardo Silva;Portugal;CM|CAM|RW;87;25;Manchester City;3
Gabadhino Mhango;Malawi;ST;67;27;Orlando Pirates;3
Alex Rambal;Colombia;CB|CM;64;27;La Equidad;3
Gabriel;Brazil;RB;65;32;Clubul Sportiv Gaz Metan Media?;3
Ely;Cape Verde;LM|RW;65;29;Clubul Sportiv Gaz Metan Media?;3
Alexis Zapata;Colombia;RM|LM;71;25;CS Emelec;3
Jack Byrne;Republic of Ireland;RM|CM;70;24;Shamrock Rovers;3
Olivier Ntcham;France;CDM|CM|CAM;74;24;Celtic;3
Pozo;Spain;CM|CAM;73;24;Rayo Vallecano;3
César Pinares;Chile;LM|CM|CAM;71;29;Universidad Católica;3
Javier Sanguinetti;Argentina;RM|LM|CAM;64;29;Club Always Ready;3
Maurice Deville;Luxembourg;ST|RM;66;27;Sportverein Waldhof Mannheim 07 e.V.;3
Alejandro Silva;Uruguay;RM|RW;75;30;Club Olimpia;3
Sulayman Marreh;Gambia;CDM|CM;67;24;KAA Gent;3
Olivier Custodio;Switzerland;CDM|CM;66;25;FC Lugano;3
George Davies;Sierra Leone;RWB|LB|LWB|RW|LW;62;23;spusu SKN St. Pölten;3
Rafa Soares;Portugal;LB;73;25;SD Eibar;3
Sebastián Silva;Chile;CB;71;29;CD Cobresal;3
Sylvain Gbohouo;Ivory Coast;GK;69;31;Free Agents;3
Darwin Cuero;Ecuador;GK;66;25;C.D. Universidad Católica del Ecuador;3
Marcos Caicedo;Ecuador;LM;65;28;LDU Quito;3
Helibelton Palacios;Colombia;RB|CB;71;27;Atlético Nacional;3
Mauricio Gómez;Colombia;LM;69;26;Independiente Santa Fe;3
Sebastián Vegas;Chile;LB|CB;74;23;Monarcas Morelia;3
Raúl Osorio;Chile;LB|CB;68;25;Coquimbo Unido;3
Juan Fuentes;Chile;CB|CDM|CM;70;25;Estudiantes de La Plata;3
Christian Bravo;Chile;RM|RW|LW;67;26;Club Atlético Peñarol;3
Pablo Galdames;Chile;CDM|RM|CM;71;23;Vélez Sarsfield;3
Alexi Gómez;Peru;LWB|LM|LW;64;27;Club Alianza Lima;3
Guillermo Maripán;Chile;CB;77;26;AS Monaco Football Club SA;3
Sergio Vittor;Argentina;CB|CDM;73;31;Damac FC;3
Ramiro Carrera;Argentina;RM|LM;69;26;Atlético Tucumán;3
Jorge Grant;England;LM|CAM;66;25;Lincoln City;3
Dani Calvo;Spain;CB;72;26;Elche CF;3
Pedro Tiba;Portugal;CDM|CM;72;31;Lech Poznan;3
Josh Windass;England;ST|CAM|LW;69;26;Sheffield Wednesday;3
David von Ballmoos;Switzerland;GK;75;25;BSC Young Boys;3
Pedro Henrique;Brazil;CB;78;27;Vitória Guimarães;3
Reece Brown;England;CM|CAM;68;24;Peterborough United;3
Felix Dornebusch;Germany;GK;65;26;1. FC Nürnberg;3
Luis Pavez Contreras;Chile;CDM|CM;65;32;Unión Española;3
Michal Helik;Poland;CB;70;24;Cracovia;3
Gonzalo Escalante;Argentina;CDM|CM;77;27;SD Eibar;3
Alex Rufer;New Zealand;CDM|CM;62;24;Wellington Phoenix;3
Vyacheslav Karavaev;Russia;RB;73;25;Free Agents;3
José Izquierdo;Colombia;LM|LW;74;28;Brighton & Hove Albion;3
Edwin Velasco;Colombia;LB;69;28;América de Cali;3
Israel Alba;Colombia;RB;66;25;Jaguares Fútbol Club;3
Jhoaho Hinestroza;Colombia;ST|RM;65;24;Envigado FC;3
Michael Heinloth;Germany;RB;64;28;FC Ingolstadt 04;3
Mirnes Pepic;Montenegro;CDM|CM;66;24;FC Hansa Rostock;3
Nehuén Paz;Argentina;LB|CB;69;28;Lecce;3
Julián Fernández;Argentina;CDM|CM;70;25;Newell's Old Boys;3
Jonathan Calleri;Argentina;ST;77;26;RCD Espanyol;3
David Wheeler;England;ST|RW;65;29;Wycombe Wanderers;3
Erik Palmer-Brown;United States;CB;68;23;FK Austria Wien;3
Birger Meling;Norway;LB;71;25;Rosenborg BK;3
Bradley Halliday;England;RB;63;25;Doncaster Rovers;3
Stipe Perica;Croatia;ST;72;25;Royal Excel Mouscron;3
Christophe Diedhiou;Senegal;CB;66;32;FC Sochaux-Montbéliard;3
Ryan Fulton;Scotland;GK;61;24;Hamilton Academical FC;3
Filippo De Col;Italy;RB;66;26;Chiavari;3
Manuel De Iriondo;Argentina;CDM|CM;68;27;Fotbal Club Politehnica Ia?i;3
Simy;Nigeria;ST;72;28;Crotone;3
Ingo van Weert;Netherlands;CB;63;26;RKC Waalwijk;3
Ebenezer Ofori;Ghana;CDM|CM;72;25;AIK;3
Pablo Becker;Argentina;RM|CM|CAM;65;27;Club Atlético Aldosivi;3
Jeremías Ledesma;Argentina;GK;73;27;Rosario Central;3
Ezequiel Cerutti;Argentina;ST|RM|LM;72;28;San Lorenzo de Almagro;3
Christian Mafla;Colombia;LB|CB;67;27;Atlético Nacional;3
Ignacio Pussetto;Argentina;ST|RM;75;24;Watford;3
Jesús Murillo;Colombia;RB|CB;70;26;Independiente Medellín;3
Ollie Palmer;England;ST;64;28;Crawley Town;3
Conor Shaughnessy;Republic of Ireland;CB|CM;63;24;Burton Albion;3
Gilbert Koomson;Ghana;RW;68;25;SK Brann;3
Jaílson;Brazil;RB;68;29;Desportivo das Aves;3
Cedric Omoigui;Nigeria;ST|RW;65;25;Royal Excel Mouscron;3
Camarasa;Spain;RM|CM|CAM;76;26;D. Alavés;3
Rodrigo Battaglia;Argentina;CDM|CM;77;29;Sporting CP;3
Samuel Gigot;France;CB;78;26;Spartak Moscow;3
Steven Fortes;Cape Verde;CB;69;28;Racing Club de Lens;3
Luca Lezzerini;Italy;GK;67;25;Venezia;3
Martin Valjent;Slovakia;CB;74;24;RCD Mallorca;3
Stefan Simic;Czech Republic;CB;71;25;Free Agents;3
Andrea Barberis;Italy;CDM|CM;69;26;Crotone;3
Déinner Quiñónes;Colombia;LM;68;24;Atlético Nacional;3
Cristián Cuevas;Chile;LB|LWB|LW;67;25;Huachipato FC;3
Joaquín Arzura;Argentina;CDM|CM;71;27;Club Atlético Huracán;3
José Luis Gómez;Argentina;RWB|RB|RW;70;26;Club Atlético Lanús;3
Joaquin Verdugo;Chile;CM;64;23;Huachipato FC;3
Diego Oyarzún;Chile;LB|CB;68;27;Huachipato FC;3
Ander Cantero;Spain;GK;68;25;CD Lugo;3
Mario Pavelic;Austria;RB|RM;66;26;FC Admira Wacker Mödling;3
Cristian López;Spain;ST;70;31;UD Las Palmas;3
Agustín Vuletich;Argentina;ST;67;28;Cúcuta Deportivo;3
Rober Ibáñez;Spain;RM|LM;72;27;CA Osasuna;3
Hicham Khaloua;Morocco;ST|RM|CAM;64;25;Cádiz CF;3
Francesco Zampano;Italy;RB|RM;69;26;Frosinone;3
Pawel Jaroszynski;Poland;CB|LM;66;25;Salerno;3
Sven Kreyer;Germany;ST;63;29;Fußballclub Viktoria Köln 1904 e.V.;3
Gonzalo Piovi;Argentina;LB|CB;68;25;Defensa y Justicia;3
Alhaji Gero;Nigeria;ST;64;26;Helsingborgs IF;3
Cédric Hountondji;Benin;CB;68;26;Clermont Foot 63;3
Jordan Amavi;France;LB;76;26;Olympique de Marseille;3
Corentin Tolisso;France;CDM|CM;82;25;FC Bayern München;3
Sam Nicholson;Scotland;RM;67;25;Colorado Rapids;3
Carlos Júnior;Brazil;ST|LW;71;24;Santa Clara;3
Marcos Mauro;Argentina;CB;70;29;Cádiz CF;3
Diego Carlos;Brazil;CB;80;27;Sevilla FC;3
Carl Johansson;Sweden;CB;63;26;Falkenbergs FF;3
Patryk Lipski;Poland;CM|CAM;65;26;Lechia Gdansk;3
Kamil Dankowski;Poland;RB;62;24;Slask Wroclaw;3
Damian Weglarz;Poland;GK;63;24;Jagiellonia Bialystok;3
Saúl;Spain;LB;70;25;Rayo Vallecano;3
Sebastián Cristóforo;Uruguay;CDM|LM|CM;74;26;SD Eibar;3
Agostino Camigliano;Italy;CB;64;26;Cittadella;3
Edgar Méndez;Spain;RM|LM|LW;74;30;D. Alavés;3
Mattia Montini;Italy;ST;67;28;Fotbal Club Dinamo Bucure?ti;3
Georges-Kévin Nkoudou;France;LM;75;25;Besiktas JK;3
Ludovic Ajorque;France;ST;77;26;RC Strasbourg Alsace;3
Ethan Horvath;United States;GK;71;25;Club Brugge KV;3
Kahraba;Egypt;ST|RM|LM;73;26;Free Agents;3
Diego Torres;Chile;LB|LWB|LW;68;27;Audax Italiano;3
Alex Soares;Portugal;CM;70;29;Moreirense FC;3
Bruno Varela;Portugal;GK;74;25;Ajax;3
Filip Markovic;Serbia;RM|RW;63;28;Slask Wroclaw;3
Luca Rizzo;Italy;RM|CM;70;28;Livorno;3
Salvatore Molina;Italy;RM|LM|CM;65;28;Crotone;3
Oumar Diakhité;Senegal;CB;66;26;Desportivo das Aves;3
Jakub Vojtuš;Slovakia;ST|CF;65;26;Fotbal Club Academica Clinceni;3
Gabriel Xavier;Brazil;ST|RM|CF;71;27;Nagoya Grampus;3
Chema Rodríguez;Spain;LB|CB;73;28;Getafe CF;3
Ebenezer Assifuah;Ghana;ST|RM|LM;66;27;Havre Athletic Club;3
Claude Gonçalves;Portugal;RB|CDM|CM;69;26;Gil Vicente FC;3
Damien Dussaut;France;RB;65;25;Fotbal Club Viitorul Constan?a;3
Lei Tenglong;China PR;CB;63;29;Tianjin TEDA FC;3
Tareiq Holmes-Dennis;England;LB|LWB|LM|LW;64;24;Bristol Rovers;3
Andrés Mosquera;Colombia;RB|CB;73;30;Club León;3
Carlos Rivas;Colombia;ST|RM;68;28;Patriotas Boyacá FC;3
Hamari Traoré;Mali;RWB|RB|RW;77;28;Stade Rennais FC;3
Baptiste Santamaria;France;CDM|CM;79;25;Angers SCO;3
Thomas Didillon;France;GK;75;24;KRC Genk;3
Joel Coleman;England;GK;63;24;Huddersfield Town;3
Roger Martínez;Colombia;ST;74;26;Club América;3
Dimitri Cavaré;France;RB;69;25;FC Sion;3
Fanendo Adi;Nigeria;ST;67;29;Columbus Crew SC;3
Tana;Spain;RM|CM|CAM;71;29;UD Las Palmas;3
Tiemoué Bakayoko;France;CDM|CM;80;25;AS Monaco Football Club SA;3
Patrick Ciurria;Italy;CAM|CF;68;25;Pordenone;3
Sean Klaiber;Netherlands;RB;74;25;FC Utrecht;3
Flavio Rojas;Chile;CB;60;26;Coquimbo Unido;3
Néstor Camacho;Paraguay;RM|LM|CAM;73;32;Club Olimpia;3
Rubén Yáñez;Spain;GK;67;26;SD Huesca;3
Aguza;Spain;CDM|CM;69;27;UD Almería;3
David Costas;Spain;RB|CB;72;25;UD Almería;3
Alex Ferrari;Italy;RB|CB;71;26;Sampdoria;3
Geisson Perea;Colombia;CB;71;28;Atlético Nacional;3
Cristian Flórez;Colombia;LB;65;25;Alianza Petrolera;3
Miguel Borja;Colombia;ST;77;27;Junior FC;3
Andy Dales;England;RM|LM;59;25;Hamilton Academical FC;3
Matías Pisano;Argentina;RM|CAM|RW;75;28;América de Cali;3
Dávid Holman;Hungary;CAM;70;27;Free Agents;3
Jonathan Agudelo;Colombia;ST;72;27;Gimnasia y Esgrima La Plata;3
Joseph Molangoane;South Africa;RM|CAM|RW;68;32;Kaizer Chiefs;3
Thulani Hlatshwayo;South Africa;RB|CB;74;30;Free Agents;3
Lebogang Manyama;South Africa;RM|LM|CAM;69;29;Kaizer Chiefs;3
Guillermo Varela;Uruguay;RB;70;27;FC København;3
Osvaldo Cabral;Argentina;GK;68;35;Club River Plate Asunción;3
Antonio Sanabria;Paraguay;ST;75;24;Genoa;3
Mohammed Al Wakid;Saudi Arabia;GK;57;28;Al Hilal;3
Nils Körber;Germany;GK;69;23;VfL Osnabrück;3
Lorenzo Valerio Rosseti;Italy;ST;65;25;Ascoli;3
Gabriel Castellón;Chile;GK;68;26;Huachipato FC;3
Didier Delgado;Colombia;RB|RM;73;28;Independiente Medellín;3
Jason Cummings;Scotland;ST;66;24;Shrewsbury;3
Noah Sonko Sundberg;Sweden;RB|CB;66;24;Östersunds FK;3
Anton Salétros;Sweden;LWB|CM|LW;67;24;Sarpsborg 08 FF;3
Liam Henderson;Scotland;CM;69;24;Empoli;3
Embarba;Spain;ST|RM|LM;76;28;RCD Espanyol;3
Pietro Ceccaroni;Italy;LB|CB;64;24;Venezia;3
Jacob Barrett Laursen;Denmark;LWB|LW;68;25;Odense Boldklub;3
Dominik Hladun;Poland;GK;65;24;Zaglebie Lubin;3
Hebert;Brazil;CB;66;29;Wisla Kraków;3
Janio Bikel;Portugal;CDM|CM;66;25;Vancouver Whitecaps FC;3
Umberto Saracco;Italy;GK;64;26;Cosenza;3
Mattia Aramu;Italy;ST|CAM|RW;68;25;Venezia;3
Matias Vecino;Uruguay;CDM;80;28;Inter;3
Felipe Avenatti;Uruguay;ST|CAM|CF;72;27;Standard de Liège;3
Vebjørn Hoff;Norway;CM;68;24;Odds BK;3
Vittorio Parigini;Italy;CF|LW;68;24;Cremona;3
José Mauri;Italy;CDM|CM;71;24;Club Atlético Talleres;3
Ante Rebic;Croatia;ST|CAM|LW;79;26;Milan;3
Marcus Harness;England;RM|LM;66;24;Portsmouth;3
Abdullah Haif Al Shammari;Saudi Arabia;LB|CB;63;26;Al Hazem;3
Sam Adekugbe;Canada;LB;66;25;Vålerenga Fotball;3
Saîf-Eddine Khaoui;Tunisia;RM|CAM;72;25;Olympique de Marseille;3
Gaëtan Paquiez;France;RB|LB;67;26;Nîmes Olympique;3
Oliver McBurnie;Scotland;ST;74;24;Sheffield United;3
Ahmed Al Sultan;Saudi Arabia;CDM|CM;58;27;Al Adalah Club;3
Abdul Ajagun;Nigeria;RM|CAM;68;27;KV Kortrijk;3
Harrison McGahey;England;CB;65;24;Scunthorpe United;3
Dion Charles;Northern Ireland;ST;64;24;Accrington Stanley;3
Nicolas Lüchinger;Switzerland;RB|LB;60;25;FC St. Gallen 1879;3
Connor Mahoney;England;RM|LM;68;23;Millwall;3
Simone Scuffet;Italy;GK;72;24;La Spezia;3
Mato Miloš;Croatia;RB;67;27;Desportivo das Aves;3
Luca Nizzetto;Italy;CM|CAM;64;34;Chiavari;3
Harry Lennon;England;CB;63;25;Southend United;3
Dillon Phillips;England;GK;71;25;Charlton Athletic;3
Norbert Gyömbér;Slovakia;CB;72;28;Perugia;3
Clifford Aboagye;Ghana;CM;72;25;Gallos Blancos de Querétaro;3
Antonio Domínguez;Spain;LM|RW;64;27;LKS Lódz;3
Georgi Kitanov;Bulgaria;GK;66;25;Asocia?ia Fotbal Club Astra Giurgiu;3
Runar Espejord;Norway;ST;64;24;SC Heerenveen;3
Mohamed Kanno;Saudi Arabia;CDM|CM;72;25;Al Hilal;3
César Falletti;Uruguay;CAM|CF|RW;72;27;Club Tijuana;3
Luca Waldschmidt;Germany;ST|CF;76;24;Sport-Club Freiburg;3
Fabrício Baiano;Brazil;CDM|CM;71;28;Gençlerbirligi SK;3
Salih Dursun;Turkey;RB|CB;67;29;Antalyaspor;3
Raphael Rossi;Brazil;CB;67;30;FC Sion;3
Hans Hateboer;Netherlands;RM;78;26;Atalanta;3
Marko Šcepovic;Serbia;ST;69;29;Çaykur Rizespor;3
Joan Campins;Spain;RB|LB|RM;65;25;Royal Excel Mouscron;3
Modou Diagne;Senegal;CB;69;26;Sporting Charleroi;3
Jonatan Cristaldo;Argentina;ST;73;31;Racing Club;3
Mbaye Diagne;Senegal;ST;75;28;Club Brugge KV;3
Zaldúa;Spain;RB;77;28;Real Sociedad;3
Sammie Szmodics;England;CAM;67;24;Peterborough United;3
Frankie Kent;England;CB;66;24;Peterborough United;3
Nicolás Orsini;Argentina;ST|RW|LW;72;25;Club Atlético Lanús;3
Yves Baraye;Senegal;RW|LW;72;28;Gil Vicente FC;3
Adrián Balboa;Uruguay;ST;70;26;Club Alianza Lima;3
Joel Pohjanpalo;Finland;ST;72;25;Hamburger SV;3
Saidy Janko;Switzerland;RB;70;24;BSC Young Boys;3
Olivier Kemen;France;CDM|CM;69;24;Chamois Niortais Football Club;3
Ismaïl Aissati;Morocco;RM|LM|CAM;71;31;Denizlispor;3
Jason Denayer;Belgium;CB;80;25;Olympique Lyonnais;3
Brandon Barker;England;LM;67;23;Rangers FC;3
Denzeil Boadu;England;CAM|CF;59;23;Crawley Town;3
Matt Jay;England;ST|CM|CAM;59;24;Exeter City;3
Sacha Bastien;France;GK;60;25;Stevenage;3
Marcelo Djaló;Guinea Bissau;CB;66;26;CD Lugo;3
David Brooks;Wales;RM;76;23;AFC Bournemouth;3
Kean Bryan;England;CB;64;23;Bolton Wanderers;3
Bersant Celina;Kosovo;LM|CAM;73;23;Swansea City;3
Iván Ledezma;Chile;CM|CAM;69;25;Audax Italiano;3
Roman Bezjak;Slovenia;ST|RM|LM;69;31;Free Agents;3
Kemar Lawrence;Jamaica;LB|LWB|LW;74;27;RSC Anderlecht;3
Pawel Bochniewicz;Poland;CB;67;24;Górnik Zabrze;3
Bongani Zungu;South Africa;CDM|CM;73;27;Amiens SC;3
Buhle Mkhwanazi;South Africa;CB;70;30;Free Agents;3
Munir;Spain;ST|RW|LW;79;24;Sevilla FC;3
Juan Ignacio Dinenno;Argentina;ST;75;25;U.N.A.M.;3
Enner Valencia;Ecuador;ST|CAM;74;30;Tigres U.A.N.L.;3
Bubacarr Sanneh;Gambia;CB;69;25;KV Oostende;3
Assan Ceesay;Gambia;ST|LW;59;26;VfL Osnabrück;3
Ofir Marciano;Israel;GK;69;30;Hibernian;3
Sylvanus Nimely;Liberia;ST;61;21;Spartak Moscow;3
Ángel Romero;Paraguay;ST|LM|RW;75;28;San Lorenzo de Almagro;3
Óscar Romero;Paraguay;ST|RM|CAM;76;28;San Lorenzo de Almagro;3
Junior Alonso;Paraguay;LB|CB|LWB|LW;75;27;Boca Juniors;3
Iza Carcelén;Spain;RB|RM;70;27;Cádiz CF;3
Marc Mas;Spain;ST;57;30;GIF Sundsvall;3
Alex Alegría;Spain;ST;71;27;Extremadura UD;3
Amaar Ali Al Dohaim;Saudi Arabia;RB|CB;62;26;Al Ittihad;3
Aarón;Spain;GK;67;24;Granada CF;3
Iván Rodríguez;Spain;RB;69;24;SD Ponferradina;3
Sofian Chakla;Morocco;CB;64;26;Villarreal CF;3
Mula;Spain;RM|LM;69;24;AD Alcorcón;3
Martin Dúbravka;Slovakia;GK;82;31;Newcastle United;3
Cecilio Waterman;Panama;ST|LM;64;29;CD Universidad de Concepción;3
Diego Rico;Spain;LB;77;27;AFC Bournemouth;3
Hassane Kamara;France;LB|LM;72;26;Stade de Reims;3
Mansour Ibrahim Hamzi;Saudi Arabia;RM|LM;63;28;Al Hazem;3
Gastón Campi;Argentina;LB|CB;68;29;Trabzonspor;3
Clément Lenglet;France;CB;86;25;FC Barcelona;3
Jonas Gemmer;Denmark;CDM|CM;57;24;AC Horsens;3
Federico Mattiello;Italy;RB|RM|LM;71;25;Cagliari;3
Alberto Grassi;Italy;CM;74;25;Parma;3
Mattia Caldara;Italy;CB;79;26;Atalanta;3
Patrick Olsen;Denmark;CDM|CM;67;26;Aalborg BK;3
Emmanuel Gyasi;Ghana;ST|RW;66;26;La Spezia;3
Antonio Barreca;Italy;LB|LM;73;25;Genoa;3
Davide Mazzocco;Italy;CDM|CM;64;24;Pordenone;3
Mattia Zaccagni;Italy;CM|CAM|CF;74;25;Hellas Verona;3
Daniele Borra;Italy;GK;58;25;Chiavari;3
Lorenzo Venuti;Italy;RB|LB;69;25;Fiorentina;3
Federico Ricci;Italy;RW|LW;72;26;La Spezia;3
Francesco Di Mariano;Italy;CAM|RW|LW;65;24;Castellammare di Stabia;3
Mihai Bala?a;Romania;RB|CB;70;25;U Craiova 1948 Club Sportiv;3
Daniel Hernández;Colombia;RM|CAM;67;29;Deportivo Pasto;3
Yerry Mina;Colombia;CB;79;25;Everton;3
Gennaro Tutino;Italy;ST|LW;73;23;Empoli;3
Luca Palmiero;Italy;CDM|CM;69;24;Pescara;3
Igor Lasicki;Poland;CB;63;25;Pogon Szczecin;3
Nikita Contini;Ukraine;GK;64;24;Chiavari;3
Sebastiano Luperto;Italy;CB;72;23;Napoli;3
Abraham Cabrera;Bolivia;LB|CB;60;29;Club Atlético Nacional Potosí;3
Romel Quiñonez;Bolivia;GK;64;28;Club Deportivo Oriente Petrolero;3
Jaime Arrascaita;Bolivia;LM;65;26;Club Deportivo Jorge Wilstermann;3
Rodrigo Ramallo;Bolivia;ST;65;29;Club Always Ready;3
Edgar Babayan;Ermenia;ST|LM;69;24;Hobro IK;3
Jan Bednarek;Poland;CB;78;24;Southampton;3
Tomasz Dejewski;Poland;CB;60;25;Lech Poznan;3
Emanuele Rovini;Italy;CAM|CF;60;25;Udinese;3
Younès Kaabouni;France;CDM|CM;64;25;FC Sochaux-Montbéliard;3
Viljar Myhra;Norway;GK;62;24;Strømsgodset IF;3
Jorn Brondeel;Belgium;GK;66;27;FC Twente;3
Fabián González;Colombia;ST;62;27;Atlético Nacional;3
Adam Lundqvist;Sweden;RB|LB;65;26;Houston Dynamo;3
Jaume;Spain;GK;77;29;Valencia CF;3
Joao Rodríguez;Colombia;ST|LM|CAM;66;24;Club Atlético Central Córdoba;3
Valentín Vada;Argentina;CDM|CM|CAM;74;24;UD Almería;3
Florent Hadergjonaj;Kosovo;RWB|RB|LB|RW;70;25;Kasimpasa SK;3
Saïd Benrahma;Algeria;RM|RW|LW;76;24;Brentford;3
Demarai Gray;England;CF|RW|LW;74;24;Leicester City;3
Tom Conlon;England;CM;63;24;Port Vale;3
Moi Delgado;Spain;LB;67;26;Real Racing Club;3
Luismi;Spain;CDM|CM;67;28;R. Oviedo;3
Darwin Carrero;Colombia;CB|CDM;63;26;Patriotas Boyacá FC;3
Stefano Vecchia;Sweden;RM|RW;64;25;IK Sirius;3
Angeliño;Spain;LB;78;23;RB Leipzig;3
James Hardy;England;CAM;60;24;Walsall;3
James Horsfield;England;RB;61;24;Scunthorpe United;3
Josh Brownhill;England;CDM|CM;73;24;Burnley;3
Mikkel Kallesøe;Denmark;RM|LM;65;23;Randers FC;3
Gregory Wüthrich;Switzerland;CB;68;25;Perth Glory;3
Fejiri Okenabirhie;England;ST;66;24;Doncaster Rovers;3
Alessandro Mastalli;Italy;CM;65;24;Castellammare di Stabia;3
Federico Melchiorri;Italy;ST;71;33;Perugia;3
Renato Tapia;Peru;CDM|CM;74;25;Feyenoord;3
Vegard Bergan;Norway;CB;64;25;FK Bodø/Glimt;3
Joe Morrell;Wales;CM;68;23;Lincoln City;3
Murilo Mendes;Brazil;ST;63;25;Livorno;3
Léo Bonatini;Brazil;ST;72;26;Vitória Guimarães;3
João Afonso;Brazil;CDM|CM;68;25;Gil Vicente FC;3
Rodin Quiñones;Colombia;RB|RW;63;25;Patriotas Boyacá FC;3
James Maddison;England;CM|CAM|LW;82;23;Leicester City;3
Micheal Azira;Uganda;CDM|CM;66;32;Chicago Fire Soccer Club;3
Gastón Silva;Uruguay;LB|CB;74;26;Independiente;3
Brandon Borrello;Australia;RM|LM;68;25;Sport-Club Freiburg;3
Harry Wilson;Wales;RM|CM;77;23;AFC Bournemouth;3
Rashid Mahazi;Australia;CDM|CM;62;28;Incheon United FC;3
Philip Billing;Denmark;CM;76;24;AFC Bournemouth;3
Ezequiel Ponce;Argentina;ST;75;23;Spartak Moscow;3
Andrea Fulignati;Italy;GK;66;25;Perugia;3
Douglas Tanque;Brazil;ST;71;26;FC Paços de Ferreira;3
Junior Sornoza;Ecuador;CAM;71;26;LDU Quito;3
Zoran Kvrzic;Bosnia & Herzegovina;RM|CAM;61;31;Kayserispor;3
Andrija Zivkovic;Serbia;RM|LM;73;24;SL Benfica;3
Danilo Ortiz;Paraguay;CB;68;28;Godoy Cruz;3
Ryan Thomas;New Zealand;CM|CAM;74;25;PSV;3
Luka Stojanovic;Serbia;CAM;65;26;Chicago Fire Soccer Club;3
Joshua Debayo;Nigeria;LB;59;23;Cheltenham Town;3
Kevin Nitzlnader;Austria;LB|CDM;61;27;WSG Swarovski Tirol;3
Matthew Ridenton;New Zealand;CDM|CM;62;24;Free Agents;3
Marco Ilaimaharitra;Madagascar;CDM|CM;74;25;Sporting Charleroi;3
Adnan Kojic;Sweden;RWB|RB|RW;61;24;AFC Eskilstuna;3
Davinson Sánchez;Colombia;CB;82;24;Tottenham Hotspur;3
Alex Castro;Colombia;LM|LW;68;26;Cruz Azul;3
Max O'Leary;England;GK;66;23;Shrewsbury;3
Lucas Hernández;France;LB|CB;84;24;FC Bayern München;3
Juan José Narváez;Colombia;ST|LM;70;25;UD Las Palmas;3
Ransford Selasi;Ghana;CDM|CM;60;23;FC Lugano;3
Ryan Kitto;Australia;LB|LW;60;25;Adelaide United;3
Larry Vásquez;Colombia;CDM|CM;69;28;Junior FC;3
Ernesto Torregrossa;Italy;ST;72;28;Brescia;3
Mickaël Malsa;France;CDM|CM;67;24;CD Mirandés;3
Anthony Mandrea;France;GK;63;23;Angers SCO;3
Marco Asensio;Spain;RW|LW;82;24;Real Madrid;3
Érick Gutiérrez;Mexico;CM;75;25;PSV;3
Jordan Hugill;England;ST;71;28;Queens Park Rangers;3
Greg Kiltie;Scotland;LM|CAM;64;23;Kilmarnock;3
Franck Honorat;France;RM;70;23;AS Saint-Étienne;3
Malcolm Cacutalua;Germany;CB;67;25;FC Erzgebirge Aue;3
Valmir Sulejmani;Kosovo;ST|RM|LM;67;24;Sportverein Waldhof Mannheim 07 e.V.;3
Rafael Santos Borré;Colombia;ST;79;24;River Plate;3
Bill Tuiloma;New Zealand;RB|CB|CDM;67;25;Portland Timbers;3
Courtney Baker-Richardson;England;ST;61;24;Accrington Stanley;3
George Thomas;Wales;CAM|RW;64;23;ADO Den Haag;3
Abdulmajeed Al Sulayhim;Saudi Arabia;CDM|CM;67;26;Al Shabab;3
David Raya;Spain;GK;72;24;Brentford;3
Jean-Eudes Aholou;Ivory Coast;CDM|CM;74;26;AS Saint-Étienne;3
Filip Jagiello;Poland;CDM|CM|CAM;65;22;Genoa;3
Gabriele Moncini;Italy;ST;70;24;Benevento;3
Anderson Esiti;Nigeria;CDM|CM;72;26;PAOK;3
Alessandro Schöpf;Austria;RWB|RM|CM|RW;75;26;FC Schalke 04;3
Mate Maleš;Croatia;CDM;67;31;Sarpsborg 08 FF;3
Lovre Kalinic;Croatia;GK;75;30;Toulouse Football Club;3
Matías Pérez Acuña;Argentina;RB|RM;64;26;Club Atlético Tigre;3
Jorge Correa;Argentina;RM|LM|CAM;70;27;Marítimo;3
Cameron Brannagan;England;CDM|CM;67;24;Oxford United;3
Kyle Vassell;Northern Ireland;ST;66;27;Rotherham United;3
Joe Wildsmith;England;GK;65;24;Sheffield Wednesday;3
Serhiy Sydorchuk;Ukraine;CDM|CM;75;29;Dynamo Kyiv;3
Morten Ågnes Konradsen;Norway;RB|CM;64;24;FK Bodø/Glimt;3
Anas Tahiri;Morocco;CM|CAM|LW;66;25;RKC Waalwijk;3
Ahmed El Messaoudi;Morocco;CDM|CM;69;24;FC Groningen;3
Niclas Eliasson;Sweden;RM|LM;72;24;Bristol City;3
Naby Keïta;Guinea;CDM|CM;82;25;Liverpool;3
Tobias Karlsson;Sweden;CB;64;31;Falkenbergs FF;3
Adam Eriksson;Sweden;LB;65;30;Helsingborgs IF;3
Johan Brattberg;Sweden;GK;59;23;Falkenbergs FF;3
Jack Bridge;England;LM|CM|CAM;59;24;Carlisle United;3
Badou Ndiaye;Senegal;CDM|CM;74;29;Trabzonspor;3
Ulrik Saltnes;Norway;CM;66;27;FK Bodø/Glimt;3
Carlos Fernández;Spain;ST|CAM;75;24;Granada CF;3
